CE12	CNR20001204.1700.0671-CE1
CE13	CNR20001204.1700.0671-CE2
CE14	CNR20001204.1700.0671-CE3
CE15	CNR20001204.1700.0671-CE4
CE16	CNR20001204.1700.0671-CE5
CE1	CNR20001204.1700.0671-CE6
CE2	CNR20001204.1700.0671-CE7
CE4	CNR20001204.1700.0671-CE8
CE5	CNR20001204.1700.0671-CE9
CE6	CNR20001204.1700.0671-CE10
CE7	CNR20001204.1700.0671-CE11
CE8	CNR20001204.1700.0671-CE12
CE9	CNR20001204.1700.0671-CE13
CE10	CNR20001204.1700.0671-CE14
CE11	CNR20001204.1700.0671-CE15
E15	CNR20001204.1700.0671-E1
E16	CNR20001204.1700.0671-E2
E17	CNR20001204.1700.0671-E3
E18	CNR20001204.1700.0671-E4
E1	CNR20001204.1700.0671-E5
E2	CNR20001204.1700.0671-E6
E3	CNR20001204.1700.0671-E7
E5	CNR20001204.1700.0671-E8
E6	CNR20001204.1700.0671-E9
E7	CNR20001204.1700.0671-E10
E8	CNR20001204.1700.0671-E11
E9	CNR20001204.1700.0671-E12
E11	CNR20001204.1700.0671-E13
E12	CNR20001204.1700.0671-E14
E13	CNR20001204.1700.0671-E15
E14	CNR20001204.1700.0671-E16
EM1	CNR20001204.1700.0671-E5-1
EM19	CNR20001204.1700.0671-E1-2
EM20	CNR20001204.1700.0671-E2-3
EM21	CNR20001204.1700.0671-E10-4
EM22	CNR20001204.1700.0671-E10-5
EM23	CNR20001204.1700.0671-E2-6
EM24	CNR20001204.1700.0671-E8-7
EM25	CNR20001204.1700.0671-E3-8
EM26	CNR20001204.1700.0671-E4-9
EM2	CNR20001204.1700.0671-E6-10
EM3	CNR20001204.1700.0671-E5-11
EM4	CNR20001204.1700.0671-E7-12
EM6	CNR20001204.1700.0671-E8-13
EM7	CNR20001204.1700.0671-E9-14
EM8	CNR20001204.1700.0671-E10-15
EM9	CNR20001204.1700.0671-E8-16
EM10	CNR20001204.1700.0671-E11-17
EM11	CNR20001204.1700.0671-E12-18
EM12	CNR20001204.1700.0671-E10-19
EM15	CNR20001204.1700.0671-E13-20
EM16	CNR20001204.1700.0671-E14-21
EM17	CNR20001204.1700.0671-E15-22
EM18	CNR20001204.1700.0671-E16-23
R1	CNR20001204.1700.0671-R1
R2	CNR20001204.1700.0671-R2
R3	CNR20001204.1700.0671-R3
R4	CNR20001204.1700.0671-R4
R6	CNR20001204.1700.0671-R5
R7	CNR20001204.1700.0671-R6
R8	CNR20001204.1700.0671-R7
R9	CNR20001204.1700.0671-R8
R10	CNR20001204.1700.0671-R9
R11	CNR20001204.1700.0671-R10
R12	CNR20001204.1700.0671-R11
RM1	CNR20001204.1700.0671-R1-1
RM2	CNR20001204.1700.0671-R2-1
RM3	CNR20001204.1700.0671-R3-1
RM4	CNR20001204.1700.0671-R4-1
RM6	CNR20001204.1700.0671-R5-1
RM7	CNR20001204.1700.0671-R6-1
RM8	CNR20001204.1700.0671-R7-1
RM9	CNR20001204.1700.0671-R8-1
RM10	CNR20001204.1700.0671-R9-1
RM11	CNR20001204.1700.0671-R10-1
RM12	CNR20001204.1700.0671-R11-1
Q1	CNR20001204.1700.0671-T1
Q2	CNR20001204.1700.0671-T2
