CE9	CBS20001129.1000.1072-CE1
CE10	CBS20001129.1000.1072-CE2
CE11	CBS20001129.1000.1072-CE3
CE12	CBS20001129.1000.1072-CE4
CE13	CBS20001129.1000.1072-CE5
CE20	CBS20001129.1000.1072-CE6
CE15	CBS20001129.1000.1072-CE7
CE16	CBS20001129.1000.1072-CE8
CE17	CBS20001129.1000.1072-CE9
CE18	CBS20001129.1000.1072-CE10
CE19	CBS20001129.1000.1072-CE11
CE1	CBS20001129.1000.1072-CE12
CE2	CBS20001129.1000.1072-CE13
CE3	CBS20001129.1000.1072-CE14
CE4	CBS20001129.1000.1072-CE15
CE5	CBS20001129.1000.1072-CE16
CE6	CBS20001129.1000.1072-CE17
CE7	CBS20001129.1000.1072-CE18
CE8	CBS20001129.1000.1072-CE19
E12	CBS20001129.1000.1072-E1
E13	CBS20001129.1000.1072-E2
E14	CBS20001129.1000.1072-E3
E15	CBS20001129.1000.1072-E4
E23	CBS20001129.1000.1072-E5
E17	CBS20001129.1000.1072-E6
E18	CBS20001129.1000.1072-E7
E19	CBS20001129.1000.1072-E8
E20	CBS20001129.1000.1072-E9
E21	CBS20001129.1000.1072-E10
E22	CBS20001129.1000.1072-E11
E1	CBS20001129.1000.1072-E12
E2	CBS20001129.1000.1072-E13
E3	CBS20001129.1000.1072-E14
E4	CBS20001129.1000.1072-E15
E5	CBS20001129.1000.1072-E16
E6	CBS20001129.1000.1072-E17
E7	CBS20001129.1000.1072-E18
E8	CBS20001129.1000.1072-E19
E9	CBS20001129.1000.1072-E20
E10	CBS20001129.1000.1072-E21
E11	CBS20001129.1000.1072-E22
EM1	CBS20001129.1000.1072-E12-1
EM21	CBS20001129.1000.1072-E1-2
EM22	CBS20001129.1000.1072-E18-3
EM23	CBS20001129.1000.1072-E20-4
EM24	CBS20001129.1000.1072-E2-5
EM25	CBS20001129.1000.1072-E2-6
EM26	CBS20001129.1000.1072-E15-7
EM27	CBS20001129.1000.1072-E3-8
EM28	CBS20001129.1000.1072-E12-9
EM29	CBS20001129.1000.1072-E14-10
EM30	CBS20001129.1000.1072-E14-11
EM31	CBS20001129.1000.1072-E4-12
EM33	CBS20001129.1000.1072-E6-13
EM34	CBS20001129.1000.1072-E12-14
EM35	CBS20001129.1000.1072-E7-15
EM36	CBS20001129.1000.1072-E7-16
EM37	CBS20001129.1000.1072-E8-17
EM38	CBS20001129.1000.1072-E14-18
EM39	CBS20001129.1000.1072-E14-19
EM40	CBS20001129.1000.1072-E9-20
EM41	CBS20001129.1000.1072-E9-21
EM42	CBS20001129.1000.1072-E10-22
EM43	CBS20001129.1000.1072-E10-23
EM44	CBS20001129.1000.1072-E11-24
EM2	CBS20001129.1000.1072-E12-25
EM3	CBS20001129.1000.1072-E13-26
EM4	CBS20001129.1000.1072-E14-27
EM5	CBS20001129.1000.1072-E12-28
EM6	CBS20001129.1000.1072-E15-29
EM7	CBS20001129.1000.1072-E15-30
EM8	CBS20001129.1000.1072-E16-31
EM9	CBS20001129.1000.1072-E17-32
EM10	CBS20001129.1000.1072-E18-33
EM45	CBS20001129.1000.1072-E5-34
EM12	CBS20001129.1000.1072-E12-35
EM13	CBS20001129.1000.1072-E19-36
EM14	CBS20001129.1000.1072-E19-37
EM15	CBS20001129.1000.1072-E20-38
EM16	CBS20001129.1000.1072-E20-39
EM17	CBS20001129.1000.1072-E21-40
EM18	CBS20001129.1000.1072-E12-41
EM19	CBS20001129.1000.1072-E15-42
EM20	CBS20001129.1000.1072-E22-43
R1	CBS20001129.1000.1072-R1
R2	CBS20001129.1000.1072-R2
R4	CBS20001129.1000.1072-R3
R5	CBS20001129.1000.1072-R4
R6	CBS20001129.1000.1072-R5
R7	CBS20001129.1000.1072-R6
R8	CBS20001129.1000.1072-R7
R9	CBS20001129.1000.1072-R8
R10	CBS20001129.1000.1072-R9
R11	CBS20001129.1000.1072-R10
R12	CBS20001129.1000.1072-R11
RM1	CBS20001129.1000.1072-R1-1
RM2	CBS20001129.1000.1072-R2-1
RM4	CBS20001129.1000.1072-R3-1
RM5	CBS20001129.1000.1072-R4-1
RM6	CBS20001129.1000.1072-R5-1
RM7	CBS20001129.1000.1072-R6-1
RM8	CBS20001129.1000.1072-R7-1
RM9	CBS20001129.1000.1072-R8-1
RM10	CBS20001129.1000.1072-R9-1
RM11	CBS20001129.1000.1072-R10-1
RM12	CBS20001129.1000.1072-R11-1
V1	CBS20001129.1000.1072-EV1
V2	CBS20001129.1000.1072-EV2
V3	CBS20001129.1000.1072-EV3
VM1	CBS20001129.1000.1072-EV1-1
VM2	CBS20001129.1000.1072-EV2-1
VM3	CBS20001129.1000.1072-EV3-1
Q1	CBS20001129.1000.1072-T1
Q2	CBS20001129.1000.1072-T2
Q3	CBS20001129.1000.1072-T3
