CE10	CTV20001009.1330.0695-CE1
CE11	CTV20001009.1330.0695-CE2
CE12	CTV20001009.1330.0695-CE3
CE13	CTV20001009.1330.0695-CE4
CE14	CTV20001009.1330.0695-CE5
CE15	CTV20001009.1330.0695-CE6
CE17	CTV20001009.1330.0695-CE7
CE1	CTV20001009.1330.0695-CE8
CE2	CTV20001009.1330.0695-CE9
CE3	CTV20001009.1330.0695-CE10
CE4	CTV20001009.1330.0695-CE11
CE5	CTV20001009.1330.0695-CE12
CE6	CTV20001009.1330.0695-CE13
CE7	CTV20001009.1330.0695-CE14
CE8	CTV20001009.1330.0695-CE15
CE9	CTV20001009.1330.0695-CE16
E11	CTV20001009.1330.0695-E1
E12	CTV20001009.1330.0695-E2
E13	CTV20001009.1330.0695-E3
E14	CTV20001009.1330.0695-E4
E15	CTV20001009.1330.0695-E5
E17	CTV20001009.1330.0695-E6
E1	CTV20001009.1330.0695-E7
E2	CTV20001009.1330.0695-E8
E3	CTV20001009.1330.0695-E9
E4	CTV20001009.1330.0695-E10
E5	CTV20001009.1330.0695-E11
E6	CTV20001009.1330.0695-E12
E7	CTV20001009.1330.0695-E13
E8	CTV20001009.1330.0695-E14
E9	CTV20001009.1330.0695-E15
E10	CTV20001009.1330.0695-E16
EM14	CTV20001009.1330.0695-E1-1
EM15	CTV20001009.1330.0695-E2-2
EM16	CTV20001009.1330.0695-E3-3
EM17	CTV20001009.1330.0695-E4-4
EM18	CTV20001009.1330.0695-E5-5
EM20	CTV20001009.1330.0695-E7-6
EM21	CTV20001009.1330.0695-E6-7
EM1	CTV20001009.1330.0695-E7-8
EM2	CTV20001009.1330.0695-E8-9
EM3	CTV20001009.1330.0695-E9-10
EM4	CTV20001009.1330.0695-E10-11
EM5	CTV20001009.1330.0695-E11-12
EM6	CTV20001009.1330.0695-E12-13
EM7	CTV20001009.1330.0695-E12-14
EM8	CTV20001009.1330.0695-E13-15
EM9	CTV20001009.1330.0695-E11-16
EM10	CTV20001009.1330.0695-E8-17
EM11	CTV20001009.1330.0695-E14-18
EM12	CTV20001009.1330.0695-E15-19
EM13	CTV20001009.1330.0695-E16-20
R1	CTV20001009.1330.0695-R1
R2	CTV20001009.1330.0695-R2
R3	CTV20001009.1330.0695-R3
R4	CTV20001009.1330.0695-R4
RM1	CTV20001009.1330.0695-R1-1
RM2	CTV20001009.1330.0695-R2-1
RM3	CTV20001009.1330.0695-R3-1
RM4	CTV20001009.1330.0695-R4-1
Q1	CTV20001009.1330.0695-T1
Q2	CTV20001009.1330.0695-T2
Q3	CTV20001009.1330.0695-T3
Q4	CTV20001009.1330.0695-T4
Q5	CTV20001009.1330.0695-V1
Q6	CTV20001009.1330.0695-T5
Q7	CTV20001009.1330.0695-V2
QM5	CTV20001009.1330.0695-V1-1
QM7	CTV20001009.1330.0695-V2-1
