CE6	CBS20001107.0800.0407-CE1
CE7	CBS20001107.0800.0407-CE2
CE1	CBS20001107.0800.0407-CE3
CE2	CBS20001107.0800.0407-CE4
CE3	CBS20001107.0800.0407-CE5
CE4	CBS20001107.0800.0407-CE6
CE5	CBS20001107.0800.0407-CE7
E8	CBS20001107.0800.0407-E1
E9	CBS20001107.0800.0407-E2
E1	CBS20001107.0800.0407-E3
E2	CBS20001107.0800.0407-E4
E3	CBS20001107.0800.0407-E5
E4	CBS20001107.0800.0407-E6
E5	CBS20001107.0800.0407-E7
E6	CBS20001107.0800.0407-E8
E7	CBS20001107.0800.0407-E9
EM1	CBS20001107.0800.0407-E3-1
EM25	CBS20001107.0800.0407-E1-2
EM26	CBS20001107.0800.0407-E3-3
EM27	CBS20001107.0800.0407-E2-4
EM14	CBS20001107.0800.0407-E2-5
EM2	CBS20001107.0800.0407-E3-6
EM3	CBS20001107.0800.0407-E4-7
EM4	CBS20001107.0800.0407-E5-8
EM5	CBS20001107.0800.0407-E3-9
EM6	CBS20001107.0800.0407-E3-10
EM7	CBS20001107.0800.0407-E6-11
EM8	CBS20001107.0800.0407-E3-12
EM9	CBS20001107.0800.0407-E3-13
EM11	CBS20001107.0800.0407-E3-14
EM12	CBS20001107.0800.0407-E3-15
EM13	CBS20001107.0800.0407-E7-16
EM15	CBS20001107.0800.0407-E5-17
EM17	CBS20001107.0800.0407-E4-18
EM18	CBS20001107.0800.0407-E5-19
EM19	CBS20001107.0800.0407-E3-20
EM20	CBS20001107.0800.0407-E3-21
EM21	CBS20001107.0800.0407-E8-22
EM22	CBS20001107.0800.0407-E8-23
EM23	CBS20001107.0800.0407-E8-24
EM24	CBS20001107.0800.0407-E9-25
R1	CBS20001107.0800.0407-R1
R3	CBS20001107.0800.0407-R2
R4	CBS20001107.0800.0407-R3
R6	CBS20001107.0800.0407-R4
R7	CBS20001107.0800.0407-R5
R10	CBS20001107.0800.0407-R6
RM1	CBS20001107.0800.0407-R1-1
RM3	CBS20001107.0800.0407-R2-1
RM4	CBS20001107.0800.0407-R3-1
RM6	CBS20001107.0800.0407-R2-2
RM7	CBS20001107.0800.0407-R1-2
RM10	CBS20001107.0800.0407-R6-1
V1	CBS20001107.0800.0407-EV1
V2	CBS20001107.0800.0407-EV2
VM1	CBS20001107.0800.0407-EV1-1
VM2	CBS20001107.0800.0407-EV2-1
Q1	CBS20001107.0800.0407-T1
Q2	CBS20001107.0800.0407-T2
Q3	CBS20001107.0800.0407-T3
Q4	CBS20001107.0800.0407-T4
Q5	CBS20001107.0800.0407-T5
Q6	CBS20001107.0800.0407-T6
Q7	CBS20001107.0800.0407-T7
