CE13	CBS20001222.1000.0724-CE1
CE14	CBS20001222.1000.0724-CE2
CE15	CBS20001222.1000.0724-CE3
CE16	CBS20001222.1000.0724-CE4
CE17	CBS20001222.1000.0724-CE5
CE19	CBS20001222.1000.0724-CE6
CE20	CBS20001222.1000.0724-CE7
CE21	CBS20001222.1000.0724-CE8
CE22	CBS20001222.1000.0724-CE9
CE23	CBS20001222.1000.0724-CE10
CE24	CBS20001222.1000.0724-CE11
CE25	CBS20001222.1000.0724-CE12
CE26	CBS20001222.1000.0724-CE13
CE27	CBS20001222.1000.0724-CE14
CE28	CBS20001222.1000.0724-CE15
CE29	CBS20001222.1000.0724-CE16
CE30	CBS20001222.1000.0724-CE17
CE31	CBS20001222.1000.0724-CE18
CE32	CBS20001222.1000.0724-CE19
CE33	CBS20001222.1000.0724-CE20
CE34	CBS20001222.1000.0724-CE21
CE35	CBS20001222.1000.0724-CE22
CE36	CBS20001222.1000.0724-CE23
CE37	CBS20001222.1000.0724-CE24
CE38	CBS20001222.1000.0724-CE25
CE1	CBS20001222.1000.0724-CE26
CE2	CBS20001222.1000.0724-CE27
CE4	CBS20001222.1000.0724-CE28
CE5	CBS20001222.1000.0724-CE29
CE6	CBS20001222.1000.0724-CE30
CE8	CBS20001222.1000.0724-CE31
CE9	CBS20001222.1000.0724-CE32
CE10	CBS20001222.1000.0724-CE33
CE11	CBS20001222.1000.0724-CE34
CE12	CBS20001222.1000.0724-CE35
E13	CBS20001222.1000.0724-E1
E14	CBS20001222.1000.0724-E2
E15	CBS20001222.1000.0724-E3
E16	CBS20001222.1000.0724-E4
E17	CBS20001222.1000.0724-E5
E19	CBS20001222.1000.0724-E6
E20	CBS20001222.1000.0724-E7
E21	CBS20001222.1000.0724-E8
E22	CBS20001222.1000.0724-E9
E23	CBS20001222.1000.0724-E10
E24	CBS20001222.1000.0724-E11
E25	CBS20001222.1000.0724-E12
E26	CBS20001222.1000.0724-E13
E27	CBS20001222.1000.0724-E14
E28	CBS20001222.1000.0724-E15
E29	CBS20001222.1000.0724-E16
E30	CBS20001222.1000.0724-E17
E31	CBS20001222.1000.0724-E18
E32	CBS20001222.1000.0724-E19
E33	CBS20001222.1000.0724-E20
E34	CBS20001222.1000.0724-E21
