CE9	CTV20001127.1330.0329-CE1
CE10	CTV20001127.1330.0329-CE2
CE11	CTV20001127.1330.0329-CE3
CE12	CTV20001127.1330.0329-CE4
CE13	CTV20001127.1330.0329-CE5
CE14	CTV20001127.1330.0329-CE6
CE15	CTV20001127.1330.0329-CE7
CE16	CTV20001127.1330.0329-CE8
CE17	CTV20001127.1330.0329-CE9
CE18	CTV20001127.1330.0329-CE10
CE19	CTV20001127.1330.0329-CE11
CE20	CTV20001127.1330.0329-CE12
CE21	CTV20001127.1330.0329-CE13
CE22	CTV20001127.1330.0329-CE14
CE23	CTV20001127.1330.0329-CE15
CE24	CTV20001127.1330.0329-CE16
CE26	CTV20001127.1330.0329-CE17
CE27	CTV20001127.1330.0329-CE18
CE28	CTV20001127.1330.0329-CE19
CE1	CTV20001127.1330.0329-CE20
CE2	CTV20001127.1330.0329-CE21
CE3	CTV20001127.1330.0329-CE22
CE4	CTV20001127.1330.0329-CE23
CE5	CTV20001127.1330.0329-CE24
CE6	CTV20001127.1330.0329-CE25
CE7	CTV20001127.1330.0329-CE26
CE8	CTV20001127.1330.0329-CE27
E16	CTV20001127.1330.0329-E1
E17	CTV20001127.1330.0329-E2
E18	CTV20001127.1330.0329-E3
E19	CTV20001127.1330.0329-E4
E20	CTV20001127.1330.0329-E5
E21	CTV20001127.1330.0329-E6
E22	CTV20001127.1330.0329-E7
E23	CTV20001127.1330.0329-E8
E24	CTV20001127.1330.0329-E9
E25	CTV20001127.1330.0329-E10
E26	CTV20001127.1330.0329-E11
E27	CTV20001127.1330.0329-E12
E28	CTV20001127.1330.0329-E13
E29	CTV20001127.1330.0329-E14
E30	CTV20001127.1330.0329-E15
E31	CTV20001127.1330.0329-E16
E32	CTV20001127.1330.0329-E17
E33	CTV20001127.1330.0329-E18
E34	CTV20001127.1330.0329-E19
E35	CTV20001127.1330.0329-E20
E1	CTV20001127.1330.0329-E21
E36	CTV20001127.1330.0329-E22
E37	CTV20001127.1330.0329-E23
E40	CTV20001127.1330.0329-E24
E41	CTV20001127.1330.0329-E25
E42	CTV20001127.1330.0329-E26
E43	CTV20001127.1330.0329-E27
E2	CTV20001127.1330.0329-E28
E3	CTV20001127.1330.0329-E29
E4	CTV20001127.1330.0329-E30
E5	CTV20001127.1330.0329-E31
E6	CTV20001127.1330.0329-E32
E7	CTV20001127.1330.0329-E33
E8	CTV20001127.1330.0329-E34
E9	CTV20001127.1330.0329-E35
E10	CTV20001127.1330.0329-E36
E11	CTV20001127.1330.0329-E37
E13	CTV20001127.1330.0329-E38
E14	CTV20001127.1330.0329-E39
E15	CTV20001127.1330.0329-E40
EM1	CTV20001127.1330.0329-E21-1
EM18	CTV20001127.1330.0329-E1-2
EM19	CTV20001127.1330.0329-E37-3
EM20	CTV20001127.1330.0329-E21-4
EM21	CTV20001127.1330.0329-E21-5
EM22	CTV20001127.1330.0329-E29-6
EM23	CTV20001127.1330.0329-E2-7
EM24	CTV20001127.1330.0329-E3-8
EM25	CTV20001127.1330.0329-E4-9
EM26	CTV20001127.1330.0329-E37-10
EM27	CTV20001127.1330.0329-E5-11
EM28	CTV20001127.1330.0329-E31-12
EM29	CTV20001127.1330.0329-E21-13
EM30	CTV20001127.1330.0329-E6-14
EM31	CTV20001127.1330.0329-E32-15
EM32	CTV20001127.1330.0329-E33-16
EM33	CTV20001127.1330.0329-E21-17
EM34	CTV20001127.1330.0329-E7-18
EM35	CTV20001127.1330.0329-E21-19
EM36	CTV20001127.1330.0329-E8-20
EM37	CTV20001127.1330.0329-E9-21
EM38	CTV20001127.1330.0329-E10-22
EM39	CTV20001127.1330.0329-E11-23
EM40	CTV20001127.1330.0329-E37-24
EM41	CTV20001127.1330.0329-E37-25
EM42	CTV20001127.1330.0329-E10-26
EM43	CTV20001127.1330.0329-E32-27
EM44	CTV20001127.1330.0329-E32-28
EM45	CTV20001127.1330.0329-E12-29
EM46	CTV20001127.1330.0329-E13-30
EM47	CTV20001127.1330.0329-E32-31
EM48	CTV20001127.1330.0329-E14-32
EM49	CTV20001127.1330.0329-E15-33
EM50	CTV20001127.1330.0329-E16-34
EM51	CTV20001127.1330.0329-E32-35
EM52	CTV20001127.1330.0329-E33-36
EM53	CTV20001127.1330.0329-E17-37
EM54	CTV20001127.1330.0329-E35-38
EM55	CTV20001127.1330.0329-E18-39
EM56	CTV20001127.1330.0329-E19-40
EM57	CTV20001127.1330.0329-E33-41
EM59	CTV20001127.1330.0329-E33-42
EM60	CTV20001127.1330.0329-E33-43
EM61	CTV20001127.1330.0329-E20-44
EM62	CTV20001127.1330.0329-E19-45
EM63	CTV20001127.1330.0329-E22-46
EM64	CTV20001127.1330.0329-E22-47
EM65	CTV20001127.1330.0329-E23-48
EM67	CTV20001127.1330.0329-E33-49
EM70	CTV20001127.1330.0329-E24-50
