CE11	CTS20001022.1300.0057-CE1
CE12	CTS20001022.1300.0057-CE2
CE13	CTS20001022.1300.0057-CE3
CE14	CTS20001022.1300.0057-CE4
CE15	CTS20001022.1300.0057-CE5
CE16	CTS20001022.1300.0057-CE6
CE17	CTS20001022.1300.0057-CE7
CE1	CTS20001022.1300.0057-CE8
CE2	CTS20001022.1300.0057-CE9
CE3	CTS20001022.1300.0057-CE10
CE4	CTS20001022.1300.0057-CE11
CE5	CTS20001022.1300.0057-CE12
CE6	CTS20001022.1300.0057-CE13
CE7	CTS20001022.1300.0057-CE14
CE8	CTS20001022.1300.0057-CE15
CE9	CTS20001022.1300.0057-CE16
CE10	CTS20001022.1300.0057-CE17
E11	CTS20001022.1300.0057-E1
E12	CTS20001022.1300.0057-E2
E13	CTS20001022.1300.0057-E3
E14	CTS20001022.1300.0057-E4
E15	CTS20001022.1300.0057-E5
E16	CTS20001022.1300.0057-E6
E17	CTS20001022.1300.0057-E7
E18	CTS20001022.1300.0057-E8
E1	CTS20001022.1300.0057-E9
E2	CTS20001022.1300.0057-E10
E3	CTS20001022.1300.0057-E11
E4	CTS20001022.1300.0057-E12
E5	CTS20001022.1300.0057-E13
E6	CTS20001022.1300.0057-E14
E7	CTS20001022.1300.0057-E15
E8	CTS20001022.1300.0057-E16
E9	CTS20001022.1300.0057-E17
E10	CTS20001022.1300.0057-E18
EM1	CTS20001022.1300.0057-E9-1
EM21	CTS20001022.1300.0057-E13-2
EM22	CTS20001022.1300.0057-E10-3
EM23	CTS20001022.1300.0057-E10-4
EM24	CTS20001022.1300.0057-E10-5
EM25	CTS20001022.1300.0057-E15-6
EM26	CTS20001022.1300.0057-E2-7
EM27	CTS20001022.1300.0057-E2-8
EM28	CTS20001022.1300.0057-E13-9
EM29	CTS20001022.1300.0057-E3-10
EM30	CTS20001022.1300.0057-E13-11
EM31	CTS20001022.1300.0057-E4-12
EM32	CTS20001022.1300.0057-E10-13
EM33	CTS20001022.1300.0057-E15-14
EM34	CTS20001022.1300.0057-E10-15
EM35	CTS20001022.1300.0057-E10-16
EM36	CTS20001022.1300.0057-E15-17
EM37	CTS20001022.1300.0057-E5-18
EM38	CTS20001022.1300.0057-E10-19
EM39	CTS20001022.1300.0057-E6-20
EM40	CTS20001022.1300.0057-E10-21
EM41	CTS20001022.1300.0057-E6-22
EM42	CTS20001022.1300.0057-E7-23
EM43	CTS20001022.1300.0057-E16-24
EM44	CTS20001022.1300.0057-E10-25
EM45	CTS20001022.1300.0057-E10-26
EM46	CTS20001022.1300.0057-E8-27
EM2	CTS20001022.1300.0057-E10-28
EM3	CTS20001022.1300.0057-E11-29
EM4	CTS20001022.1300.0057-E12-30
EM5	CTS20001022.1300.0057-E13-31
EM6	CTS20001022.1300.0057-E14-32
EM7	CTS20001022.1300.0057-E15-33
EM8	CTS20001022.1300.0057-E10-34
EM9	CTS20001022.1300.0057-E16-35
EM10	CTS20001022.1300.0057-E10-36
EM11	CTS20001022.1300.0057-E11-37
EM12	CTS20001022.1300.0057-E14-38
EM13	CTS20001022.1300.0057-E10-39
EM14	CTS20001022.1300.0057-E11-40
EM16	CTS20001022.1300.0057-E11-41
EM17	CTS20001022.1300.0057-E17-42
EM19	CTS20001022.1300.0057-E18-43
EM20	CTS20001022.1300.0057-E1-44
R1	CTS20001022.1300.0057-R1
R2	CTS20001022.1300.0057-R2
R3	CTS20001022.1300.0057-R3
R4	CTS20001022.1300.0057-R4
R5	CTS20001022.1300.0057-R5
R6	CTS20001022.1300.0057-R6
R7	CTS20001022.1300.0057-R7
R8	CTS20001022.1300.0057-R8
R9	CTS20001022.1300.0057-R9
R10	CTS20001022.1300.0057-R10
R11	CTS20001022.1300.0057-R11
RM1	CTS20001022.1300.0057-R3-1
RM2	CTS20001022.1300.0057-R4-1
RM3	CTS20001022.1300.0057-R5-1
RM4	CTS20001022.1300.0057-R6-1
RM5	CTS20001022.1300.0057-R7-1
RM6	CTS20001022.1300.0057-R8-1
RM7	CTS20001022.1300.0057-R9-1
RM8	CTS20001022.1300.0057-R10-1
RM9	CTS20001022.1300.0057-R11-1
V1	CTS20001022.1300.0057-EV1
V2	CTS20001022.1300.0057-EV2
V3	CTS20001022.1300.0057-EV3
V5	CTS20001022.1300.0057-EV4
V6	CTS20001022.1300.0057-EV5
V7	CTS20001022.1300.0057-EV6
V8	CTS20001022.1300.0057-EV7
VM1	CTS20001022.1300.0057-EV1-1
VM2	CTS20001022.1300.0057-EV2-1
VM3	CTS20001022.1300.0057-EV2-2
VM4	CTS20001022.1300.0057-EV1-2
VM5	CTS20001022.1300.0057-EV3-1
VM7	CTS20001022.1300.0057-EV2-3
VM8	CTS20001022.1300.0057-EV4-1
VM9	CTS20001022.1300.0057-EV2-4
VM10	CTS20001022.1300.0057-EV4-2
VM11	CTS20001022.1300.0057-EV5-1
VM12	CTS20001022.1300.0057-EV6-1
VM13	CTS20001022.1300.0057-EV6-2
VM14	CTS20001022.1300.0057-EV4-3
VM15	CTS20001022.1300.0057-EV2-5
VM16	CTS20001022.1300.0057-EV7-1
VM17	CTS20001022.1300.0057-EV2-6
Q1	CTS20001022.1300.0057-T1
Q2	CTS20001022.1300.0057-T2
Q3	CTS20001022.1300.0057-T3
Q4	CTS20001022.1300.0057-T4
