CE11	CBS20001021.1000.0347-CE1
CE12	CBS20001021.1000.0347-CE2
CE13	CBS20001021.1000.0347-CE3
CE14	CBS20001021.1000.0347-CE4
CE15	CBS20001021.1000.0347-CE5
CE16	CBS20001021.1000.0347-CE6
CE17	CBS20001021.1000.0347-CE7
CE18	CBS20001021.1000.0347-CE8
CE19	CBS20001021.1000.0347-CE9
CE1	CBS20001021.1000.0347-CE10
CE2	CBS20001021.1000.0347-CE11
CE3	CBS20001021.1000.0347-CE12
CE4	CBS20001021.1000.0347-CE13
CE5	CBS20001021.1000.0347-CE14
CE6	CBS20001021.1000.0347-CE15
CE7	CBS20001021.1000.0347-CE16
CE8	CBS20001021.1000.0347-CE17
CE9	CBS20001021.1000.0347-CE18
CE10	CBS20001021.1000.0347-CE19
E12	CBS20001021.1000.0347-E1
E13	CBS20001021.1000.0347-E2
E14	CBS20001021.1000.0347-E3
E15	CBS20001021.1000.0347-E4
E16	CBS20001021.1000.0347-E5
E17	CBS20001021.1000.0347-E6
E18	CBS20001021.1000.0347-E7
E19	CBS20001021.1000.0347-E8
E20	CBS20001021.1000.0347-E9
E21	CBS20001021.1000.0347-E10
E22	CBS20001021.1000.0347-E11
E1	CBS20001021.1000.0347-E12
E2	CBS20001021.1000.0347-E13
E3	CBS20001021.1000.0347-E14
E4	CBS20001021.1000.0347-E15
E5	CBS20001021.1000.0347-E16
E6	CBS20001021.1000.0347-E17
E7	CBS20001021.1000.0347-E18
E8	CBS20001021.1000.0347-E19
E9	CBS20001021.1000.0347-E20
E10	CBS20001021.1000.0347-E21
E11	CBS20001021.1000.0347-E22
EM1	CBS20001021.1000.0347-E12-1
EM20	CBS20001021.1000.0347-E1-2
EM21	CBS20001021.1000.0347-E2-3
EM22	CBS20001021.1000.0347-E2-4
EM23	CBS20001021.1000.0347-E17-5
EM24	CBS20001021.1000.0347-E16-6
EM25	CBS20001021.1000.0347-E2-7
EM26	CBS20001021.1000.0347-E18-8
EM27	CBS20001021.1000.0347-E3-9
EM28	CBS20001021.1000.0347-E18-10
EM29	CBS20001021.1000.0347-E18-11
EM30	CBS20001021.1000.0347-E4-12
EM31	CBS20001021.1000.0347-E2-13
EM32	CBS20001021.1000.0347-E4-14
EM33	CBS20001021.1000.0347-E16-15
EM34	CBS20001021.1000.0347-E16-16
EM35	CBS20001021.1000.0347-E21-17
EM36	CBS20001021.1000.0347-E5-18
EM37	CBS20001021.1000.0347-E6-19
EM38	CBS20001021.1000.0347-E5-20
EM39	CBS20001021.1000.0347-E5-21
EM40	CBS20001021.1000.0347-E7-22
EM41	CBS20001021.1000.0347-E2-23
EM42	CBS20001021.1000.0347-E8-24
EM43	CBS20001021.1000.0347-E9-25
EM44	CBS20001021.1000.0347-E12-26
EM45	CBS20001021.1000.0347-E16-27
EM46	CBS20001021.1000.0347-E16-28
EM47	CBS20001021.1000.0347-E17-29
EM48	CBS20001021.1000.0347-E2-30
EM49	CBS20001021.1000.0347-E10-31
EM50	CBS20001021.1000.0347-E12-32
EM51	CBS20001021.1000.0347-E11-33
EM2	CBS20001021.1000.0347-E13-34
EM3	CBS20001021.1000.0347-E14-35
EM4	CBS20001021.1000.0347-E15-36
EM5	CBS20001021.1000.0347-E16-37
EM6	CBS20001021.1000.0347-E17-38
EM7	CBS20001021.1000.0347-E18-39
EM8	CBS20001021.1000.0347-E19-40
EM9	CBS20001021.1000.0347-E18-41
EM10	CBS20001021.1000.0347-E18-42
EM11	CBS20001021.1000.0347-E20-43
EM12	CBS20001021.1000.0347-E21-44
EM13	CBS20001021.1000.0347-E22-45
EM14	CBS20001021.1000.0347-E13-46
EM15	CBS20001021.1000.0347-E12-47
EM16	CBS20001021.1000.0347-E14-48
EM17	CBS20001021.1000.0347-E15-49
EM18	CBS20001021.1000.0347-E15-50
EM19	CBS20001021.1000.0347-E1-51
R1	CBS20001021.1000.0347-R1
R2	CBS20001021.1000.0347-R2
R3	CBS20001021.1000.0347-R3
R4	CBS20001021.1000.0347-R4
R5	CBS20001021.1000.0347-R5
R6	CBS20001021.1000.0347-R6
R7	CBS20001021.1000.0347-R7
R8	CBS20001021.1000.0347-R8
R9	CBS20001021.1000.0347-R9
R10	CBS20001021.1000.0347-R10
R11	CBS20001021.1000.0347-R11
R12	CBS20001021.1000.0347-R12
R13	CBS20001021.1000.0347-R13
R15	CBS20001021.1000.0347-R14
R16	CBS20001021.1000.0347-R15
RM1	CBS20001021.1000.0347-R1-1
RM2	CBS20001021.1000.0347-R2-1
RM3	CBS20001021.1000.0347-R3-1
RM4	CBS20001021.1000.0347-R4-1
RM5	CBS20001021.1000.0347-R5-1
RM6	CBS20001021.1000.0347-R1-2
RM7	CBS20001021.1000.0347-R2-2
RM8	CBS20001021.1000.0347-R3-2
RM9	CBS20001021.1000.0347-R4-2
RM10	CBS20001021.1000.0347-R10-1
RM11	CBS20001021.1000.0347-R11-1
RM12	CBS20001021.1000.0347-R12-1
RM13	CBS20001021.1000.0347-R13-1
RM15	CBS20001021.1000.0347-R14-1
RM16	CBS20001021.1000.0347-R4-3
V1	CBS20001021.1000.0347-EV1
V2	CBS20001021.1000.0347-EV2
VM1	CBS20001021.1000.0347-EV1-1
VM2	CBS20001021.1000.0347-EV2-1
VM3	CBS20001021.1000.0347-EV1-2
VM4	CBS20001021.1000.0347-EV2-2
Q1	CBS20001021.1000.0347-T1
Q2	CBS20001021.1000.0347-T2
Q3	CBS20001021.1000.0347-T3
Q4	CBS20001021.1000.0347-V1
Q5	CBS20001021.1000.0347-T4
Q6	CBS20001021.1000.0347-V2
QM4	CBS20001021.1000.0347-V1-1
QM6	CBS20001021.1000.0347-V2-1
