CE10	CTV20001024.1330.1118-CE1
CE11	CTV20001024.1330.1118-CE2
CE13	CTV20001024.1330.1118-CE3
CE14	CTV20001024.1330.1118-CE4
CE15	CTV20001024.1330.1118-CE5
CE1	CTV20001024.1330.1118-CE6
CE2	CTV20001024.1330.1118-CE7
CE3	CTV20001024.1330.1118-CE8
CE4	CTV20001024.1330.1118-CE9
CE5	CTV20001024.1330.1118-CE10
CE6	CTV20001024.1330.1118-CE11
CE7	CTV20001024.1330.1118-CE12
CE9	CTV20001024.1330.1118-CE13
E12	CTV20001024.1330.1118-E1
E13	CTV20001024.1330.1118-E2
E15	CTV20001024.1330.1118-E3
E16	CTV20001024.1330.1118-E4
E17	CTV20001024.1330.1118-E5
E18	CTV20001024.1330.1118-E6
E19	CTV20001024.1330.1118-E7
E1	CTV20001024.1330.1118-E8
E2	CTV20001024.1330.1118-E9
E3	CTV20001024.1330.1118-E10
E4	CTV20001024.1330.1118-E11
E5	CTV20001024.1330.1118-E12
E6	CTV20001024.1330.1118-E13
E7	CTV20001024.1330.1118-E14
E8	CTV20001024.1330.1118-E15
E9	CTV20001024.1330.1118-E16
E11	CTV20001024.1330.1118-E17
EM1	CTV20001024.1330.1118-E8-1
EM21	CTV20001024.1330.1118-E12-2
EM22	CTV20001024.1330.1118-E2-3
EM24	CTV20001024.1330.1118-E8-4
EM25	CTV20001024.1330.1118-E3-5
EM26	CTV20001024.1330.1118-E12-6
EM28	CTV20001024.1330.1118-E4-7
EM29	CTV20001024.1330.1118-E4-8
EM30	CTV20001024.1330.1118-E5-9
EM31	CTV20001024.1330.1118-E10-10
EM32	CTV20001024.1330.1118-E6-11
EM33	CTV20001024.1330.1118-E7-12
EM2	CTV20001024.1330.1118-E8-13
EM3	CTV20001024.1330.1118-E9-14
EM4	CTV20001024.1330.1118-E10-15
EM5	CTV20001024.1330.1118-E11-16
EM6	CTV20001024.1330.1118-E12-17
EM7	CTV20001024.1330.1118-E13-18
EM8	CTV20001024.1330.1118-E10-19
EM9	CTV20001024.1330.1118-E14-20
EM10	CTV20001024.1330.1118-E8-21
EM11	CTV20001024.1330.1118-E15-22
EM12	CTV20001024.1330.1118-E8-23
EM13	CTV20001024.1330.1118-E16-24
EM14	CTV20001024.1330.1118-E12-25
EM15	CTV20001024.1330.1118-E10-26
EM16	CTV20001024.1330.1118-E12-27
EM18	CTV20001024.1330.1118-E17-28
EM19	CTV20001024.1330.1118-E1-29
R1	CTV20001024.1330.1118-R1
R2	CTV20001024.1330.1118-R2
R3	CTV20001024.1330.1118-R3
R4	CTV20001024.1330.1118-R4
R6	CTV20001024.1330.1118-R5
R7	CTV20001024.1330.1118-R6
RM1	CTV20001024.1330.1118-R1-1
RM2	CTV20001024.1330.1118-R2-1
RM3	CTV20001024.1330.1118-R3-1
RM4	CTV20001024.1330.1118-R4-1
RM7	CTV20001024.1330.1118-R5-1
RM8	CTV20001024.1330.1118-R6-1
Q1	CTV20001024.1330.1118-T1
Q2	CTV20001024.1330.1118-T2
Q3	CTV20001024.1330.1118-T3
Q4	CTV20001024.1330.1118-T4
Q5	CTV20001024.1330.1118-T5
Q6	CTV20001024.1330.1118-T6
Q7	CTV20001024.1330.1118-T7
