CE1	CNR20001218.1700.0450-CE1
CE2	CNR20001218.1700.0450-CE2
CE3	CNR20001218.1700.0450-CE3
CE4	CNR20001218.1700.0450-CE4
CE5	CNR20001218.1700.0450-CE5
CE6	CNR20001218.1700.0450-CE6
CE7	CNR20001218.1700.0450-CE7
CE8	CNR20001218.1700.0450-CE8
CE9	CNR20001218.1700.0450-CE9
CE10	CNR20001218.1700.0450-CE10
E1	CNR20001218.1700.0450-E1
E2	CNR20001218.1700.0450-E2
E3	CNR20001218.1700.0450-E3
E4	CNR20001218.1700.0450-E4
E5	CNR20001218.1700.0450-E5
E6	CNR20001218.1700.0450-E6
E7	CNR20001218.1700.0450-E7
E8	CNR20001218.1700.0450-E8
E9	CNR20001218.1700.0450-E9
E10	CNR20001218.1700.0450-E10
E11	CNR20001218.1700.0450-E11
EM1	CNR20001218.1700.0450-E1-1
EM2	CNR20001218.1700.0450-E2-2
EM3	CNR20001218.1700.0450-E2-3
EM4	CNR20001218.1700.0450-E3-4
EM5	CNR20001218.1700.0450-E4-5
EM6	CNR20001218.1700.0450-E5-6
EM7	CNR20001218.1700.0450-E5-7
EM8	CNR20001218.1700.0450-E6-8
EM9	CNR20001218.1700.0450-E7-9
EM10	CNR20001218.1700.0450-E8-10
EM11	CNR20001218.1700.0450-E9-11
EM12	CNR20001218.1700.0450-E2-12
EM13	CNR20001218.1700.0450-E6-13
EM14	CNR20001218.1700.0450-E10-14
EM15	CNR20001218.1700.0450-E2-15
EM16	CNR20001218.1700.0450-E6-16
EM17	CNR20001218.1700.0450-E11-17
R1	CNR20001218.1700.0450-R1
R2	CNR20001218.1700.0450-R2
R3	CNR20001218.1700.0450-R3
RM1	CNR20001218.1700.0450-R1-1
RM2	CNR20001218.1700.0450-R2-1
RM3	CNR20001218.1700.0450-R3-1
V1	CNR20001218.1700.0450-EV1
V3	CNR20001218.1700.0450-EV2
V4	CNR20001218.1700.0450-EV3
VM1	CNR20001218.1700.0450-EV1-1
VM3	CNR20001218.1700.0450-EV2-1
VM4	CNR20001218.1700.0450-EV3-1
Q3	CNR20001218.1700.0450-T1
Q6	CNR20001218.1700.0450-T2
Q7	CNR20001218.1700.0450-T3
Q1	CNR20001218.1700.0450-T4
Q2	CNR20001218.1700.0450-T5
