CE13	CBS20001021.1000.0734-CE1
CE15	CBS20001021.1000.0734-CE2
CE17	CBS20001021.1000.0734-CE3
CE1	CBS20001021.1000.0734-CE4
CE2	CBS20001021.1000.0734-CE5
CE3	CBS20001021.1000.0734-CE6
CE4	CBS20001021.1000.0734-CE7
CE5	CBS20001021.1000.0734-CE8
CE6	CBS20001021.1000.0734-CE9
CE7	CBS20001021.1000.0734-CE10
CE8	CBS20001021.1000.0734-CE11
CE9	CBS20001021.1000.0734-CE12
CE10	CBS20001021.1000.0734-CE13
CE11	CBS20001021.1000.0734-CE14
E13	CBS20001021.1000.0734-E1
E15	CBS20001021.1000.0734-E2
E17	CBS20001021.1000.0734-E3
E1	CBS20001021.1000.0734-E4
E2	CBS20001021.1000.0734-E5
E3	CBS20001021.1000.0734-E6
E4	CBS20001021.1000.0734-E7
E5	CBS20001021.1000.0734-E8
E6	CBS20001021.1000.0734-E9
E7	CBS20001021.1000.0734-E10
E8	CBS20001021.1000.0734-E11
E9	CBS20001021.1000.0734-E12
E10	CBS20001021.1000.0734-E13
E11	CBS20001021.1000.0734-E14
EM1	CBS20001021.1000.0734-E4-1
EM19	CBS20001021.1000.0734-E1-2
EM21	CBS20001021.1000.0734-E2-3
EM23	CBS20001021.1000.0734-E2-4
EM26	CBS20001021.1000.0734-E1-5
EM27	CBS20001021.1000.0734-E5-6
EM28	CBS20001021.1000.0734-E6-7
EM29	CBS20001021.1000.0734-E8-8
EM30	CBS20001021.1000.0734-E3-9
EM2	CBS20001021.1000.0734-E5-10
EM3	CBS20001021.1000.0734-E6-11
EM4	CBS20001021.1000.0734-E7-12
EM5	CBS20001021.1000.0734-E8-13
EM6	CBS20001021.1000.0734-E9-14
EM7	CBS20001021.1000.0734-E4-15
EM8	CBS20001021.1000.0734-E10-16
EM9	CBS20001021.1000.0734-E9-17
EM10	CBS20001021.1000.0734-E11-18
EM11	CBS20001021.1000.0734-E12-19
EM12	CBS20001021.1000.0734-E13-20
EM13	CBS20001021.1000.0734-E14-21
EM14	CBS20001021.1000.0734-E5-22
EM15	CBS20001021.1000.0734-E7-23
EM16	CBS20001021.1000.0734-E8-24
EM17	CBS20001021.1000.0734-E6-25
R1	CBS20001021.1000.0734-R1
R2	CBS20001021.1000.0734-R2
R3	CBS20001021.1000.0734-R3
RM1	CBS20001021.1000.0734-R1-1
RM2	CBS20001021.1000.0734-R2-1
RM3	CBS20001021.1000.0734-R3-1
Q29	CBS20001021.1000.0734-V1
Q30	CBS20001021.1000.0734-V2
Q31	CBS20001021.1000.0734-V3
Q32	CBS20001021.1000.0734-V4
Q33	CBS20001021.1000.0734-V5
Q34	CBS20001021.1000.0734-V6
Q1	CBS20001021.1000.0734-T1
Q2	CBS20001021.1000.0734-T2
Q3	CBS20001021.1000.0734-T3
Q4	CBS20001021.1000.0734-T4
Q5	CBS20001021.1000.0734-T5
Q6	CBS20001021.1000.0734-T6
Q8	CBS20001021.1000.0734-T7
Q35	CBS20001021.1000.0734-V7
Q10	CBS20001021.1000.0734-T8
Q36	CBS20001021.1000.0734-V8
Q12	CBS20001021.1000.0734-T9
Q13	CBS20001021.1000.0734-T10
Q14	CBS20001021.1000.0734-T11
Q15	CBS20001021.1000.0734-T12
Q18	CBS20001021.1000.0734-T13
Q21	CBS20001021.1000.0734-T14
Q23	CBS20001021.1000.0734-T15
Q24	CBS20001021.1000.0734-T16
Q25	CBS20001021.1000.0734-T17
Q28	CBS20001021.1000.0734-V9
QM30	CBS20001021.1000.0734-V2-1
QM31	CBS20001021.1000.0734-V3-1
QM32	CBS20001021.1000.0734-V4-1
QM33	CBS20001021.1000.0734-V5-1
QM34	CBS20001021.1000.0734-V6-1
QM35	CBS20001021.1000.0734-V7-1
QM36	CBS20001021.1000.0734-V8-1
QM28	CBS20001021.1000.0734-V9-1
QM29	CBS20001021.1000.0734-V1-1
