CE11	CBS20001118.1000.0039-CE1
CE12	CBS20001118.1000.0039-CE2
CE15	CBS20001118.1000.0039-CE3
CE16	CBS20001118.1000.0039-CE4
CE17	CBS20001118.1000.0039-CE5
CE19	CBS20001118.1000.0039-CE6
CE20	CBS20001118.1000.0039-CE7
CE1	CBS20001118.1000.0039-CE8
CE2	CBS20001118.1000.0039-CE9
CE18	CBS20001118.1000.0039-CE10
CE4	CBS20001118.1000.0039-CE11
CE5	CBS20001118.1000.0039-CE12
CE6	CBS20001118.1000.0039-CE13
CE7	CBS20001118.1000.0039-CE14
CE8	CBS20001118.1000.0039-CE15
CE9	CBS20001118.1000.0039-CE16
CE10	CBS20001118.1000.0039-CE17
E12	CBS20001118.1000.0039-E1
E13	CBS20001118.1000.0039-E2
E16	CBS20001118.1000.0039-E3
E17	CBS20001118.1000.0039-E4
E18	CBS20001118.1000.0039-E5
E20	CBS20001118.1000.0039-E6
E21	CBS20001118.1000.0039-E7
E1	CBS20001118.1000.0039-E8
E2	CBS20001118.1000.0039-E9
E19	CBS20001118.1000.0039-E10
E4	CBS20001118.1000.0039-E11
E5	CBS20001118.1000.0039-E12
E6	CBS20001118.1000.0039-E13
E7	CBS20001118.1000.0039-E14
E8	CBS20001118.1000.0039-E15
E9	CBS20001118.1000.0039-E16
E10	CBS20001118.1000.0039-E17
E11	CBS20001118.1000.0039-E18
EM1	CBS20001118.1000.0039-E8-1
EM21	CBS20001118.1000.0039-E1-2
EM22	CBS20001118.1000.0039-E2-3
EM25	CBS20001118.1000.0039-E3-4
EM26	CBS20001118.1000.0039-E13-5
EM27	CBS20001118.1000.0039-E4-6
EM28	CBS20001118.1000.0039-E11-7
EM29	CBS20001118.1000.0039-E13-8
EM30	CBS20001118.1000.0039-E5-9
EM31	CBS20001118.1000.0039-E11-10
EM32	CBS20001118.1000.0039-E15-11
EM33	CBS20001118.1000.0039-E15-12
EM34	CBS20001118.1000.0039-E13-13
EM36	CBS20001118.1000.0039-E6-14
EM37	CBS20001118.1000.0039-E7-15
EM2	CBS20001118.1000.0039-E9-16
EM35	CBS20001118.1000.0039-E10-17
EM5	CBS20001118.1000.0039-E11-18
EM6	CBS20001118.1000.0039-E12-19
EM7	CBS20001118.1000.0039-E13-20
EM8	CBS20001118.1000.0039-E13-21
EM9	CBS20001118.1000.0039-E14-22
EM10	CBS20001118.1000.0039-E15-23
EM11	CBS20001118.1000.0039-E16-24
EM12	CBS20001118.1000.0039-E15-25
EM13	CBS20001118.1000.0039-E13-26
EM15	CBS20001118.1000.0039-E17-27
EM16	CBS20001118.1000.0039-E11-28
EM18	CBS20001118.1000.0039-E17-29
EM19	CBS20001118.1000.0039-E13-30
EM20	CBS20001118.1000.0039-E18-31
R3	CBS20001118.1000.0039-R1
R8	CBS20001118.1000.0039-R2
R9	CBS20001118.1000.0039-R3
RM3	CBS20001118.1000.0039-R1-1
RM8	CBS20001118.1000.0039-R2-1
RM9	CBS20001118.1000.0039-R3-1
V1	CBS20001118.1000.0039-EV1
V2	CBS20001118.1000.0039-EV2
VM1	CBS20001118.1000.0039-EV1-1
VM2	CBS20001118.1000.0039-EV2-1
VM3	CBS20001118.1000.0039-EV2-2
Q13	CBS20001118.1000.0039-T1
Q1	CBS20001118.1000.0039-T2
Q2	CBS20001118.1000.0039-T3
Q3	CBS20001118.1000.0039-V1
Q4	CBS20001118.1000.0039-V2
Q5	CBS20001118.1000.0039-V3
Q6	CBS20001118.1000.0039-T4
Q7	CBS20001118.1000.0039-T5
Q8	CBS20001118.1000.0039-T6
Q9	CBS20001118.1000.0039-T7
Q10	CBS20001118.1000.0039-T8
Q11	CBS20001118.1000.0039-T9
Q14	CBS20001118.1000.0039-T10
Q15	CBS20001118.1000.0039-T11
Q16	CBS20001118.1000.0039-T12
Q17	CBS20001118.1000.0039-T13
Q18	CBS20001118.1000.0039-T14
Q12	CBS20001118.1000.0039-T15
QM3	CBS20001118.1000.0039-V1-1
QM4	CBS20001118.1000.0039-V2-1
QM5	CBS20001118.1000.0039-V3-1
