CE8	CTV20001021.1530.1567-CE1
CE9	CTV20001021.1530.1567-CE2
CE10	CTV20001021.1530.1567-CE3
CE11	CTV20001021.1530.1567-CE4
CE12	CTV20001021.1530.1567-CE5
CE13	CTV20001021.1530.1567-CE6
CE14	CTV20001021.1530.1567-CE7
CE15	CTV20001021.1530.1567-CE8
CE16	CTV20001021.1530.1567-CE9
CE17	CTV20001021.1530.1567-CE10
CE18	CTV20001021.1530.1567-CE11
CE19	CTV20001021.1530.1567-CE12
CE20	CTV20001021.1530.1567-CE13
CE21	CTV20001021.1530.1567-CE14
CE22	CTV20001021.1530.1567-CE15
CE23	CTV20001021.1530.1567-CE16
CE24	CTV20001021.1530.1567-CE17
CE25	CTV20001021.1530.1567-CE18
CE27	CTV20001021.1530.1567-CE19
CE29	CTV20001021.1530.1567-CE20
CE30	CTV20001021.1530.1567-CE21
CE31	CTV20001021.1530.1567-CE22
CE32	CTV20001021.1530.1567-CE23
CE2	CTV20001021.1530.1567-CE24
CE3	CTV20001021.1530.1567-CE25
CE5	CTV20001021.1530.1567-CE26
CE6	CTV20001021.1530.1567-CE27
CE7	CTV20001021.1530.1567-CE28
E8	CTV20001021.1530.1567-E1
E9	CTV20001021.1530.1567-E2
E10	CTV20001021.1530.1567-E3
E11	CTV20001021.1530.1567-E4
E12	CTV20001021.1530.1567-E5
E13	CTV20001021.1530.1567-E6
E14	CTV20001021.1530.1567-E7
E15	CTV20001021.1530.1567-E8
E16	CTV20001021.1530.1567-E9
E17	CTV20001021.1530.1567-E10
E18	CTV20001021.1530.1567-E11
E19	CTV20001021.1530.1567-E12
E23	CTV20001021.1530.1567-E13
E24	CTV20001021.1530.1567-E14
E25	CTV20001021.1530.1567-E15
E26	CTV20001021.1530.1567-E16
E27	CTV20001021.1530.1567-E17
E28	CTV20001021.1530.1567-E18
E29	CTV20001021.1530.1567-E19
E31	CTV20001021.1530.1567-E20
E33	CTV20001021.1530.1567-E21
E34	CTV20001021.1530.1567-E22
E35	CTV20001021.1530.1567-E23
E36	CTV20001021.1530.1567-E24
E21	CTV20001021.1530.1567-E25
E37	CTV20001021.1530.1567-E26
E2	CTV20001021.1530.1567-E27
E3	CTV20001021.1530.1567-E28
E22	CTV20001021.1530.1567-E29
E5	CTV20001021.1530.1567-E30
E6	CTV20001021.1530.1567-E31
E7	CTV20001021.1530.1567-E32
EM41	CTV20001021.1530.1567-E25-1
EM25	CTV20001021.1530.1567-E2-2
EM27	CTV20001021.1530.1567-E4-3
EM28	CTV20001021.1530.1567-E5-4
EM29	CTV20001021.1530.1567-E6-5
EM30	CTV20001021.1530.1567-E7-6
EM31	CTV20001021.1530.1567-E30-7
EM32	CTV20001021.1530.1567-E31-8
EM33	CTV20001021.1530.1567-E3-9
EM34	CTV20001021.1530.1567-E8-10
EM35	CTV20001021.1530.1567-E9-11
EM36	CTV20001021.1530.1567-E10-12
EM37	CTV20001021.1530.1567-E11-13
EM38	CTV20001021.1530.1567-E12-14
EM39	CTV20001021.1530.1567-E12-15
EM43	CTV20001021.1530.1567-E13-16
EM44	CTV20001021.1530.1567-E7-17
EM45	CTV20001021.1530.1567-E14-18
EM46	CTV20001021.1530.1567-E14-19
EM47	CTV20001021.1530.1567-E15-20
EM48	CTV20001021.1530.1567-E3-21
EM49	CTV20001021.1530.1567-E16-22
EM50	CTV20001021.1530.1567-E17-23
EM51	CTV20001021.1530.1567-E14-24
EM52	CTV20001021.1530.1567-E12-25
EM53	CTV20001021.1530.1567-E14-26
EM54	CTV20001021.1530.1567-E18-27
EM55	CTV20001021.1530.1567-E18-28
EM56	CTV20001021.1530.1567-E19-29
EM58	CTV20001021.1530.1567-E20-30
EM60	CTV20001021.1530.1567-E21-31
EM61	CTV20001021.1530.1567-E22-32
EM62	CTV20001021.1530.1567-E23-33
EM63	CTV20001021.1530.1567-E24-34
EM65	CTV20001021.1530.1567-E26-35
EM66	CTV20001021.1530.1567-E3-36
EM67	CTV20001021.1530.1567-E26-37
EM2	CTV20001021.1530.1567-E27-38
EM3	CTV20001021.1530.1567-E27-39
EM4	CTV20001021.1530.1567-E27-40
EM5	CTV20001021.1530.1567-E27-41
EM6	CTV20001021.1530.1567-E28-42
EM7	CTV20001021.1530.1567-E28-43
EM8	CTV20001021.1530.1567-E28-44
EM9	CTV20001021.1530.1567-E28-45
EM10	CTV20001021.1530.1567-E28-46
EM11	CTV20001021.1530.1567-E28-47
EM12	CTV20001021.1530.1567-E28-48
EM13	CTV20001021.1530.1567-E28-49
EM14	CTV20001021.1530.1567-E28-50
EM15	CTV20001021.1530.1567-E27-51
EM16	CTV20001021.1530.1567-E27-52
EM17	CTV20001021.1530.1567-E27-53
EM18	CTV20001021.1530.1567-E27-54
EM42	CTV20001021.1530.1567-E29-55
EM20	CTV20001021.1530.1567-E30-56
EM21	CTV20001021.1530.1567-E31-57
EM22	CTV20001021.1530.1567-E32-58
EM23	CTV20001021.1530.1567-E32-59
EM24	CTV20001021.1530.1567-E1-60
R1	CTV20001021.1530.1567-R1
R2	CTV20001021.1530.1567-R2
R3	CTV20001021.1530.1567-R3
R5	CTV20001021.1530.1567-R4
R6	CTV20001021.1530.1567-R5
R7	CTV20001021.1530.1567-R6
RM1	CTV20001021.1530.1567-R2-1
RM2	CTV20001021.1530.1567-R3-1
RM4	CTV20001021.1530.1567-R4-1
RM5	CTV20001021.1530.1567-R5-1
RM6	CTV20001021.1530.1567-R2-2
Q1	CTV20001021.1530.1567-T1
Q2	CTV20001021.1530.1567-T2
Q3	CTV20001021.1530.1567-T3
