CE12	CTS20001019.1300.0508-CE1
CE13	CTS20001019.1300.0508-CE2
CE14	CTS20001019.1300.0508-CE3
CE15	CTS20001019.1300.0508-CE4
CE16	CTS20001019.1300.0508-CE5
CE17	CTS20001019.1300.0508-CE6
CE18	CTS20001019.1300.0508-CE7
CE19	CTS20001019.1300.0508-CE8
CE1	CTS20001019.1300.0508-CE9
CE21	CTS20001019.1300.0508-CE10
CE3	CTS20001019.1300.0508-CE11
CE4	CTS20001019.1300.0508-CE12
CE5	CTS20001019.1300.0508-CE13
CE6	CTS20001019.1300.0508-CE14
CE7	CTS20001019.1300.0508-CE15
CE8	CTS20001019.1300.0508-CE16
CE9	CTS20001019.1300.0508-CE17
CE10	CTS20001019.1300.0508-CE18
E12	CTS20001019.1300.0508-E1
E13	CTS20001019.1300.0508-E2
E14	CTS20001019.1300.0508-E3
E15	CTS20001019.1300.0508-E4
E16	CTS20001019.1300.0508-E5
E17	CTS20001019.1300.0508-E6
E18	CTS20001019.1300.0508-E7
E19	CTS20001019.1300.0508-E8
E1	CTS20001019.1300.0508-E9
E21	CTS20001019.1300.0508-E10
E3	CTS20001019.1300.0508-E11
E4	CTS20001019.1300.0508-E12
E5	CTS20001019.1300.0508-E13
E6	CTS20001019.1300.0508-E14
E7	CTS20001019.1300.0508-E15
E8	CTS20001019.1300.0508-E16
E9	CTS20001019.1300.0508-E17
E10	CTS20001019.1300.0508-E18
EM1	CTS20001019.1300.0508-E9-1
EM21	CTS20001019.1300.0508-E11-2
EM22	CTS20001019.1300.0508-E13-3
EM23	CTS20001019.1300.0508-E1-4
EM24	CTS20001019.1300.0508-E2-5
EM25	CTS20001019.1300.0508-E13-6
EM26	CTS20001019.1300.0508-E3-7
EM27	CTS20001019.1300.0508-E4-8
EM28	CTS20001019.1300.0508-E17-9
EM29	CTS20001019.1300.0508-E5-10
EM30	CTS20001019.1300.0508-E14-11
EM31	CTS20001019.1300.0508-E15-12
EM32	CTS20001019.1300.0508-E6-13
EM33	CTS20001019.1300.0508-E14-14
EM34	CTS20001019.1300.0508-E15-15
EM35	CTS20001019.1300.0508-E11-16
EM36	CTS20001019.1300.0508-E11-17
EM37	CTS20001019.1300.0508-E7-18
EM38	CTS20001019.1300.0508-E8-19
EM40	CTS20001019.1300.0508-E10-20
EM4	CTS20001019.1300.0508-E11-21
EM5	CTS20001019.1300.0508-E12-22
EM6	CTS20001019.1300.0508-E9-23
EM7	CTS20001019.1300.0508-E13-24
EM8	CTS20001019.1300.0508-E14-25
EM9	CTS20001019.1300.0508-E15-26
EM10	CTS20001019.1300.0508-E11-27
EM11	CTS20001019.1300.0508-E11-28
EM12	CTS20001019.1300.0508-E9-29
EM13	CTS20001019.1300.0508-E12-30
EM14	CTS20001019.1300.0508-E9-31
EM15	CTS20001019.1300.0508-E16-32
EM16	CTS20001019.1300.0508-E17-33
EM17	CTS20001019.1300.0508-E18-34
EM19	CTS20001019.1300.0508-E11-35
EM20	CTS20001019.1300.0508-E14-36
R1	CTS20001019.1300.0508-R1
R3	CTS20001019.1300.0508-R2
R6	CTS20001019.1300.0508-R3
R7	CTS20001019.1300.0508-R4
R8	CTS20001019.1300.0508-R5
R11	CTS20001019.1300.0508-R6
R12	CTS20001019.1300.0508-R7
R13	CTS20001019.1300.0508-R8
R14	CTS20001019.1300.0508-R9
R15	CTS20001019.1300.0508-R10
R16	CTS20001019.1300.0508-R11
R17	CTS20001019.1300.0508-R12
R18	CTS20001019.1300.0508-R13
R19	CTS20001019.1300.0508-R14
R20	CTS20001019.1300.0508-R15
R21	CTS20001019.1300.0508-R16
RM1	CTS20001019.1300.0508-R1-1
RM3	CTS20001019.1300.0508-R2-1
RM6	CTS20001019.1300.0508-R1-2
RM7	CTS20001019.1300.0508-R4-1
RM8	CTS20001019.1300.0508-R5-1
RM11	CTS20001019.1300.0508-R6-1
RM12	CTS20001019.1300.0508-R7-1
RM13	CTS20001019.1300.0508-R8-1
RM14	CTS20001019.1300.0508-R9-1
RM15	CTS20001019.1300.0508-R10-1
RM16	CTS20001019.1300.0508-R11-1
RM17	CTS20001019.1300.0508-R12-1
RM18	CTS20001019.1300.0508-R2-2
RM19	CTS20001019.1300.0508-R2-3
RM20	CTS20001019.1300.0508-R15-1
RM21	CTS20001019.1300.0508-R16-1
V1	CTS20001019.1300.0508-EV1
V4	CTS20001019.1300.0508-EV2
V5	CTS20001019.1300.0508-EV3
VM1	CTS20001019.1300.0508-EV1-1
VM4	CTS20001019.1300.0508-EV1-2
VM5	CTS20001019.1300.0508-EV2-1
VM6	CTS20001019.1300.0508-EV2-2
VM7	CTS20001019.1300.0508-EV3-1
Q1	CTS20001019.1300.0508-T1
Q2	CTS20001019.1300.0508-T2
Q3	CTS20001019.1300.0508-T3
Q4	CTS20001019.1300.0508-T4
Q5	CTS20001019.1300.0508-T5
Q6	CTS20001019.1300.0508-T6
