CE10	CTS20001005.1800.0703-CE1
CE11	CTS20001005.1800.0703-CE2
CE12	CTS20001005.1800.0703-CE3
CE13	CTS20001005.1800.0703-CE4
CE14	CTS20001005.1800.0703-CE5
CE15	CTS20001005.1800.0703-CE6
CE1	CTS20001005.1800.0703-CE7
CE2	CTS20001005.1800.0703-CE8
CE3	CTS20001005.1800.0703-CE9
CE4	CTS20001005.1800.0703-CE10
CE5	CTS20001005.1800.0703-CE11
CE6	CTS20001005.1800.0703-CE12
CE7	CTS20001005.1800.0703-CE13
CE8	CTS20001005.1800.0703-CE14
CE9	CTS20001005.1800.0703-CE15
E11	CTS20001005.1800.0703-E1
E12	CTS20001005.1800.0703-E2
E13	CTS20001005.1800.0703-E3
E14	CTS20001005.1800.0703-E4
E15	CTS20001005.1800.0703-E5
E16	CTS20001005.1800.0703-E6
E17	CTS20001005.1800.0703-E7
E18	CTS20001005.1800.0703-E8
E19	CTS20001005.1800.0703-E9
E20	CTS20001005.1800.0703-E10
E1	CTS20001005.1800.0703-E11
E2	CTS20001005.1800.0703-E12
E3	CTS20001005.1800.0703-E13
E4	CTS20001005.1800.0703-E14
E5	CTS20001005.1800.0703-E15
E6	CTS20001005.1800.0703-E16
E7	CTS20001005.1800.0703-E17
E8	CTS20001005.1800.0703-E18
E10	CTS20001005.1800.0703-E19
EM1	CTS20001005.1800.0703-E11-1
EM22	CTS20001005.1800.0703-E1-2
EM24	CTS20001005.1800.0703-E2-3
EM25	CTS20001005.1800.0703-E2-4
EM23	CTS20001005.1800.0703-E12-5
EM26	CTS20001005.1800.0703-E12-6
EM27	CTS20001005.1800.0703-E3-7
EM28	CTS20001005.1800.0703-E15-8
EM29	CTS20001005.1800.0703-E4-9
EM30	CTS20001005.1800.0703-E4-10
EM31	CTS20001005.1800.0703-E5-11
EM32	CTS20001005.1800.0703-E11-12
EM33	CTS20001005.1800.0703-E4-13
EM34	CTS20001005.1800.0703-E6-14
EM35	CTS20001005.1800.0703-E7-15
EM36	CTS20001005.1800.0703-E11-16
EM37	CTS20001005.1800.0703-E6-17
EM38	CTS20001005.1800.0703-E15-18
EM39	CTS20001005.1800.0703-E14-19
EM40	CTS20001005.1800.0703-E11-20
EM41	CTS20001005.1800.0703-E11-21
EM42	CTS20001005.1800.0703-E15-22
EM43	CTS20001005.1800.0703-E15-23
EM44	CTS20001005.1800.0703-E14-24
EM46	CTS20001005.1800.0703-E3-25
EM47	CTS20001005.1800.0703-E3-26
EM48	CTS20001005.1800.0703-E8-27
EM45	CTS20001005.1800.0703-E8-28
EM49	CTS20001005.1800.0703-E11-29
EM50	CTS20001005.1800.0703-E9-30
EM51	CTS20001005.1800.0703-E10-31
EM52	CTS20001005.1800.0703-E18-32
EM2	CTS20001005.1800.0703-E12-33
EM3	CTS20001005.1800.0703-E11-34
EM4	CTS20001005.1800.0703-E11-35
EM5	CTS20001005.1800.0703-E13-36
EM6	CTS20001005.1800.0703-E14-37
EM7	CTS20001005.1800.0703-E11-38
EM8	CTS20001005.1800.0703-E15-39
EM9	CTS20001005.1800.0703-E11-40
EM11	CTS20001005.1800.0703-E16-41
EM12	CTS20001005.1800.0703-E17-42
EM13	CTS20001005.1800.0703-E17-43
EM15	CTS20001005.1800.0703-E18-44
EM18	CTS20001005.1800.0703-E11-45
EM19	CTS20001005.1800.0703-E11-46
EM20	CTS20001005.1800.0703-E19-47
EM21	CTS20001005.1800.0703-E19-48
R1	CTS20001005.1800.0703-R1
R2	CTS20001005.1800.0703-R2
R3	CTS20001005.1800.0703-R3
R4	CTS20001005.1800.0703-R4
R5	CTS20001005.1800.0703-R5
RM1	CTS20001005.1800.0703-R1-1
RM2	CTS20001005.1800.0703-R2-1
RM3	CTS20001005.1800.0703-R3-1
RM4	CTS20001005.1800.0703-R4-1
RM5	CTS20001005.1800.0703-R5-1
V1	CTS20001005.1800.0703-EV1
V2	CTS20001005.1800.0703-EV2
VM1	CTS20001005.1800.0703-EV1-1
VM2	CTS20001005.1800.0703-EV2-1
Q1	CTS20001005.1800.0703-T1
Q3	CTS20001005.1800.0703-T2
Q4	CTS20001005.1800.0703-T3
Q5	CTS20001005.1800.0703-T4
Q6	CTS20001005.1800.0703-T5
Q8	CTS20001005.1800.0703-T6
Q9	CTS20001005.1800.0703-T7
Q10	CTS20001005.1800.0703-T8
Q11	CTS20001005.1800.0703-T9
