CE11	CBS20001123.1000.1060-CE1
CE12	CBS20001123.1000.1060-CE2
CE13	CBS20001123.1000.1060-CE3
CE14	CBS20001123.1000.1060-CE4
CE15	CBS20001123.1000.1060-CE5
CE16	CBS20001123.1000.1060-CE6
CE17	CBS20001123.1000.1060-CE7
CE19	CBS20001123.1000.1060-CE8
CE20	CBS20001123.1000.1060-CE9
CE21	CBS20001123.1000.1060-CE10
CE22	CBS20001123.1000.1060-CE11
CE23	CBS20001123.1000.1060-CE12
CE1	CBS20001123.1000.1060-CE13
CE24	CBS20001123.1000.1060-CE14
CE2	CBS20001123.1000.1060-CE15
CE3	CBS20001123.1000.1060-CE16
CE4	CBS20001123.1000.1060-CE17
CE5	CBS20001123.1000.1060-CE18
CE6	CBS20001123.1000.1060-CE19
CE7	CBS20001123.1000.1060-CE20
CE8	CBS20001123.1000.1060-CE21
CE9	CBS20001123.1000.1060-CE22
CE10	CBS20001123.1000.1060-CE23
E13	CBS20001123.1000.1060-E1
E14	CBS20001123.1000.1060-E2
E15	CBS20001123.1000.1060-E3
E16	CBS20001123.1000.1060-E4
E17	CBS20001123.1000.1060-E5
E18	CBS20001123.1000.1060-E6
E19	CBS20001123.1000.1060-E7
E20	CBS20001123.1000.1060-E8
E22	CBS20001123.1000.1060-E9
E23	CBS20001123.1000.1060-E10
E24	CBS20001123.1000.1060-E11
E25	CBS20001123.1000.1060-E12
E26	CBS20001123.1000.1060-E13
E27	CBS20001123.1000.1060-E14
E1	CBS20001123.1000.1060-E15
E28	CBS20001123.1000.1060-E16
E2	CBS20001123.1000.1060-E17
E3	CBS20001123.1000.1060-E18
E4	CBS20001123.1000.1060-E19
E5	CBS20001123.1000.1060-E20
E6	CBS20001123.1000.1060-E21
E7	CBS20001123.1000.1060-E22
E8	CBS20001123.1000.1060-E23
E9	CBS20001123.1000.1060-E24
E10	CBS20001123.1000.1060-E25
E11	CBS20001123.1000.1060-E26
E12	CBS20001123.1000.1060-E27
EM1	CBS20001123.1000.1060-E15-1
EM20	CBS20001123.1000.1060-E1-2
EM21	CBS20001123.1000.1060-E15-3
EM22	CBS20001123.1000.1060-E2-4
EM23	CBS20001123.1000.1060-E3-5
EM24	CBS20001123.1000.1060-E4-6
EM25	CBS20001123.1000.1060-E20-7
EM26	CBS20001123.1000.1060-E20-8
EM27	CBS20001123.1000.1060-E2-9
EM28	CBS20001123.1000.1060-E5-10
EM29	CBS20001123.1000.1060-E20-11
EM30	CBS20001123.1000.1060-E18-12
EM31	CBS20001123.1000.1060-E15-13
EM32	CBS20001123.1000.1060-E20-14
EM33	CBS20001123.1000.1060-E23-15
EM34	CBS20001123.1000.1060-E19-16
EM35	CBS20001123.1000.1060-E20-17
EM36	CBS20001123.1000.1060-E6-18
EM37	CBS20001123.1000.1060-E7-19
EM38	CBS20001123.1000.1060-E8-20
EM39	CBS20001123.1000.1060-E19-21
EM40	CBS20001123.1000.1060-E9-22
EM41	CBS20001123.1000.1060-E10-23
EM42	CBS20001123.1000.1060-E15-24
EM43	CBS20001123.1000.1060-E26-25
EM44	CBS20001123.1000.1060-E11-26
EM45	CBS20001123.1000.1060-E19-27
EM46	CBS20001123.1000.1060-E19-28
EM48	CBS20001123.1000.1060-E11-29
EM49	CBS20001123.1000.1060-E11-30
EM51	CBS20001123.1000.1060-E26-31
EM52	CBS20001123.1000.1060-E12-32
EM53	CBS20001123.1000.1060-E1-33
EM54	CBS20001123.1000.1060-E13-34
EM55	CBS20001123.1000.1060-E14-35
EM56	CBS20001123.1000.1060-E1-36
EM47	CBS20001123.1000.1060-E16-37
EM50	CBS20001123.1000.1060-E16-38
EM2	CBS20001123.1000.1060-E17-39
EM4	CBS20001123.1000.1060-E18-40
EM5	CBS20001123.1000.1060-E19-41
EM6	CBS20001123.1000.1060-E20-42
EM7	CBS20001123.1000.1060-E20-43
EM8	CBS20001123.1000.1060-E21-44
EM9	CBS20001123.1000.1060-E20-45
EM10	CBS20001123.1000.1060-E20-46
EM11	CBS20001123.1000.1060-E22-47
EM12	CBS20001123.1000.1060-E23-48
EM13	CBS20001123.1000.1060-E19-49
