CE11	CTV20001201.1330.1555-CE1
CE1	CTV20001201.1330.1555-CE2
CE2	CTV20001201.1330.1555-CE3
CE3	CTV20001201.1330.1555-CE4
CE5	CTV20001201.1330.1555-CE5
CE6	CTV20001201.1330.1555-CE6
CE7	CTV20001201.1330.1555-CE7
CE8	CTV20001201.1330.1555-CE8
CE9	CTV20001201.1330.1555-CE9
CE10	CTV20001201.1330.1555-CE10
E14	CTV20001201.1330.1555-E1
E1	CTV20001201.1330.1555-E2
E2	CTV20001201.1330.1555-E3
E3	CTV20001201.1330.1555-E4
E5	CTV20001201.1330.1555-E5
E6	CTV20001201.1330.1555-E6
E7	CTV20001201.1330.1555-E7
E9	CTV20001201.1330.1555-E8
E10	CTV20001201.1330.1555-E9
E11	CTV20001201.1330.1555-E10
E12	CTV20001201.1330.1555-E11
E13	CTV20001201.1330.1555-E12
EM1	CTV20001201.1330.1555-E2-1
EM21	CTV20001201.1330.1555-E12-2
EM22	CTV20001201.1330.1555-E1-3
EM2	CTV20001201.1330.1555-E3-4
EM3	CTV20001201.1330.1555-E4-5
EM4	CTV20001201.1330.1555-E2-6
EM5	CTV20001201.1330.1555-E5-7
EM6	CTV20001201.1330.1555-E2-8
EM7	CTV20001201.1330.1555-E2-9
EM8	CTV20001201.1330.1555-E6-10
EM9	CTV20001201.1330.1555-E7-11
EM10	CTV20001201.1330.1555-E2-12
EM12	CTV20001201.1330.1555-E6-13
EM13	CTV20001201.1330.1555-E8-14
EM14	CTV20001201.1330.1555-E2-15
EM15	CTV20001201.1330.1555-E9-16
EM16	CTV20001201.1330.1555-E2-17
EM17	CTV20001201.1330.1555-E10-18
EM18	CTV20001201.1330.1555-E11-19
R1	CTV20001201.1330.1555-R1
R2	CTV20001201.1330.1555-R2
RM1	CTV20001201.1330.1555-R1-1
RM2	CTV20001201.1330.1555-R2-1
Q1	CTV20001201.1330.1555-T1
Q2	CTV20001201.1330.1555-T2
Q3	CTV20001201.1330.1555-T3
Q4	CTV20001201.1330.1555-T4
Q5	CTV20001201.1330.1555-T5
Q6	CTV20001201.1330.1555-T6
Q7	CTV20001201.1330.1555-T7
Q8	CTV20001201.1330.1555-V1
QM8	CTV20001201.1330.1555-V1-1
