CE12	CTV20001208.1330.1585-CE1
CE13	CTV20001208.1330.1585-CE2
CE14	CTV20001208.1330.1585-CE3
CE15	CTV20001208.1330.1585-CE4
CE16	CTV20001208.1330.1585-CE5
CE17	CTV20001208.1330.1585-CE6
CE18	CTV20001208.1330.1585-CE7
CE19	CTV20001208.1330.1585-CE8
CE20	CTV20001208.1330.1585-CE9
CE21	CTV20001208.1330.1585-CE10
CE22	CTV20001208.1330.1585-CE11
CE23	CTV20001208.1330.1585-CE12
CE24	CTV20001208.1330.1585-CE13
CE1	CTV20001208.1330.1585-CE14
CE2	CTV20001208.1330.1585-CE15
CE3	CTV20001208.1330.1585-CE16
CE4	CTV20001208.1330.1585-CE17
CE5	CTV20001208.1330.1585-CE18
CE6	CTV20001208.1330.1585-CE19
CE7	CTV20001208.1330.1585-CE20
CE8	CTV20001208.1330.1585-CE21
CE9	CTV20001208.1330.1585-CE22
CE10	CTV20001208.1330.1585-CE23
CE11	CTV20001208.1330.1585-CE24
E13	CTV20001208.1330.1585-E1
E14	CTV20001208.1330.1585-E2
E15	CTV20001208.1330.1585-E3
E16	CTV20001208.1330.1585-E4
E17	CTV20001208.1330.1585-E5
E18	CTV20001208.1330.1585-E6
E19	CTV20001208.1330.1585-E7
E20	CTV20001208.1330.1585-E8
E21	CTV20001208.1330.1585-E9
E22	CTV20001208.1330.1585-E10
E23	CTV20001208.1330.1585-E11
E24	CTV20001208.1330.1585-E12
E25	CTV20001208.1330.1585-E13
E1	CTV20001208.1330.1585-E14
E2	CTV20001208.1330.1585-E15
E3	CTV20001208.1330.1585-E16
E4	CTV20001208.1330.1585-E17
E5	CTV20001208.1330.1585-E18
E6	CTV20001208.1330.1585-E19
E7	CTV20001208.1330.1585-E20
E8	CTV20001208.1330.1585-E21
E9	CTV20001208.1330.1585-E22
E10	CTV20001208.1330.1585-E23
E11	CTV20001208.1330.1585-E24
E12	CTV20001208.1330.1585-E25
EM1	CTV20001208.1330.1585-E14-1
EM20	CTV20001208.1330.1585-E14-2
EM21	CTV20001208.1330.1585-E19-3
EM22	CTV20001208.1330.1585-E1-4
EM23	CTV20001208.1330.1585-E2-5
EM24	CTV20001208.1330.1585-E3-6
EM26	CTV20001208.1330.1585-E20-7
EM27	CTV20001208.1330.1585-E21-8
EM28	CTV20001208.1330.1585-E14-9
EM29	CTV20001208.1330.1585-E4-10
EM30	CTV20001208.1330.1585-E20-11
EM31	CTV20001208.1330.1585-E21-12
EM32	CTV20001208.1330.1585-E5-13
EM33	CTV20001208.1330.1585-E6-14
EM34	CTV20001208.1330.1585-E7-15
EM35	CTV20001208.1330.1585-E19-16
EM36	CTV20001208.1330.1585-E8-17
EM37	CTV20001208.1330.1585-E9-18
EM38	CTV20001208.1330.1585-E10-19
EM39	CTV20001208.1330.1585-E14-20
EM40	CTV20001208.1330.1585-E19-21
EM41	CTV20001208.1330.1585-E2-22
EM42	CTV20001208.1330.1585-E11-23
EM43	CTV20001208.1330.1585-E12-24
EM44	CTV20001208.1330.1585-E13-25
EM3	CTV20001208.1330.1585-E15-26
EM4	CTV20001208.1330.1585-E15-27
EM5	CTV20001208.1330.1585-E16-28
EM6	CTV20001208.1330.1585-E17-29
EM7	CTV20001208.1330.1585-E18-30
EM9	CTV20001208.1330.1585-E19-31
EM10	CTV20001208.1330.1585-E20-32
EM11	CTV20001208.1330.1585-E21-33
EM12	CTV20001208.1330.1585-E14-34
EM13	CTV20001208.1330.1585-E19-35
EM14	CTV20001208.1330.1585-E22-36
EM15	CTV20001208.1330.1585-E23-37
EM16	CTV20001208.1330.1585-E24-38
EM17	CTV20001208.1330.1585-E21-39
EM18	CTV20001208.1330.1585-E25-40
R1	CTV20001208.1330.1585-R1
R2	CTV20001208.1330.1585-R2
R3	CTV20001208.1330.1585-R3
R4	CTV20001208.1330.1585-R4
R5	CTV20001208.1330.1585-R5
R6	CTV20001208.1330.1585-R6
R7	CTV20001208.1330.1585-R7
R8	CTV20001208.1330.1585-R8
R9	CTV20001208.1330.1585-R9
R10	CTV20001208.1330.1585-R10
R11	CTV20001208.1330.1585-R11
R12	CTV20001208.1330.1585-R12
R13	CTV20001208.1330.1585-R13
R14	CTV20001208.1330.1585-R14
RM1	CTV20001208.1330.1585-R1-1
RM2	CTV20001208.1330.1585-R2-1
RM3	CTV20001208.1330.1585-R3-1
RM4	CTV20001208.1330.1585-R4-1
RM5	CTV20001208.1330.1585-R1-2
RM6	CTV20001208.1330.1585-R6-1
RM7	CTV20001208.1330.1585-R1-3
RM8	CTV20001208.1330.1585-R8-1
RM9	CTV20001208.1330.1585-R4-2
RM10	CTV20001208.1330.1585-R10-1
RM11	CTV20001208.1330.1585-R4-3
RM12	CTV20001208.1330.1585-R12-1
RM13	CTV20001208.1330.1585-R13-1
RM14	CTV20001208.1330.1585-R1-4
V1	CTV20001208.1330.1585-EV1
V2	CTV20001208.1330.1585-EV2
V3	CTV20001208.1330.1585-EV3
V4	CTV20001208.1330.1585-EV4
V5	CTV20001208.1330.1585-EV5
VM1	CTV20001208.1330.1585-EV1-1
VM2	CTV20001208.1330.1585-EV1-2
VM3	CTV20001208.1330.1585-EV2-1
VM4	CTV20001208.1330.1585-EV3-1
VM5	CTV20001208.1330.1585-EV4-1
VM6	CTV20001208.1330.1585-EV5-1
Q1	CTV20001208.1330.1585-T1
Q2	CTV20001208.1330.1585-T2
Q3	CTV20001208.1330.1585-T3
