CE22	ALFILFILM_20050202.0740-CE1
CE10	ALFILFILM_20050202.0740-CE2
CE12	ALFILFILM_20050202.0740-CE3
CE13	ALFILFILM_20050202.0740-CE4
CE14	ALFILFILM_20050202.0740-CE5
CE15	ALFILFILM_20050202.0740-CE6
CE16	ALFILFILM_20050202.0740-CE7
CE17	ALFILFILM_20050202.0740-CE8
CE19	ALFILFILM_20050202.0740-CE9
CE20	ALFILFILM_20050202.0740-CE10
CE21	ALFILFILM_20050202.0740-CE11
CE53	ALFILFILM_20050202.0740-CE12
CE23	ALFILFILM_20050202.0740-CE13
CE24	ALFILFILM_20050202.0740-CE14
CE25	ALFILFILM_20050202.0740-CE15
CE26	ALFILFILM_20050202.0740-CE16
CE27	ALFILFILM_20050202.0740-CE17
CE28	ALFILFILM_20050202.0740-CE18
CE30	ALFILFILM_20050202.0740-CE19
CE31	ALFILFILM_20050202.0740-CE20
CE32	ALFILFILM_20050202.0740-CE21
CE33	ALFILFILM_20050202.0740-CE22
CE34	ALFILFILM_20050202.0740-CE23
CE35	ALFILFILM_20050202.0740-CE24
CE36	ALFILFILM_20050202.0740-CE25
CE37	ALFILFILM_20050202.0740-CE26
CE38	ALFILFILM_20050202.0740-CE27
CE39	ALFILFILM_20050202.0740-CE28
CE40	ALFILFILM_20050202.0740-CE29
CE41	ALFILFILM_20050202.0740-CE30
CE43	ALFILFILM_20050202.0740-CE31
CE44	ALFILFILM_20050202.0740-CE32
CE45	ALFILFILM_20050202.0740-CE33
CE46	ALFILFILM_20050202.0740-CE34
CE47	ALFILFILM_20050202.0740-CE35
CE48	ALFILFILM_20050202.0740-CE36
CE49	ALFILFILM_20050202.0740-CE37
CE50	ALFILFILM_20050202.0740-CE38
CE51	ALFILFILM_20050202.0740-CE39
CE52	ALFILFILM_20050202.0740-CE40
CE1	ALFILFILM_20050202.0740-CE41
CE2	ALFILFILM_20050202.0740-CE42
CE3	ALFILFILM_20050202.0740-CE43
CE4	ALFILFILM_20050202.0740-CE44
CE7	ALFILFILM_20050202.0740-CE45
CE8	ALFILFILM_20050202.0740-CE46
CE9	ALFILFILM_20050202.0740-CE47
E13	ALFILFILM_20050202.0740-E1
E33	ALFILFILM_20050202.0740-E2
E15	ALFILFILM_20050202.0740-E3
E16	ALFILFILM_20050202.0740-E4
E17	ALFILFILM_20050202.0740-E5
E18	ALFILFILM_20050202.0740-E6
E19	ALFILFILM_20050202.0740-E7
E20	ALFILFILM_20050202.0740-E8
E21	ALFILFILM_20050202.0740-E9
E22	ALFILFILM_20050202.0740-E10
E45	ALFILFILM_20050202.0740-E11
E46	ALFILFILM_20050202.0740-E12
E24	ALFILFILM_20050202.0740-E13
E25	ALFILFILM_20050202.0740-E14
E26	ALFILFILM_20050202.0740-E15
E27	ALFILFILM_20050202.0740-E16
E28	ALFILFILM_20050202.0740-E17
E29	ALFILFILM_20050202.0740-E18
E74	ALFILFILM_20050202.0740-E19
E34	ALFILFILM_20050202.0740-E20
E35	ALFILFILM_20050202.0740-E21
E36	ALFILFILM_20050202.0740-E22
E37	ALFILFILM_20050202.0740-E23
E38	ALFILFILM_20050202.0740-E24
E39	ALFILFILM_20050202.0740-E25
E41	ALFILFILM_20050202.0740-E26
E42	ALFILFILM_20050202.0740-E27
E47	ALFILFILM_20050202.0740-E28
E44	ALFILFILM_20050202.0740-E29
E48	ALFILFILM_20050202.0740-E30
E49	ALFILFILM_20050202.0740-E31
E50	ALFILFILM_20050202.0740-E32
E51	ALFILFILM_20050202.0740-E33
E52	ALFILFILM_20050202.0740-E34
E53	ALFILFILM_20050202.0740-E35
E54	ALFILFILM_20050202.0740-E36
E55	ALFILFILM_20050202.0740-E37
E56	ALFILFILM_20050202.0740-E38
E57	ALFILFILM_20050202.0740-E39
E58	ALFILFILM_20050202.0740-E40
E59	ALFILFILM_20050202.0740-E41
E60	ALFILFILM_20050202.0740-E42
E62	ALFILFILM_20050202.0740-E43
E63	ALFILFILM_20050202.0740-E44
E64	ALFILFILM_20050202.0740-E45
E65	ALFILFILM_20050202.0740-E46
E66	ALFILFILM_20050202.0740-E47
E67	ALFILFILM_20050202.0740-E48
E68	ALFILFILM_20050202.0740-E49
E69	ALFILFILM_20050202.0740-E50
E70	ALFILFILM_20050202.0740-E51
E71	ALFILFILM_20050202.0740-E52
E72	ALFILFILM_20050202.0740-E53
E73	ALFILFILM_20050202.0740-E54
E1	ALFILFILM_20050202.0740-E55
E2	ALFILFILM_20050202.0740-E56
E3	ALFILFILM_20050202.0740-E57
E4	ALFILFILM_20050202.0740-E58
E31	ALFILFILM_20050202.0740-E59
E1	ALFILFILM_20050202.0740-E60
E8	ALFILFILM_20050202.0740-E61
E32	ALFILFILM_20050202.0740-E62
E9	ALFILFILM_20050202.0740-E63
E10	ALFILFILM_20050202.0740-E64
E11	ALFILFILM_20050202.0740-E65
EM14	ALFILFILM_20050202.0740-E1-1
EM56	ALFILFILM_20050202.0740-E2-2
EM82	ALFILFILM_20050202.0740-E11-3
EM17	ALFILFILM_20050202.0740-E4-4
EM18	ALFILFILM_20050202.0740-E5-5
EM19	ALFILFILM_20050202.0740-E3-6
EM20	ALFILFILM_20050202.0740-E3-7
EM21	ALFILFILM_20050202.0740-E6-8
EM22	ALFILFILM_20050202.0740-E6-9
EM23	ALFILFILM_20050202.0740-E6-10
EM24	ALFILFILM_20050202.0740-E7-11
EM141	ALFILFILM_20050202.0740-E19-12
EM26	ALFILFILM_20050202.0740-E8-13
EM27	ALFILFILM_20050202.0740-E8-14
EM28	ALFILFILM_20050202.0740-E8-15
EM29	ALFILFILM_20050202.0740-E8-16
EM30	ALFILFILM_20050202.0740-E9-17
EM31	ALFILFILM_20050202.0740-E10-18
EM32	ALFILFILM_20050202.0740-E8-19
EM33	ALFILFILM_20050202.0740-E8-20
EM34	ALFILFILM_20050202.0740-E8-21
EM83	ALFILFILM_20050202.0740-E12-22
EM84	ALFILFILM_20050202.0740-E28-23
EM37	ALFILFILM_20050202.0740-E3-24
EM38	ALFILFILM_20050202.0740-E3-25
EM39	ALFILFILM_20050202.0740-E13-26
EM40	ALFILFILM_20050202.0740-E14-27
EM41	ALFILFILM_20050202.0740-E14-28
EM42	ALFILFILM_20050202.0740-E3-29
EM43	ALFILFILM_20050202.0740-E3-30
EM44	ALFILFILM_20050202.0740-E3-31
EM45	ALFILFILM_20050202.0740-E15-32
EM46	ALFILFILM_20050202.0740-E16-33
EM47	ALFILFILM_20050202.0740-E3-34
EM48	ALFILFILM_20050202.0740-E17-35
EM49	ALFILFILM_20050202.0740-E18-36
EM50	ALFILFILM_20050202.0740-E17-37
EM51	ALFILFILM_20050202.0740-E17-38
EM57	ALFILFILM_20050202.0740-E3-39
EM58	ALFILFILM_20050202.0740-E2-40
EM59	ALFILFILM_20050202.0740-E20-41
EM60	ALFILFILM_20050202.0740-E20-42
EM61	ALFILFILM_20050202.0740-E20-43
EM62	ALFILFILM_20050202.0740-E20-44
EM63	ALFILFILM_20050202.0740-E21-45
EM64	ALFILFILM_20050202.0740-E21-46
EM65	ALFILFILM_20050202.0740-E21-47
EM66	ALFILFILM_20050202.0740-E22-48
EM67	ALFILFILM_20050202.0740-E23-49
EM68	ALFILFILM_20050202.0740-E24-50
EM69	ALFILFILM_20050202.0740-E21-51
EM70	ALFILFILM_20050202.0740-E21-52
EM71	ALFILFILM_20050202.0740-E25-53
EM72	ALFILFILM_20050202.0740-E26-54
EM73	ALFILFILM_20050202.0740-E21-55
EM74	ALFILFILM_20050202.0740-E21-56
EM75	ALFILFILM_20050202.0740-E21-57
EM76	ALFILFILM_20050202.0740-E27-58
EM77	ALFILFILM_20050202.0740-E21-59
EM79	ALFILFILM_20050202.0740-E29-60
EM85	ALFILFILM_20050202.0740-E21-61
EM86	ALFILFILM_20050202.0740-E21-62
EM87	ALFILFILM_20050202.0740-E30-63
EM89	ALFILFILM_20050202.0740-E31-64
EM90	ALFILFILM_20050202.0740-E32-65
EM91	ALFILFILM_20050202.0740-E31-66
EM92	ALFILFILM_20050202.0740-E33-67
EM93	ALFILFILM_20050202.0740-E34-68
EM94	ALFILFILM_20050202.0740-E34-69
EM95	ALFILFILM_20050202.0740-E34-70
EM96	ALFILFILM_20050202.0740-E34-71
EM97	ALFILFILM_20050202.0740-E34-72
EM98	ALFILFILM_20050202.0740-E34-73
EM99	ALFILFILM_20050202.0740-E35-74
EM100	ALFILFILM_20050202.0740-E34-75
EM101	ALFILFILM_20050202.0740-E34-76
EM102	ALFILFILM_20050202.0740-E34-77
EM103	ALFILFILM_20050202.0740-E31-78
EM105	ALFILFILM_20050202.0740-E36-79
EM106	ALFILFILM_20050202.0740-E31-80
EM107	ALFILFILM_20050202.0740-E34-81
EM104	ALFILFILM_20050202.0740-E31-82
EM108	ALFILFILM_20050202.0740-E34-83
EM109	ALFILFILM_20050202.0740-E37-84
EM110	ALFILFILM_20050202.0740-E38-85
EM111	ALFILFILM_20050202.0740-E39-86
EM112	ALFILFILM_20050202.0740-E34-87
EM113	ALFILFILM_20050202.0740-E34-88
EM114	ALFILFILM_20050202.0740-E34-89
EM115	ALFILFILM_20050202.0740-E40-90
EM116	ALFILFILM_20050202.0740-E41-91
EM117	ALFILFILM_20050202.0740-E42-92
EM118	ALFILFILM_20050202.0740-E34-93
EM119	ALFILFILM_20050202.0740-E34-94
EM120	ALFILFILM_20050202.0740-E36-95
EM123	ALFILFILM_20050202.0740-E43-96
EM121	ALFILFILM_20050202.0740-E34-97
EM124	ALFILFILM_20050202.0740-E34-98
EM125	ALFILFILM_20050202.0740-E31-99
EM126	ALFILFILM_20050202.0740-E44-100
EM127	ALFILFILM_20050202.0740-E45-101
EM128	ALFILFILM_20050202.0740-E46-102
EM129	ALFILFILM_20050202.0740-E47-103
EM130	ALFILFILM_20050202.0740-E48-104
EM131	ALFILFILM_20050202.0740-E46-105
EM132	ALFILFILM_20050202.0740-E46-106
EM133	ALFILFILM_20050202.0740-E49-107
EM134	ALFILFILM_20050202.0740-E50-108
EM135	ALFILFILM_20050202.0740-E51-109
EM136	ALFILFILM_20050202.0740-E60-110
EM137	ALFILFILM_20050202.0740-E52-111
EM138	ALFILFILM_20050202.0740-E53-112
EM139	ALFILFILM_20050202.0740-E8-113
EM140	ALFILFILM_20050202.0740-E54-114
EM1	ALFILFILM_20050202.0740-E55-115
EM2	ALFILFILM_20050202.0740-E56-116
EM81	ALFILFILM_20050202.0740-E29-117
EM4	ALFILFILM_20050202.0740-E58-118
EM53	ALFILFILM_20050202.0740-E57-119
EM54	ALFILFILM_20050202.0740-E59-120
EM6	ALFILFILM_20050202.0740-E58-121
EM7	ALFILFILM_20050202.0740-E58-122
EM9	ALFILFILM_20050202.0740-E61-123
EM55	ALFILFILM_20050202.0740-E62-124
EM11	ALFILFILM_20050202.0740-E63-125
EM12	ALFILFILM_20050202.0740-E64-126
EM13	ALFILFILM_20050202.0740-E65-127
R1	ALFILFILM_20050202.0740-R1
R2	ALFILFILM_20050202.0740-R2
R3	ALFILFILM_20050202.0740-R3
R4	ALFILFILM_20050202.0740-R4
R5	ALFILFILM_20050202.0740-R5
R6	ALFILFILM_20050202.0740-R6
R7	ALFILFILM_20050202.0740-R7
R8	ALFILFILM_20050202.0740-R8
RM1	ALFILFILM_20050202.0740-R1-1
RM2	ALFILFILM_20050202.0740-R2-1
RM3	ALFILFILM_20050202.0740-R3-1
RM4	ALFILFILM_20050202.0740-R4-1
RM5	ALFILFILM_20050202.0740-R5-1
RM6	ALFILFILM_20050202.0740-R6-1
RM7	ALFILFILM_20050202.0740-R7-1
RM8	ALFILFILM_20050202.0740-R8-1
Q1	ALFILFILM_20050202.0740-T1
Q2	ALFILFILM_20050202.0740-T2
Q3	ALFILFILM_20050202.0740-T3
Q8	ALFILFILM_20050202.0740-T4
Q4	ALFILFILM_20050202.0740-T5
Q5	ALFILFILM_20050202.0740-T6
Q6	ALFILFILM_20050202.0740-T7
Q7	ALFILFILM_20050202.0740-T8
