CE8	DIGRESSING_20041109.0437-CE1
CE9	DIGRESSING_20041109.0437-CE2
CE10	DIGRESSING_20041109.0437-CE3
CE11	DIGRESSING_20041109.0437-CE4
CE12	DIGRESSING_20041109.0437-CE5
CE13	DIGRESSING_20041109.0437-CE6
CE14	DIGRESSING_20041109.0437-CE7
CE15	DIGRESSING_20041109.0437-CE8
CE16	DIGRESSING_20041109.0437-CE9
CE17	DIGRESSING_20041109.0437-CE10
CE18	DIGRESSING_20041109.0437-CE11
CE19	DIGRESSING_20041109.0437-CE12
CE20	DIGRESSING_20041109.0437-CE13
CE21	DIGRESSING_20041109.0437-CE14
CE22	DIGRESSING_20041109.0437-CE15
CE23	DIGRESSING_20041109.0437-CE16
CE24	DIGRESSING_20041109.0437-CE17
CE25	DIGRESSING_20041109.0437-CE18
CE27	DIGRESSING_20041109.0437-CE19
CE28	DIGRESSING_20041109.0437-CE20
CE29	DIGRESSING_20041109.0437-CE21
CE30	DIGRESSING_20041109.0437-CE22
CE31	DIGRESSING_20041109.0437-CE23
CE32	DIGRESSING_20041109.0437-CE24
CE33	DIGRESSING_20041109.0437-CE25
CE34	DIGRESSING_20041109.0437-CE26
CE35	DIGRESSING_20041109.0437-CE27
CE36	DIGRESSING_20041109.0437-CE28
CE37	DIGRESSING_20041109.0437-CE29
CE38	DIGRESSING_20041109.0437-CE30
CE39	DIGRESSING_20041109.0437-CE31
CE40	DIGRESSING_20041109.0437-CE32
CE41	DIGRESSING_20041109.0437-CE33
CE42	DIGRESSING_20041109.0437-CE34
CE43	DIGRESSING_20041109.0437-CE35
CE44	DIGRESSING_20041109.0437-CE36
CE45	DIGRESSING_20041109.0437-CE37
CE46	DIGRESSING_20041109.0437-CE38
CE47	DIGRESSING_20041109.0437-CE39
CE48	DIGRESSING_20041109.0437-CE40
CE49	DIGRESSING_20041109.0437-CE41
CE50	DIGRESSING_20041109.0437-CE42
CE51	DIGRESSING_20041109.0437-CE43
CE52	DIGRESSING_20041109.0437-CE44
CE53	DIGRESSING_20041109.0437-CE45
CE54	DIGRESSING_20041109.0437-CE46
CE55	DIGRESSING_20041109.0437-CE47
CE56	DIGRESSING_20041109.0437-CE48
CE57	DIGRESSING_20041109.0437-CE49
CE58	DIGRESSING_20041109.0437-CE50
CE59	DIGRESSING_20041109.0437-CE51
CE60	DIGRESSING_20041109.0437-CE52
CE61	DIGRESSING_20041109.0437-CE53
CE62	DIGRESSING_20041109.0437-CE54
CE63	DIGRESSING_20041109.0437-CE55
CE64	DIGRESSING_20041109.0437-CE56
CE65	DIGRESSING_20041109.0437-CE57
CE66	DIGRESSING_20041109.0437-CE58
CE1	DIGRESSING_20041109.0437-CE59
CE67	DIGRESSING_20041109.0437-CE60
CE2	DIGRESSING_20041109.0437-CE61
CE3	DIGRESSING_20041109.0437-CE62
CE4	DIGRESSING_20041109.0437-CE63
CE5	DIGRESSING_20041109.0437-CE64
