CE10	DIGRESSING_20050115.0958-CE1
CE11	DIGRESSING_20050115.0958-CE2
CE12	DIGRESSING_20050115.0958-CE3
CE13	DIGRESSING_20050115.0958-CE4
CE14	DIGRESSING_20050115.0958-CE5
CE15	DIGRESSING_20050115.0958-CE6
CE16	DIGRESSING_20050115.0958-CE7
CE17	DIGRESSING_20050115.0958-CE8
CE18	DIGRESSING_20050115.0958-CE9
CE19	DIGRESSING_20050115.0958-CE10
CE20	DIGRESSING_20050115.0958-CE11
CE21	DIGRESSING_20050115.0958-CE12
CE22	DIGRESSING_20050115.0958-CE13
CE23	DIGRESSING_20050115.0958-CE14
CE24	DIGRESSING_20050115.0958-CE15
CE1	DIGRESSING_20050115.0958-CE16
CE25	DIGRESSING_20050115.0958-CE17
CE26	DIGRESSING_20050115.0958-CE18
CE27	DIGRESSING_20050115.0958-CE19
CE28	DIGRESSING_20050115.0958-CE20
CE29	DIGRESSING_20050115.0958-CE21
CE32	DIGRESSING_20050115.0958-CE22
CE31	DIGRESSING_20050115.0958-CE23
CE33	DIGRESSING_20050115.0958-CE24
CE34	DIGRESSING_20050115.0958-CE25
CE2	DIGRESSING_20050115.0958-CE26
CE3	DIGRESSING_20050115.0958-CE27
CE4	DIGRESSING_20050115.0958-CE28
CE5	DIGRESSING_20050115.0958-CE29
CE6	DIGRESSING_20050115.0958-CE30
CE7	DIGRESSING_20050115.0958-CE31
CE8	DIGRESSING_20050115.0958-CE32
CE9	DIGRESSING_20050115.0958-CE33
E13	DIGRESSING_20050115.0958-E1
E14	DIGRESSING_20050115.0958-E2
E15	DIGRESSING_20050115.0958-E3
E16	DIGRESSING_20050115.0958-E4
E17	DIGRESSING_20050115.0958-E5
E18	DIGRESSING_20050115.0958-E6
E19	DIGRESSING_20050115.0958-E7
E20	DIGRESSING_20050115.0958-E8
E21	DIGRESSING_20050115.0958-E9
E22	DIGRESSING_20050115.0958-E10
E23	DIGRESSING_20050115.0958-E11
E24	DIGRESSING_20050115.0958-E12
E1	DIGRESSING_20050115.0958-E13
E25	DIGRESSING_20050115.0958-E14
E26	DIGRESSING_20050115.0958-E15
E27	DIGRESSING_20050115.0958-E16
E28	DIGRESSING_20050115.0958-E17
E29	DIGRESSING_20050115.0958-E18
E30	DIGRESSING_20050115.0958-E19
E31	DIGRESSING_20050115.0958-E20
E32	DIGRESSING_20050115.0958-E21
E33	DIGRESSING_20050115.0958-E22
E34	DIGRESSING_20050115.0958-E23
E35	DIGRESSING_20050115.0958-E24
E36	DIGRESSING_20050115.0958-E25
E37	DIGRESSING_20050115.0958-E26
E40	DIGRESSING_20050115.0958-E27
E39	DIGRESSING_20050115.0958-E28
E41	DIGRESSING_20050115.0958-E29
E42	DIGRESSING_20050115.0958-E30
E2	DIGRESSING_20050115.0958-E31
E3	DIGRESSING_20050115.0958-E32
E4	DIGRESSING_20050115.0958-E33
E5	DIGRESSING_20050115.0958-E34
E6	DIGRESSING_20050115.0958-E35
E7	DIGRESSING_20050115.0958-E36
E8	DIGRESSING_20050115.0958-E37
E9	DIGRESSING_20050115.0958-E38
E10	DIGRESSING_20050115.0958-E39
E11	DIGRESSING_20050115.0958-E40
E12	DIGRESSING_20050115.0958-E41
EM1	DIGRESSING_20050115.0958-E13-1
EM20	DIGRESSING_20050115.0958-E34-2
EM21	DIGRESSING_20050115.0958-E34-3
EM22	DIGRESSING_20050115.0958-E34-4
EM23	DIGRESSING_20050115.0958-E34-5
EM24	DIGRESSING_20050115.0958-E34-6
EM25	DIGRESSING_20050115.0958-E34-7
EM26	DIGRESSING_20050115.0958-E34-8
EM27	DIGRESSING_20050115.0958-E1-9
EM28	DIGRESSING_20050115.0958-E33-10
EM29	DIGRESSING_20050115.0958-E2-11
EM30	DIGRESSING_20050115.0958-E33-12
EM31	DIGRESSING_20050115.0958-E33-13
EM32	DIGRESSING_20050115.0958-E33-14
EM33	DIGRESSING_20050115.0958-E3-15
EM34	DIGRESSING_20050115.0958-E3-16
EM35	DIGRESSING_20050115.0958-E4-17
EM36	DIGRESSING_20050115.0958-E34-18
EM37	DIGRESSING_20050115.0958-E34-19
EM38	DIGRESSING_20050115.0958-E5-20
EM39	DIGRESSING_20050115.0958-E3-21
EM40	DIGRESSING_20050115.0958-E3-22
EM41	DIGRESSING_20050115.0958-E1-23
EM42	DIGRESSING_20050115.0958-E3-24
EM43	DIGRESSING_20050115.0958-E3-25
EM44	DIGRESSING_20050115.0958-E6-26
EM45	DIGRESSING_20050115.0958-E7-27
EM46	DIGRESSING_20050115.0958-E6-28
EM47	DIGRESSING_20050115.0958-E34-29
EM48	DIGRESSING_20050115.0958-E34-30
EM49	DIGRESSING_20050115.0958-E8-31
EM50	DIGRESSING_20050115.0958-E9-32
EM51	DIGRESSING_20050115.0958-E8-33
EM52	DIGRESSING_20050115.0958-E8-34
EM53	DIGRESSING_20050115.0958-E8-35
EM54	DIGRESSING_20050115.0958-E10-36
EM55	DIGRESSING_20050115.0958-E11-37
EM56	DIGRESSING_20050115.0958-E34-38
EM57	DIGRESSING_20050115.0958-E3-39
EM58	DIGRESSING_20050115.0958-E3-40
EM59	DIGRESSING_20050115.0958-E34-41
EM60	DIGRESSING_20050115.0958-E12-42
EM61	DIGRESSING_20050115.0958-E12-43
EM62	DIGRESSING_20050115.0958-E1-44
EM63	DIGRESSING_20050115.0958-E1-45
EM64	DIGRESSING_20050115.0958-E1-46
EM65	DIGRESSING_20050115.0958-E39-47
EM105	DIGRESSING_20050115.0958-E33-48
EM67	DIGRESSING_20050115.0958-E34-49
EM68	DIGRESSING_20050115.0958-E34-50
EM69	DIGRESSING_20050115.0958-E34-51
EM70	DIGRESSING_20050115.0958-E34-52
EM71	DIGRESSING_20050115.0958-E37-53
EM72	DIGRESSING_20050115.0958-E34-54
EM73	DIGRESSING_20050115.0958-E34-55
EM74	DIGRESSING_20050115.0958-E34-56
EM75	DIGRESSING_20050115.0958-E34-57
EM76	DIGRESSING_20050115.0958-E37-58
EM77	DIGRESSING_20050115.0958-E34-59
EM78	DIGRESSING_20050115.0958-E34-60
EM79	DIGRESSING_20050115.0958-E39-61
EM80	DIGRESSING_20050115.0958-E39-62
EM81	DIGRESSING_20050115.0958-E14-63
EM82	DIGRESSING_20050115.0958-E34-64
EM83	DIGRESSING_20050115.0958-E39-65
EM84	DIGRESSING_20050115.0958-E34-66
EM85	DIGRESSING_20050115.0958-E34-67
EM86	DIGRESSING_20050115.0958-E15-68
EM87	DIGRESSING_20050115.0958-E16-69
EM88	DIGRESSING_20050115.0958-E17-70
EM121	DIGRESSING_20050115.0958-E1-71
EM90	DIGRESSING_20050115.0958-E18-72
EM91	DIGRESSING_20050115.0958-E34-73
EM92	DIGRESSING_20050115.0958-E34-74
EM93	DIGRESSING_20050115.0958-E34-75
EM119	DIGRESSING_20050115.0958-E27-76
EM95	DIGRESSING_20050115.0958-E34-77
EM96	DIGRESSING_20050115.0958-E34-78
EM97	DIGRESSING_20050115.0958-E16-79
EM98	DIGRESSING_20050115.0958-E34-80
EM99	DIGRESSING_20050115.0958-E16-81
EM100	DIGRESSING_20050115.0958-E32-82
EM101	DIGRESSING_20050115.0958-E31-83
EM102	DIGRESSING_20050115.0958-E33-84
EM103	DIGRESSING_20050115.0958-E33-85
EM104	DIGRESSING_20050115.0958-E19-86
EM106	DIGRESSING_20050115.0958-E20-87
EM107	DIGRESSING_20050115.0958-E39-88
EM108	DIGRESSING_20050115.0958-E39-89
EM109	DIGRESSING_20050115.0958-E21-90
EM110	DIGRESSING_20050115.0958-E22-91
EM111	DIGRESSING_20050115.0958-E23-92
EM112	DIGRESSING_20050115.0958-E24-93
EM113	DIGRESSING_20050115.0958-E19-94
EM114	DIGRESSING_20050115.0958-E25-95
EM115	DIGRESSING_20050115.0958-E26-96
EM116	DIGRESSING_20050115.0958-E26-97
EM120	DIGRESSING_20050115.0958-E37-98
EM2	DIGRESSING_20050115.0958-E31-99
EM118	DIGRESSING_20050115.0958-E28-100
EM122	DIGRESSING_20050115.0958-E29-101
EM123	DIGRESSING_20050115.0958-E30-102
EM124	DIGRESSING_20050115.0958-E29-103
EM3	DIGRESSING_20050115.0958-E32-104
EM4	DIGRESSING_20050115.0958-E33-105
EM5	DIGRESSING_20050115.0958-E33-106
EM6	DIGRESSING_20050115.0958-E33-107
EM7	DIGRESSING_20050115.0958-E35-108
EM8	DIGRESSING_20050115.0958-E34-109
EM9	DIGRESSING_20050115.0958-E36-110
EM10	DIGRESSING_20050115.0958-E34-111
EM11	DIGRESSING_20050115.0958-E34-112
EM12	DIGRESSING_20050115.0958-E37-113
