CE12	DIGRESSING_20041213.0439-CE1
CE13	DIGRESSING_20041213.0439-CE2
CE14	DIGRESSING_20041213.0439-CE3
CE16	DIGRESSING_20041213.0439-CE4
CE17	DIGRESSING_20041213.0439-CE5
CE18	DIGRESSING_20041213.0439-CE6
CE1	DIGRESSING_20041213.0439-CE7
CE2	DIGRESSING_20041213.0439-CE8
CE3	DIGRESSING_20041213.0439-CE9
CE4	DIGRESSING_20041213.0439-CE10
CE5	DIGRESSING_20041213.0439-CE11
CE6	DIGRESSING_20041213.0439-CE12
CE7	DIGRESSING_20041213.0439-CE13
CE8	DIGRESSING_20041213.0439-CE14
CE9	DIGRESSING_20041213.0439-CE15
CE10	DIGRESSING_20041213.0439-CE16
E12	DIGRESSING_20041213.0439-E1
E13	DIGRESSING_20041213.0439-E2
E14	DIGRESSING_20041213.0439-E3
E15	DIGRESSING_20041213.0439-E4
E17	DIGRESSING_20041213.0439-E5
E18	DIGRESSING_20041213.0439-E6
E19	DIGRESSING_20041213.0439-E7
E1	DIGRESSING_20041213.0439-E8
E2	DIGRESSING_20041213.0439-E9
E3	DIGRESSING_20041213.0439-E10
E4	DIGRESSING_20041213.0439-E11
E5	DIGRESSING_20041213.0439-E12
E6	DIGRESSING_20041213.0439-E13
E7	DIGRESSING_20041213.0439-E14
E8	DIGRESSING_20041213.0439-E15
E9	DIGRESSING_20041213.0439-E16
E10	DIGRESSING_20041213.0439-E17
EM1	DIGRESSING_20041213.0439-E8-1
EM60	DIGRESSING_20041213.0439-E7-2
EM23	DIGRESSING_20041213.0439-E17-3
EM24	DIGRESSING_20041213.0439-E17-4
EM25	DIGRESSING_20041213.0439-E1-5
EM26	DIGRESSING_20041213.0439-E11-6
EM27	DIGRESSING_20041213.0439-E2-7
EM28	DIGRESSING_20041213.0439-E3-8
EM29	DIGRESSING_20041213.0439-E4-9
EM31	DIGRESSING_20041213.0439-E5-10
EM32	DIGRESSING_20041213.0439-E5-11
EM33	DIGRESSING_20041213.0439-E14-12
EM34	DIGRESSING_20041213.0439-E14-13
EM35	DIGRESSING_20041213.0439-E14-14
EM36	DIGRESSING_20041213.0439-E6-15
EM37	DIGRESSING_20041213.0439-E6-16
EM38	DIGRESSING_20041213.0439-E6-17
EM39	DIGRESSING_20041213.0439-E6-18
EM41	DIGRESSING_20041213.0439-E6-19
EM42	DIGRESSING_20041213.0439-E6-20
EM43	DIGRESSING_20041213.0439-E6-21
EM44	DIGRESSING_20041213.0439-E6-22
EM45	DIGRESSING_20041213.0439-E6-23
EM47	DIGRESSING_20041213.0439-E6-24
EM48	DIGRESSING_20041213.0439-E14-25
EM49	DIGRESSING_20041213.0439-E6-26
EM50	DIGRESSING_20041213.0439-E14-27
EM51	DIGRESSING_20041213.0439-E14-28
EM52	DIGRESSING_20041213.0439-E6-29
EM53	DIGRESSING_20041213.0439-E1-30
EM54	DIGRESSING_20041213.0439-E8-31
EM55	DIGRESSING_20041213.0439-E7-32
EM56	DIGRESSING_20041213.0439-E7-33
EM57	DIGRESSING_20041213.0439-E7-34
EM58	DIGRESSING_20041213.0439-E7-35
EM2	DIGRESSING_20041213.0439-E9-36
EM3	DIGRESSING_20041213.0439-E9-37
EM4	DIGRESSING_20041213.0439-E10-38
EM59	DIGRESSING_20041213.0439-E8-39
EM6	DIGRESSING_20041213.0439-E10-40
EM7	DIGRESSING_20041213.0439-E11-41
EM8	DIGRESSING_20041213.0439-E12-42
EM10	DIGRESSING_20041213.0439-E13-43
EM11	DIGRESSING_20041213.0439-E13-44
EM12	DIGRESSING_20041213.0439-E14-45
EM13	DIGRESSING_20041213.0439-E15-46
EM14	DIGRESSING_20041213.0439-E16-47
EM15	DIGRESSING_20041213.0439-E8-48
EM16	DIGRESSING_20041213.0439-E17-49
EM17	DIGRESSING_20041213.0439-E17-50
EM18	DIGRESSING_20041213.0439-E17-51
EM19	DIGRESSING_20041213.0439-E17-52
EM20	DIGRESSING_20041213.0439-E17-53
EM21	DIGRESSING_20041213.0439-E17-54
Q1	DIGRESSING_20041213.0439-T1
Q2	DIGRESSING_20041213.0439-T2
Q3	DIGRESSING_20041213.0439-T3
Q4	DIGRESSING_20041213.0439-T4
Q5	DIGRESSING_20041213.0439-T5
