CE13	ALFILFILM_20050213.1356-CE1
CE14	ALFILFILM_20050213.1356-CE2
CE15	ALFILFILM_20050213.1356-CE3
CE16	ALFILFILM_20050213.1356-CE4
CE17	ALFILFILM_20050213.1356-CE5
CE18	ALFILFILM_20050213.1356-CE6
CE19	ALFILFILM_20050213.1356-CE7
CE20	ALFILFILM_20050213.1356-CE8
CE21	ALFILFILM_20050213.1356-CE9
CE22	ALFILFILM_20050213.1356-CE10
CE23	ALFILFILM_20050213.1356-CE11
CE24	ALFILFILM_20050213.1356-CE12
CE25	ALFILFILM_20050213.1356-CE13
CE26	ALFILFILM_20050213.1356-CE14
CE1	ALFILFILM_20050213.1356-CE15
CE2	ALFILFILM_20050213.1356-CE16
CE3	ALFILFILM_20050213.1356-CE17
CE4	ALFILFILM_20050213.1356-CE18
CE5	ALFILFILM_20050213.1356-CE19
CE6	ALFILFILM_20050213.1356-CE20
CE7	ALFILFILM_20050213.1356-CE21
CE8	ALFILFILM_20050213.1356-CE22
CE9	ALFILFILM_20050213.1356-CE23
CE10	ALFILFILM_20050213.1356-CE24
CE11	ALFILFILM_20050213.1356-CE25
CE12	ALFILFILM_20050213.1356-CE26
E15	ALFILFILM_20050213.1356-E1
E16	ALFILFILM_20050213.1356-E2
E17	ALFILFILM_20050213.1356-E3
E18	ALFILFILM_20050213.1356-E4
E19	ALFILFILM_20050213.1356-E5
E20	ALFILFILM_20050213.1356-E6
E21	ALFILFILM_20050213.1356-E7
E22	ALFILFILM_20050213.1356-E8
E23	ALFILFILM_20050213.1356-E9
E24	ALFILFILM_20050213.1356-E10
E25	ALFILFILM_20050213.1356-E11
E26	ALFILFILM_20050213.1356-E12
E27	ALFILFILM_20050213.1356-E13
E28	ALFILFILM_20050213.1356-E14
E29	ALFILFILM_20050213.1356-E15
E30	ALFILFILM_20050213.1356-E16
E31	ALFILFILM_20050213.1356-E17
E32	ALFILFILM_20050213.1356-E18
E1	ALFILFILM_20050213.1356-E19
E2	ALFILFILM_20050213.1356-E20
E3	ALFILFILM_20050213.1356-E21
E4	ALFILFILM_20050213.1356-E22
E5	ALFILFILM_20050213.1356-E23
E6	ALFILFILM_20050213.1356-E24
E7	ALFILFILM_20050213.1356-E25
E8	ALFILFILM_20050213.1356-E26
E9	ALFILFILM_20050213.1356-E27
E10	ALFILFILM_20050213.1356-E28
E11	ALFILFILM_20050213.1356-E29
E12	ALFILFILM_20050213.1356-E30
E13	ALFILFILM_20050213.1356-E31
E14	ALFILFILM_20050213.1356-E32
EM1	ALFILFILM_20050213.1356-E20-1
EM18	ALFILFILM_20050213.1356-E32-2
EM19	ALFILFILM_20050213.1356-E1-3
EM20	ALFILFILM_20050213.1356-E30-4
EM21	ALFILFILM_20050213.1356-E2-5
EM22	ALFILFILM_20050213.1356-E3-6
EM23	ALFILFILM_20050213.1356-E4-7
EM24	ALFILFILM_20050213.1356-E5-8
EM25	ALFILFILM_20050213.1356-E6-9
EM26	ALFILFILM_20050213.1356-E7-10
EM27	ALFILFILM_20050213.1356-E30-11
EM28	ALFILFILM_20050213.1356-E8-12
EM29	ALFILFILM_20050213.1356-E7-13
EM30	ALFILFILM_20050213.1356-E9-14
EM31	ALFILFILM_20050213.1356-E10-15
EM32	ALFILFILM_20050213.1356-E11-16
EM33	ALFILFILM_20050213.1356-E11-17
EM34	ALFILFILM_20050213.1356-E11-18
EM35	ALFILFILM_20050213.1356-E19-19
EM36	ALFILFILM_20050213.1356-E12-20
EM37	ALFILFILM_20050213.1356-E12-21
EM38	ALFILFILM_20050213.1356-E13-22
EM39	ALFILFILM_20050213.1356-E14-23
EM40	ALFILFILM_20050213.1356-E15-24
EM41	ALFILFILM_20050213.1356-E16-25
EM42	ALFILFILM_20050213.1356-E17-26
EM43	ALFILFILM_20050213.1356-E14-27
EM44	ALFILFILM_20050213.1356-E12-28
EM45	ALFILFILM_20050213.1356-E12-29
EM46	ALFILFILM_20050213.1356-E10-30
EM47	ALFILFILM_20050213.1356-E10-31
EM51	ALFILFILM_20050213.1356-E18-32
EM49	ALFILFILM_20050213.1356-E12-33
EM2	ALFILFILM_20050213.1356-E21-34
EM3	ALFILFILM_20050213.1356-E22-35
EM4	ALFILFILM_20050213.1356-E23-36
EM5	ALFILFILM_20050213.1356-E24-37
EM6	ALFILFILM_20050213.1356-E25-38
EM7	ALFILFILM_20050213.1356-E25-39
EM8	ALFILFILM_20050213.1356-E25-40
EM9	ALFILFILM_20050213.1356-E26-41
EM10	ALFILFILM_20050213.1356-E27-42
EM11	ALFILFILM_20050213.1356-E28-43
EM50	ALFILFILM_20050213.1356-E7-44
EM13	ALFILFILM_20050213.1356-E29-45
EM14	ALFILFILM_20050213.1356-E30-46
EM15	ALFILFILM_20050213.1356-E31-47
EM16	ALFILFILM_20050213.1356-E32-48
EM17	ALFILFILM_20050213.1356-E32-49
R1	ALFILFILM_20050213.1356-R1
RM1	ALFILFILM_20050213.1356-R1-1
Q1	ALFILFILM_20050213.1356-T1
Q2	ALFILFILM_20050213.1356-T2
Q3	ALFILFILM_20050213.1356-T3
Q4	ALFILFILM_20050213.1356-T4
Q5	ALFILFILM_20050213.1356-T5
Q6	ALFILFILM_20050213.1356-T6
Q7	ALFILFILM_20050213.1356-T7
Q8	ALFILFILM_20050213.1356-T8
