CE8	DIGRESSING_20041206.0246-CE1
CE9	DIGRESSING_20041206.0246-CE2
CE10	DIGRESSING_20041206.0246-CE3
CE11	DIGRESSING_20041206.0246-CE4
CE12	DIGRESSING_20041206.0246-CE5
CE13	DIGRESSING_20041206.0246-CE6
CE14	DIGRESSING_20041206.0246-CE7
CE15	DIGRESSING_20041206.0246-CE8
CE16	DIGRESSING_20041206.0246-CE9
CE17	DIGRESSING_20041206.0246-CE10
CE18	DIGRESSING_20041206.0246-CE11
CE19	DIGRESSING_20041206.0246-CE12
CE20	DIGRESSING_20041206.0246-CE13
CE21	DIGRESSING_20041206.0246-CE14
CE22	DIGRESSING_20041206.0246-CE15
CE23	DIGRESSING_20041206.0246-CE16
CE24	DIGRESSING_20041206.0246-CE17
CE25	DIGRESSING_20041206.0246-CE18
CE26	DIGRESSING_20041206.0246-CE19
CE27	DIGRESSING_20041206.0246-CE20
CE28	DIGRESSING_20041206.0246-CE21
CE29	DIGRESSING_20041206.0246-CE22
CE30	DIGRESSING_20041206.0246-CE23
CE1	DIGRESSING_20041206.0246-CE24
CE31	DIGRESSING_20041206.0246-CE25
CE32	DIGRESSING_20041206.0246-CE26
CE33	DIGRESSING_20041206.0246-CE27
CE3	DIGRESSING_20041206.0246-CE28
CE4	DIGRESSING_20041206.0246-CE29
CE5	DIGRESSING_20041206.0246-CE30
CE6	DIGRESSING_20041206.0246-CE31
CE7	DIGRESSING_20041206.0246-CE32
E9	DIGRESSING_20041206.0246-E1
E10	DIGRESSING_20041206.0246-E2
E11	DIGRESSING_20041206.0246-E3
E12	DIGRESSING_20041206.0246-E4
E13	DIGRESSING_20041206.0246-E5
E14	DIGRESSING_20041206.0246-E6
E15	DIGRESSING_20041206.0246-E7
E16	DIGRESSING_20041206.0246-E8
E17	DIGRESSING_20041206.0246-E9
E18	DIGRESSING_20041206.0246-E10
E19	DIGRESSING_20041206.0246-E11
E20	DIGRESSING_20041206.0246-E12
E21	DIGRESSING_20041206.0246-E13
E22	DIGRESSING_20041206.0246-E14
E24	DIGRESSING_20041206.0246-E15
E25	DIGRESSING_20041206.0246-E16
E26	DIGRESSING_20041206.0246-E17
E27	DIGRESSING_20041206.0246-E18
E28	DIGRESSING_20041206.0246-E19
E29	DIGRESSING_20041206.0246-E20
E30	DIGRESSING_20041206.0246-E21
E31	DIGRESSING_20041206.0246-E22
E32	DIGRESSING_20041206.0246-E23
E33	DIGRESSING_20041206.0246-E24
E34	DIGRESSING_20041206.0246-E25
E1	DIGRESSING_20041206.0246-E26
E35	DIGRESSING_20041206.0246-E27
E36	DIGRESSING_20041206.0246-E28
E37	DIGRESSING_20041206.0246-E29
E38	DIGRESSING_20041206.0246-E30
E39	DIGRESSING_20041206.0246-E31
E40	DIGRESSING_20041206.0246-E32
E41	DIGRESSING_20041206.0246-E33
E42	DIGRESSING_20041206.0246-E34
E43	DIGRESSING_20041206.0246-E35
E44	DIGRESSING_20041206.0246-E36
E45	DIGRESSING_20041206.0246-E37
E46	DIGRESSING_20041206.0246-E38
E47	DIGRESSING_20041206.0246-E39
E48	DIGRESSING_20041206.0246-E40
E49	DIGRESSING_20041206.0246-E41
E50	DIGRESSING_20041206.0246-E42
E51	DIGRESSING_20041206.0246-E43
E3	DIGRESSING_20041206.0246-E44
E4	DIGRESSING_20041206.0246-E45
E5	DIGRESSING_20041206.0246-E46
E6	DIGRESSING_20041206.0246-E47
E7	DIGRESSING_20041206.0246-E48
E8	DIGRESSING_20041206.0246-E49
EM1	DIGRESSING_20041206.0246-E26-1
EM24	DIGRESSING_20041206.0246-E49-2
EM25	DIGRESSING_20041206.0246-E1-3
EM26	DIGRESSING_20041206.0246-E3-4
EM27	DIGRESSING_20041206.0246-E4-5
EM28	DIGRESSING_20041206.0246-E46-6
EM29	DIGRESSING_20041206.0246-E5-7
EM30	DIGRESSING_20041206.0246-E6-8
EM31	DIGRESSING_20041206.0246-E2-9
EM32	DIGRESSING_20041206.0246-E7-10
EM33	DIGRESSING_20041206.0246-E8-11
EM34	DIGRESSING_20041206.0246-E9-12
EM35	DIGRESSING_20041206.0246-E10-13
EM36	DIGRESSING_20041206.0246-E12-14
EM37	DIGRESSING_20041206.0246-E13-15
EM38	DIGRESSING_20041206.0246-E14-16
EM39	DIGRESSING_20041206.0246-E15-17
EM40	DIGRESSING_20041206.0246-E2-18
EM41	DIGRESSING_20041206.0246-E2-19
EM42	DIGRESSING_20041206.0246-E17-20
EM43	DIGRESSING_20041206.0246-E18-21
EM44	DIGRESSING_20041206.0246-E19-22
EM45	DIGRESSING_20041206.0246-E20-23
EM46	DIGRESSING_20041206.0246-E21-24
EM99	DIGRESSING_20041206.0246-E40-25
EM49	DIGRESSING_20041206.0246-E16-26
EM50	DIGRESSING_20041206.0246-E23-27
EM51	DIGRESSING_20041206.0246-E16-28
EM52	DIGRESSING_20041206.0246-E16-29
EM53	DIGRESSING_20041206.0246-E16-30
EM54	DIGRESSING_20041206.0246-E16-31
EM55	DIGRESSING_20041206.0246-E16-32
EM56	DIGRESSING_20041206.0246-E16-33
EM57	DIGRESSING_20041206.0246-E24-34
EM58	DIGRESSING_20041206.0246-E16-35
EM59	DIGRESSING_20041206.0246-E25-36
EM60	DIGRESSING_20041206.0246-E11-37
EM61	DIGRESSING_20041206.0246-E11-38
EM62	DIGRESSING_20041206.0246-E27-39
EM63	DIGRESSING_20041206.0246-E16-40
EM64	DIGRESSING_20041206.0246-E16-41
EM65	DIGRESSING_20041206.0246-E16-42
EM66	DIGRESSING_20041206.0246-E2-43
EM67	DIGRESSING_20041206.0246-E5-44
EM68	DIGRESSING_20041206.0246-E2-45
EM69	DIGRESSING_20041206.0246-E28-46
EM70	DIGRESSING_20041206.0246-E29-47
EM71	DIGRESSING_20041206.0246-E30-48
EM72	DIGRESSING_20041206.0246-E2-49
EM73	DIGRESSING_20041206.0246-E31-50
EM74	DIGRESSING_20041206.0246-E32-51
EM75	DIGRESSING_20041206.0246-E33-52
EM76	DIGRESSING_20041206.0246-E2-53
EM77	DIGRESSING_20041206.0246-E2-54
EM78	DIGRESSING_20041206.0246-E2-55
EM79	DIGRESSING_20041206.0246-E34-56
EM80	DIGRESSING_20041206.0246-E2-57
EM81	DIGRESSING_20041206.0246-E35-58
