CE8	DIGRESSING_20050122.0117-CE1
CE9	DIGRESSING_20050122.0117-CE2
CE10	DIGRESSING_20050122.0117-CE3
CE13	DIGRESSING_20050122.0117-CE4
CE14	DIGRESSING_20050122.0117-CE5
CE15	DIGRESSING_20050122.0117-CE6
CE16	DIGRESSING_20050122.0117-CE7
CE17	DIGRESSING_20050122.0117-CE8
CE18	DIGRESSING_20050122.0117-CE9
CE21	DIGRESSING_20050122.0117-CE10
CE23	DIGRESSING_20050122.0117-CE11
CE24	DIGRESSING_20050122.0117-CE12
CE1	DIGRESSING_20050122.0117-CE13
CE25	DIGRESSING_20050122.0117-CE14
CE26	DIGRESSING_20050122.0117-CE15
CE27	DIGRESSING_20050122.0117-CE16
CE28	DIGRESSING_20050122.0117-CE17
CE30	DIGRESSING_20050122.0117-CE18
CE35	DIGRESSING_20050122.0117-CE19
CE32	DIGRESSING_20050122.0117-CE20
CE33	DIGRESSING_20050122.0117-CE21
CE37	DIGRESSING_20050122.0117-CE22
CE39	DIGRESSING_20050122.0117-CE23
CE40	DIGRESSING_20050122.0117-CE24
CE41	DIGRESSING_20050122.0117-CE25
CE42	DIGRESSING_20050122.0117-CE26
CE2	DIGRESSING_20050122.0117-CE27
CE3	DIGRESSING_20050122.0117-CE28
CE4	DIGRESSING_20050122.0117-CE29
CE5	DIGRESSING_20050122.0117-CE30
CE7	DIGRESSING_20050122.0117-CE31
E13	DIGRESSING_20050122.0117-E1
E14	DIGRESSING_20050122.0117-E2
E15	DIGRESSING_20050122.0117-E3
E16	DIGRESSING_20050122.0117-E4
E17	DIGRESSING_20050122.0117-E5
E18	DIGRESSING_20050122.0117-E6
E19	DIGRESSING_20050122.0117-E7
E20	DIGRESSING_20050122.0117-E8
E22	DIGRESSING_20050122.0117-E9
E25	DIGRESSING_20050122.0117-E10
E26	DIGRESSING_20050122.0117-E11
E27	DIGRESSING_20050122.0117-E12
E28	DIGRESSING_20050122.0117-E13
E29	DIGRESSING_20050122.0117-E14
E30	DIGRESSING_20050122.0117-E15
E31	DIGRESSING_20050122.0117-E16
E1	DIGRESSING_20050122.0117-E17
E32	DIGRESSING_20050122.0117-E18
E33	DIGRESSING_20050122.0117-E19
E34	DIGRESSING_20050122.0117-E20
E37	DIGRESSING_20050122.0117-E21
E38	DIGRESSING_20050122.0117-E22
E41	DIGRESSING_20050122.0117-E23
E42	DIGRESSING_20050122.0117-E24
E43	DIGRESSING_20050122.0117-E25
E45	DIGRESSING_20050122.0117-E26
E46	DIGRESSING_20050122.0117-E27
E56	DIGRESSING_20050122.0117-E28
E47	DIGRESSING_20050122.0117-E29
E48	DIGRESSING_20050122.0117-E30
E50	DIGRESSING_20050122.0117-E31
E57	DIGRESSING_20050122.0117-E32
E52	DIGRESSING_20050122.0117-E33
E53	DIGRESSING_20050122.0117-E34
E59	DIGRESSING_20050122.0117-E35
E60	DIGRESSING_20050122.0117-E36
E62	DIGRESSING_20050122.0117-E37
E63	DIGRESSING_20050122.0117-E38
E64	DIGRESSING_20050122.0117-E39
E65	DIGRESSING_20050122.0117-E40
E66	DIGRESSING_20050122.0117-E41
E67	DIGRESSING_20050122.0117-E42
E68	DIGRESSING_20050122.0117-E43
E2	DIGRESSING_20050122.0117-E44
E4	DIGRESSING_20050122.0117-E45
E5	DIGRESSING_20050122.0117-E46
E6	DIGRESSING_20050122.0117-E47
E7	DIGRESSING_20050122.0117-E48
E8	DIGRESSING_20050122.0117-E49
E9	DIGRESSING_20050122.0117-E50
E11	DIGRESSING_20050122.0117-E51
E12	DIGRESSING_20050122.0117-E52
EM1	DIGRESSING_20050122.0117-E17-1
EM21	DIGRESSING_20050122.0117-E1-2
EM22	DIGRESSING_20050122.0117-E49-3
EM23	DIGRESSING_20050122.0117-E47-4
EM27	DIGRESSING_20050122.0117-E44-5
EM28	DIGRESSING_20050122.0117-E47-6
EM29	DIGRESSING_20050122.0117-E47-7
EM31	DIGRESSING_20050122.0117-E47-8
EM32	DIGRESSING_20050122.0117-E47-9
EM33	DIGRESSING_20050122.0117-E2-10
EM34	DIGRESSING_20050122.0117-E47-11
EM35	DIGRESSING_20050122.0117-E3-12
EM36	DIGRESSING_20050122.0117-E49-13
EM37	DIGRESSING_20050122.0117-E4-14
EM38	DIGRESSING_20050122.0117-E5-15
EM39	DIGRESSING_20050122.0117-E46-16
EM40	DIGRESSING_20050122.0117-E4-17
EM41	DIGRESSING_20050122.0117-E6-18
EM42	DIGRESSING_20050122.0117-E7-19
EM43	DIGRESSING_20050122.0117-E7-20
EM44	DIGRESSING_20050122.0117-E52-21
EM45	DIGRESSING_20050122.0117-E8-22
EM46	DIGRESSING_20050122.0117-E44-23
EM47	DIGRESSING_20050122.0117-E52-24
EM48	DIGRESSING_20050122.0117-E49-25
EM51	DIGRESSING_20050122.0117-E9-26
EM55	DIGRESSING_20050122.0117-E49-27
EM56	DIGRESSING_20050122.0117-E10-28
EM57	DIGRESSING_20050122.0117-E10-29
EM58	DIGRESSING_20050122.0117-E11-30
EM59	DIGRESSING_20050122.0117-E49-31
EM60	DIGRESSING_20050122.0117-E12-32
EM61	DIGRESSING_20050122.0117-E13-33
EM63	DIGRESSING_20050122.0117-E15-34
EM65	DIGRESSING_20050122.0117-E16-35
EM66	DIGRESSING_20050122.0117-E14-36
EM67	DIGRESSING_20050122.0117-E18-37
EM69	DIGRESSING_20050122.0117-E19-38
EM70	DIGRESSING_20050122.0117-E19-39
EM71	DIGRESSING_20050122.0117-E20-40
EM118	DIGRESSING_20050122.0117-E17-41
EM74	DIGRESSING_20050122.0117-E21-42
EM75	DIGRESSING_20050122.0117-E22-43
EM76	DIGRESSING_20050122.0117-E20-44
EM119	DIGRESSING_20050122.0117-E44-45
EM4	DIGRESSING_20050122.0117-E44-46
EM81	DIGRESSING_20050122.0117-E23-47
EM84	DIGRESSING_20050122.0117-E24-48
EM85	DIGRESSING_20050122.0117-E21-49
EM86	DIGRESSING_20050122.0117-E20-50
EM87	DIGRESSING_20050122.0117-E21-51
EM88	DIGRESSING_20050122.0117-E21-52
EM89	DIGRESSING_20050122.0117-E21-53
EM90	DIGRESSING_20050122.0117-E21-54
EM91	DIGRESSING_20050122.0117-E21-55
EM92	DIGRESSING_20050122.0117-E21-56
EM93	DIGRESSING_20050122.0117-E25-57
EM5	DIGRESSING_20050122.0117-E28-58
EM97	DIGRESSING_20050122.0117-E26-59
EM98	DIGRESSING_20050122.0117-E27-60
EM13	DIGRESSING_20050122.0117-E44-61
EM101	DIGRESSING_20050122.0117-E29-62
EM102	DIGRESSING_20050122.0117-E21-63
EM103	DIGRESSING_20050122.0117-E29-64
EM104	DIGRESSING_20050122.0117-E21-65
EM106	DIGRESSING_20050122.0117-E30-66
EM108	DIGRESSING_20050122.0117-E21-67
EM109	DIGRESSING_20050122.0117-E29-68
EM110	DIGRESSING_20050122.0117-E31-69
EM120	DIGRESSING_20050122.0117-E32-70
EM2	DIGRESSING_20050122.0117-E17-71
EM121	DIGRESSING_20050122.0117-E7-72
EM122	DIGRESSING_20050122.0117-E7-73
EM24	DIGRESSING_20050122.0117-E44-74
EM112	DIGRESSING_20050122.0117-E33-75
EM113	DIGRESSING_20050122.0117-E34-76
EM114	DIGRESSING_20050122.0117-E21-77
EM25	DIGRESSING_20050122.0117-E44-78
EM26	DIGRESSING_20050122.0117-E44-79
EM123	DIGRESSING_20050122.0117-E47-80
