CE11	ALFILFILM_20050202.1025-CE1
CE12	ALFILFILM_20050202.1025-CE2
CE37	ALFILFILM_20050202.1025-CE3
CE14	ALFILFILM_20050202.1025-CE4
CE15	ALFILFILM_20050202.1025-CE5
CE16	ALFILFILM_20050202.1025-CE6
CE17	ALFILFILM_20050202.1025-CE7
CE18	ALFILFILM_20050202.1025-CE8
CE19	ALFILFILM_20050202.1025-CE9
CE21	ALFILFILM_20050202.1025-CE10
CE22	ALFILFILM_20050202.1025-CE11
CE23	ALFILFILM_20050202.1025-CE12
CE24	ALFILFILM_20050202.1025-CE13
CE25	ALFILFILM_20050202.1025-CE14
CE26	ALFILFILM_20050202.1025-CE15
CE27	ALFILFILM_20050202.1025-CE16
CE28	ALFILFILM_20050202.1025-CE17
CE29	ALFILFILM_20050202.1025-CE18
CE30	ALFILFILM_20050202.1025-CE19
CE31	ALFILFILM_20050202.1025-CE20
CE32	ALFILFILM_20050202.1025-CE21
CE33	ALFILFILM_20050202.1025-CE22
CE34	ALFILFILM_20050202.1025-CE23
CE35	ALFILFILM_20050202.1025-CE24
CE36	ALFILFILM_20050202.1025-CE25
CE1	ALFILFILM_20050202.1025-CE26
CE2	ALFILFILM_20050202.1025-CE27
CE3	ALFILFILM_20050202.1025-CE28
CE4	ALFILFILM_20050202.1025-CE29
CE5	ALFILFILM_20050202.1025-CE30
CE6	ALFILFILM_20050202.1025-CE31
CE7	ALFILFILM_20050202.1025-CE32
CE8	ALFILFILM_20050202.1025-CE33
CE9	ALFILFILM_20050202.1025-CE34
CE10	ALFILFILM_20050202.1025-CE35
E14	ALFILFILM_20050202.1025-E1
E15	ALFILFILM_20050202.1025-E2
E46	ALFILFILM_20050202.1025-E3
E17	ALFILFILM_20050202.1025-E4
E18	ALFILFILM_20050202.1025-E5
E19	ALFILFILM_20050202.1025-E6
E20	ALFILFILM_20050202.1025-E7
E21	ALFILFILM_20050202.1025-E8
E22	ALFILFILM_20050202.1025-E9
E23	ALFILFILM_20050202.1025-E10
E25	ALFILFILM_20050202.1025-E11
E26	ALFILFILM_20050202.1025-E12
E27	ALFILFILM_20050202.1025-E13
E28	ALFILFILM_20050202.1025-E14
E29	ALFILFILM_20050202.1025-E15
E30	ALFILFILM_20050202.1025-E16
E31	ALFILFILM_20050202.1025-E17
E32	ALFILFILM_20050202.1025-E18
E33	ALFILFILM_20050202.1025-E19
E35	ALFILFILM_20050202.1025-E20
E36	ALFILFILM_20050202.1025-E21
E37	ALFILFILM_20050202.1025-E22
E38	ALFILFILM_20050202.1025-E23
E39	ALFILFILM_20050202.1025-E24
E40	ALFILFILM_20050202.1025-E25
E41	ALFILFILM_20050202.1025-E26
E42	ALFILFILM_20050202.1025-E27
E43	ALFILFILM_20050202.1025-E28
E44	ALFILFILM_20050202.1025-E29
E45	ALFILFILM_20050202.1025-E30
E2	ALFILFILM_20050202.1025-E31
E3	ALFILFILM_20050202.1025-E32
E4	ALFILFILM_20050202.1025-E33
E5	ALFILFILM_20050202.1025-E34
E6	ALFILFILM_20050202.1025-E35
E7	ALFILFILM_20050202.1025-E36
E8	ALFILFILM_20050202.1025-E37
E9	ALFILFILM_20050202.1025-E38
E10	ALFILFILM_20050202.1025-E39
E11	ALFILFILM_20050202.1025-E40
E12	ALFILFILM_20050202.1025-E41
E13	ALFILFILM_20050202.1025-E42
EM17	ALFILFILM_20050202.1025-E1-1
EM18	ALFILFILM_20050202.1025-E2-2
EM20	ALFILFILM_20050202.1025-E4-3
EM21	ALFILFILM_20050202.1025-E5-4
EM22	ALFILFILM_20050202.1025-E5-5
EM23	ALFILFILM_20050202.1025-E6-6
EM24	ALFILFILM_20050202.1025-E7-7
EM25	ALFILFILM_20050202.1025-E8-8
EM27	ALFILFILM_20050202.1025-E9-9
EM28	ALFILFILM_20050202.1025-E6-10
EM29	ALFILFILM_20050202.1025-E10-11
EM30	ALFILFILM_20050202.1025-E6-12
EM31	ALFILFILM_20050202.1025-E6-13
EM32	ALFILFILM_20050202.1025-E6-14
EM33	ALFILFILM_20050202.1025-E6-15
EM35	ALFILFILM_20050202.1025-E11-16
EM36	ALFILFILM_20050202.1025-E11-17
EM37	ALFILFILM_20050202.1025-E6-18
EM38	ALFILFILM_20050202.1025-E6-19
EM39	ALFILFILM_20050202.1025-E12-20
EM40	ALFILFILM_20050202.1025-E12-21
EM41	ALFILFILM_20050202.1025-E13-22
EM43	ALFILFILM_20050202.1025-E14-23
EM44	ALFILFILM_20050202.1025-E6-24
EM45	ALFILFILM_20050202.1025-E15-25
EM46	ALFILFILM_20050202.1025-E16-26
EM47	ALFILFILM_20050202.1025-E40-27
EM48	ALFILFILM_20050202.1025-E17-28
EM49	ALFILFILM_20050202.1025-E40-29
EM50	ALFILFILM_20050202.1025-E40-30
EM51	ALFILFILM_20050202.1025-E40-31
EM52	ALFILFILM_20050202.1025-E18-32
EM53	ALFILFILM_20050202.1025-E19-33
EM54	ALFILFILM_20050202.1025-E20-34
EM55	ALFILFILM_20050202.1025-E40-35
EM56	ALFILFILM_20050202.1025-E40-36
EM57	ALFILFILM_20050202.1025-E2-37
EM58	ALFILFILM_20050202.1025-E2-38
EM59	ALFILFILM_20050202.1025-E40-39
EM60	ALFILFILM_20050202.1025-E40-40
EM61	ALFILFILM_20050202.1025-E21-41
EM62	ALFILFILM_20050202.1025-E22-42
EM63	ALFILFILM_20050202.1025-E22-43
EM64	ALFILFILM_20050202.1025-E42-44
EM65	ALFILFILM_20050202.1025-E42-45
EM66	ALFILFILM_20050202.1025-E23-46
EM67	ALFILFILM_20050202.1025-E24-47
EM68	ALFILFILM_20050202.1025-E13-48
EM69	ALFILFILM_20050202.1025-E25-49
EM70	ALFILFILM_20050202.1025-E26-50
EM71	ALFILFILM_20050202.1025-E27-51
EM72	ALFILFILM_20050202.1025-E25-52
EM73	ALFILFILM_20050202.1025-E28-53
EM74	ALFILFILM_20050202.1025-E25-54
EM75	ALFILFILM_20050202.1025-E29-55
EM76	ALFILFILM_20050202.1025-E30-56
EM1	ALFILFILM_20050202.1025-E31-57
EM2	ALFILFILM_20050202.1025-E32-58
EM77	ALFILFILM_20050202.1025-E36-59
EM4	ALFILFILM_20050202.1025-E33-60
EM78	ALFILFILM_20050202.1025-E33-61
EM6	ALFILFILM_20050202.1025-E33-62
EM7	ALFILFILM_20050202.1025-E34-63
EM8	ALFILFILM_20050202.1025-E34-64
EM9	ALFILFILM_20050202.1025-E35-65
EM10	ALFILFILM_20050202.1025-E37-66
EM11	ALFILFILM_20050202.1025-E38-67
EM12	ALFILFILM_20050202.1025-E39-68
EM13	ALFILFILM_20050202.1025-E40-69
EM14	ALFILFILM_20050202.1025-E41-70
EM79	ALFILFILM_20050202.1025-E3-71
EM16	ALFILFILM_20050202.1025-E42-72
R3	ALFILFILM_20050202.1025-R1
RM3	ALFILFILM_20050202.1025-R1-1
Q1	ALFILFILM_20050202.1025-T1
Q3	ALFILFILM_20050202.1025-V1
Q4	ALFILFILM_20050202.1025-T2
Q5	ALFILFILM_20050202.1025-T3
Q2	ALFILFILM_20050202.1025-T4
QM3	ALFILFILM_20050202.1025-V1-1
