CE3	AZZAMOH_20041204.1015-CE1
CE4	AZZAMOH_20041204.1015-CE2
CE5	AZZAMOH_20041204.1015-CE3
CE8	AZZAMOH_20041204.1015-CE4
CE9	AZZAMOH_20041204.1015-CE5
CE10	AZZAMOH_20041204.1015-CE6
CE11	AZZAMOH_20041204.1015-CE7
CE12	AZZAMOH_20041204.1015-CE8
CE14	AZZAMOH_20041204.1015-CE9
CE15	AZZAMOH_20041204.1015-CE10
CE16	AZZAMOH_20041204.1015-CE11
CE17	AZZAMOH_20041204.1015-CE12
CE1	AZZAMOH_20041204.1015-CE13
CE18	AZZAMOH_20041204.1015-CE14
CE19	AZZAMOH_20041204.1015-CE15
CE20	AZZAMOH_20041204.1015-CE16
CE21	AZZAMOH_20041204.1015-CE17
CE2	AZZAMOH_20041204.1015-CE18
CE22	AZZAMOH_20041204.1015-CE19
CE23	AZZAMOH_20041204.1015-CE20
CE24	AZZAMOH_20041204.1015-CE21
CE25	AZZAMOH_20041204.1015-CE22
E4	AZZAMOH_20041204.1015-E1
E5	AZZAMOH_20041204.1015-E2
E6	AZZAMOH_20041204.1015-E3
E9	AZZAMOH_20041204.1015-E4
E10	AZZAMOH_20041204.1015-E5
E11	AZZAMOH_20041204.1015-E6
E12	AZZAMOH_20041204.1015-E7
E13	AZZAMOH_20041204.1015-E8
E14	AZZAMOH_20041204.1015-E9
E15	AZZAMOH_20041204.1015-E10
E16	AZZAMOH_20041204.1015-E11
E18	AZZAMOH_20041204.1015-E12
E19	AZZAMOH_20041204.1015-E13
E1	AZZAMOH_20041204.1015-E14
E20	AZZAMOH_20041204.1015-E15
E21	AZZAMOH_20041204.1015-E16
E22	AZZAMOH_20041204.1015-E17
E25	AZZAMOH_20041204.1015-E18
E26	AZZAMOH_20041204.1015-E19
E27	AZZAMOH_20041204.1015-E20
E28	AZZAMOH_20041204.1015-E21
E29	AZZAMOH_20041204.1015-E22
E2	AZZAMOH_20041204.1015-E23
E30	AZZAMOH_20041204.1015-E24
E31	AZZAMOH_20041204.1015-E25
E32	AZZAMOH_20041204.1015-E26
E33	AZZAMOH_20041204.1015-E27
E3	AZZAMOH_20041204.1015-E28
EM1	AZZAMOH_20041204.1015-E14-1
EM28	AZZAMOH_20041204.1015-E14-2
EM29	AZZAMOH_20041204.1015-E14-3
EM30	AZZAMOH_20041204.1015-E14-4
EM31	AZZAMOH_20041204.1015-E14-5
EM32	AZZAMOH_20041204.1015-E1-6
EM33	AZZAMOH_20041204.1015-E1-7
EM34	AZZAMOH_20041204.1015-E2-8
EM35	AZZAMOH_20041204.1015-E3-9
EM36	AZZAMOH_20041204.1015-E14-10
EM37	AZZAMOH_20041204.1015-E14-11
EM38	AZZAMOH_20041204.1015-E14-12
EM39	AZZAMOH_20041204.1015-E14-13
EM40	AZZAMOH_20041204.1015-E14-14
EM42	AZZAMOH_20041204.1015-E2-15
EM43	AZZAMOH_20041204.1015-E14-16
EM44	AZZAMOH_20041204.1015-E14-17
EM45	AZZAMOH_20041204.1015-E14-18
EM46	AZZAMOH_20041204.1015-E14-19
EM47	AZZAMOH_20041204.1015-E14-20
EM48	AZZAMOH_20041204.1015-E14-21
EM49	AZZAMOH_20041204.1015-E14-22
EM50	AZZAMOH_20041204.1015-E4-23
EM51	AZZAMOH_20041204.1015-E5-24
EM52	AZZAMOH_20041204.1015-E6-25
EM53	AZZAMOH_20041204.1015-E7-26
EM54	AZZAMOH_20041204.1015-E7-27
EM55	AZZAMOH_20041204.1015-E14-28
EM56	AZZAMOH_20041204.1015-E14-29
EM57	AZZAMOH_20041204.1015-E8-30
EM58	AZZAMOH_20041204.1015-E9-31
EM59	AZZAMOH_20041204.1015-E10-32
EM60	AZZAMOH_20041204.1015-E14-33
EM61	AZZAMOH_20041204.1015-E14-34
EM62	AZZAMOH_20041204.1015-E14-35
EM63	AZZAMOH_20041204.1015-E4-36
EM64	AZZAMOH_20041204.1015-E14-37
EM65	AZZAMOH_20041204.1015-E14-38
EM66	AZZAMOH_20041204.1015-E14-39
EM67	AZZAMOH_20041204.1015-E14-40
EM68	AZZAMOH_20041204.1015-E3-41
EM69	AZZAMOH_20041204.1015-E11-42
EM70	AZZAMOH_20041204.1015-E11-43
EM73	AZZAMOH_20041204.1015-E11-44
EM74	AZZAMOH_20041204.1015-E12-45
EM75	AZZAMOH_20041204.1015-E11-46
EM76	AZZAMOH_20041204.1015-E13-47
EM77	AZZAMOH_20041204.1015-E11-48
EM78	AZZAMOH_20041204.1015-E12-49
EM79	AZZAMOH_20041204.1015-E11-50
EM80	AZZAMOH_20041204.1015-E14-51
EM82	AZZAMOH_20041204.1015-E14-52
EM83	AZZAMOH_20041204.1015-E14-53
EM84	AZZAMOH_20041204.1015-E7-54
EM85	AZZAMOH_20041204.1015-E7-55
EM86	AZZAMOH_20041204.1015-E15-56
EM87	AZZAMOH_20041204.1015-E14-57
EM134	AZZAMOH_20041204.1015-E14-58
EM88	AZZAMOH_20041204.1015-E15-59
EM89	AZZAMOH_20041204.1015-E16-60
EM90	AZZAMOH_20041204.1015-E16-61
EM91	AZZAMOH_20041204.1015-E16-62
EM92	AZZAMOH_20041204.1015-E16-63
EM93	AZZAMOH_20041204.1015-E14-64
