CE11	ALFILFILM_20050215.0535-CE1
CE12	ALFILFILM_20050215.0535-CE2
CE13	ALFILFILM_20050215.0535-CE3
CE14	ALFILFILM_20050215.0535-CE4
CE15	ALFILFILM_20050215.0535-CE5
CE16	ALFILFILM_20050215.0535-CE6
CE17	ALFILFILM_20050215.0535-CE7
CE18	ALFILFILM_20050215.0535-CE8
CE19	ALFILFILM_20050215.0535-CE9
CE20	ALFILFILM_20050215.0535-CE10
CE21	ALFILFILM_20050215.0535-CE11
CE22	ALFILFILM_20050215.0535-CE12
CE23	ALFILFILM_20050215.0535-CE13
CE1	ALFILFILM_20050215.0535-CE14
CE2	ALFILFILM_20050215.0535-CE15
CE3	ALFILFILM_20050215.0535-CE16
CE4	ALFILFILM_20050215.0535-CE17
CE5	ALFILFILM_20050215.0535-CE18
CE6	ALFILFILM_20050215.0535-CE19
CE7	ALFILFILM_20050215.0535-CE20
CE8	ALFILFILM_20050215.0535-CE21
CE9	ALFILFILM_20050215.0535-CE22
CE10	ALFILFILM_20050215.0535-CE23
E11	ALFILFILM_20050215.0535-E1
E12	ALFILFILM_20050215.0535-E2
E13	ALFILFILM_20050215.0535-E3
E14	ALFILFILM_20050215.0535-E4
E15	ALFILFILM_20050215.0535-E5
E16	ALFILFILM_20050215.0535-E6
E17	ALFILFILM_20050215.0535-E7
E18	ALFILFILM_20050215.0535-E8
E19	ALFILFILM_20050215.0535-E9
E20	ALFILFILM_20050215.0535-E10
E21	ALFILFILM_20050215.0535-E11
E22	ALFILFILM_20050215.0535-E12
E23	ALFILFILM_20050215.0535-E13
E24	ALFILFILM_20050215.0535-E14
E25	ALFILFILM_20050215.0535-E15
E26	ALFILFILM_20050215.0535-E16
E27	ALFILFILM_20050215.0535-E17
E28	ALFILFILM_20050215.0535-E18
E29	ALFILFILM_20050215.0535-E19
E30	ALFILFILM_20050215.0535-E20
E1	ALFILFILM_20050215.0535-E21
E2	ALFILFILM_20050215.0535-E22
E3	ALFILFILM_20050215.0535-E23
E4	ALFILFILM_20050215.0535-E24
E5	ALFILFILM_20050215.0535-E25
E6	ALFILFILM_20050215.0535-E26
E7	ALFILFILM_20050215.0535-E27
E8	ALFILFILM_20050215.0535-E28
E9	ALFILFILM_20050215.0535-E29
E10	ALFILFILM_20050215.0535-E30
EM1	ALFILFILM_20050215.0535-E21-1
EM21	ALFILFILM_20050215.0535-E3-2
EM22	ALFILFILM_20050215.0535-E2-3
EM23	ALFILFILM_20050215.0535-E4-4
EM25	ALFILFILM_20050215.0535-E6-5
EM27	ALFILFILM_20050215.0535-E7-6
EM28	ALFILFILM_20050215.0535-E5-7
EM29	ALFILFILM_20050215.0535-E9-8
EM30	ALFILFILM_20050215.0535-E8-9
EM31	ALFILFILM_20050215.0535-E11-10
EM32	ALFILFILM_20050215.0535-E10-11
EM33	ALFILFILM_20050215.0535-E13-12
EM34	ALFILFILM_20050215.0535-E12-13
EM35	ALFILFILM_20050215.0535-E14-14
EM36	ALFILFILM_20050215.0535-E15-15
EM37	ALFILFILM_20050215.0535-E16-16
EM38	ALFILFILM_20050215.0535-E17-17
EM39	ALFILFILM_20050215.0535-E24-18
EM40	ALFILFILM_20050215.0535-E18-19
EM41	ALFILFILM_20050215.0535-E1-20
EM42	ALFILFILM_20050215.0535-E20-21
EM3	ALFILFILM_20050215.0535-E22-22
EM4	ALFILFILM_20050215.0535-E23-23
EM5	ALFILFILM_20050215.0535-E21-24
EM6	ALFILFILM_20050215.0535-E21-25
EM7	ALFILFILM_20050215.0535-E22-26
EM8	ALFILFILM_20050215.0535-E24-27
EM9	ALFILFILM_20050215.0535-E25-28
EM10	ALFILFILM_20050215.0535-E26-29
EM11	ALFILFILM_20050215.0535-E24-30
EM12	ALFILFILM_20050215.0535-E27-31
EM13	ALFILFILM_20050215.0535-E28-32
EM14	ALFILFILM_20050215.0535-E25-33
EM15	ALFILFILM_20050215.0535-E29-34
EM16	ALFILFILM_20050215.0535-E24-35
EM17	ALFILFILM_20050215.0535-E19-36
EM18	ALFILFILM_20050215.0535-E30-37
EM19	ALFILFILM_20050215.0535-E30-38
EM20	ALFILFILM_20050215.0535-E1-39
R3	ALFILFILM_20050215.0535-R1
R1	ALFILFILM_20050215.0535-R2
R2	ALFILFILM_20050215.0535-R3
RM1	ALFILFILM_20050215.0535-R2-1
RM2	ALFILFILM_20050215.0535-R3-1
RM3	ALFILFILM_20050215.0535-R1-1
Q1	ALFILFILM_20050215.0535-T1
Q2	ALFILFILM_20050215.0535-T2
Q3	ALFILFILM_20050215.0535-T3
