CE7	ALFILFILM_20050205.0832-CE1
CE8	ALFILFILM_20050205.0832-CE2
CE9	ALFILFILM_20050205.0832-CE3
CE10	ALFILFILM_20050205.0832-CE4
CE11	ALFILFILM_20050205.0832-CE5
CE12	ALFILFILM_20050205.0832-CE6
CE13	ALFILFILM_20050205.0832-CE7
CE14	ALFILFILM_20050205.0832-CE8
CE1	ALFILFILM_20050205.0832-CE9
CE2	ALFILFILM_20050205.0832-CE10
CE3	ALFILFILM_20050205.0832-CE11
CE4	ALFILFILM_20050205.0832-CE12
CE5	ALFILFILM_20050205.0832-CE13
CE6	ALFILFILM_20050205.0832-CE14
E12	ALFILFILM_20050205.0832-E1
E13	ALFILFILM_20050205.0832-E2
E14	ALFILFILM_20050205.0832-E3
E15	ALFILFILM_20050205.0832-E4
E16	ALFILFILM_20050205.0832-E5
E17	ALFILFILM_20050205.0832-E6
E18	ALFILFILM_20050205.0832-E7
E22	ALFILFILM_20050205.0832-E8
E19	ALFILFILM_20050205.0832-E9
E20	ALFILFILM_20050205.0832-E10
E21	ALFILFILM_20050205.0832-E11
E1	ALFILFILM_20050205.0832-E12
E2	ALFILFILM_20050205.0832-E13
E3	ALFILFILM_20050205.0832-E14
E4	ALFILFILM_20050205.0832-E15
E5	ALFILFILM_20050205.0832-E16
E6	ALFILFILM_20050205.0832-E17
E7	ALFILFILM_20050205.0832-E18
E8	ALFILFILM_20050205.0832-E19
E9	ALFILFILM_20050205.0832-E20
E10	ALFILFILM_20050205.0832-E21
E11	ALFILFILM_20050205.0832-E22
EM1	ALFILFILM_20050205.0832-E12-1
EM22	ALFILFILM_20050205.0832-E1-2
EM23	ALFILFILM_20050205.0832-E18-3
EM24	ALFILFILM_20050205.0832-E18-4
EM25	ALFILFILM_20050205.0832-E20-5
EM26	ALFILFILM_20050205.0832-E2-6
EM27	ALFILFILM_20050205.0832-E2-7
EM28	ALFILFILM_20050205.0832-E20-8
EM29	ALFILFILM_20050205.0832-E18-9
EM30	ALFILFILM_20050205.0832-E18-10
EM31	ALFILFILM_20050205.0832-E18-11
EM32	ALFILFILM_20050205.0832-E3-12
EM33	ALFILFILM_20050205.0832-E20-13
EM34	ALFILFILM_20050205.0832-E20-14
EM35	ALFILFILM_20050205.0832-E22-15
EM69	ALFILFILM_20050205.0832-E8-16
EM37	ALFILFILM_20050205.0832-E20-17
EM38	ALFILFILM_20050205.0832-E4-18
EM39	ALFILFILM_20050205.0832-E5-19
EM41	ALFILFILM_20050205.0832-E6-20
EM42	ALFILFILM_20050205.0832-E4-21
EM43	ALFILFILM_20050205.0832-E6-22
EM44	ALFILFILM_20050205.0832-E7-23
EM45	ALFILFILM_20050205.0832-E6-24
EM46	ALFILFILM_20050205.0832-E7-25
EM47	ALFILFILM_20050205.0832-E7-26
EM48	ALFILFILM_20050205.0832-E6-27
EM49	ALFILFILM_20050205.0832-E5-28
EM50	ALFILFILM_20050205.0832-E6-29
EM51	ALFILFILM_20050205.0832-E7-30
EM52	ALFILFILM_20050205.0832-E6-31
EM53	ALFILFILM_20050205.0832-E6-32
EM54	ALFILFILM_20050205.0832-E5-33
EM55	ALFILFILM_20050205.0832-E6-34
EM56	ALFILFILM_20050205.0832-E6-35
EM57	ALFILFILM_20050205.0832-E22-36
EM58	ALFILFILM_20050205.0832-E6-37
EM59	ALFILFILM_20050205.0832-E6-38
EM61	ALFILFILM_20050205.0832-E9-39
EM62	ALFILFILM_20050205.0832-E10-40
EM63	ALFILFILM_20050205.0832-E20-41
EM64	ALFILFILM_20050205.0832-E20-42
EM65	ALFILFILM_20050205.0832-E11-43
EM66	ALFILFILM_20050205.0832-E20-44
EM67	ALFILFILM_20050205.0832-E20-45
EM68	ALFILFILM_20050205.0832-E16-46
EM2	ALFILFILM_20050205.0832-E14-47
EM3	ALFILFILM_20050205.0832-E13-48
EM4	ALFILFILM_20050205.0832-E15-49
EM5	ALFILFILM_20050205.0832-E16-50
EM6	ALFILFILM_20050205.0832-E17-51
EM7	ALFILFILM_20050205.0832-E19-52
EM8	ALFILFILM_20050205.0832-E16-53
EM9	ALFILFILM_20050205.0832-E12-54
EM10	ALFILFILM_20050205.0832-E20-55
EM11	ALFILFILM_20050205.0832-E12-56
EM12	ALFILFILM_20050205.0832-E21-57
EM13	ALFILFILM_20050205.0832-E20-58
EM14	ALFILFILM_20050205.0832-E20-59
EM15	ALFILFILM_20050205.0832-E22-60
EM16	ALFILFILM_20050205.0832-E22-61
EM17	ALFILFILM_20050205.0832-E22-62
EM18	ALFILFILM_20050205.0832-E20-63
EM19	ALFILFILM_20050205.0832-E22-64
EM20	ALFILFILM_20050205.0832-E20-65
EM21	ALFILFILM_20050205.0832-E12-66
R1	ALFILFILM_20050205.0832-R1
R3	ALFILFILM_20050205.0832-R2
R4	ALFILFILM_20050205.0832-R3
RM1	ALFILFILM_20050205.0832-R1-1
RM3	ALFILFILM_20050205.0832-R2-1
RM4	ALFILFILM_20050205.0832-R3-1
V1	ALFILFILM_20050205.0832-EV1
V2	ALFILFILM_20050205.0832-EV2
V3	ALFILFILM_20050205.0832-EV3
VM1	ALFILFILM_20050205.0832-EV1-1
VM2	ALFILFILM_20050205.0832-EV2-1
VM3	ALFILFILM_20050205.0832-EV3-1
Q1	ALFILFILM_20050205.0832-T1
Q2	ALFILFILM_20050205.0832-T2
Q3	ALFILFILM_20050205.0832-V1
Q4	ALFILFILM_20050205.0832-T3
QM3	ALFILFILM_20050205.0832-V1-1
