CE6	ALFILFILM_20050226.1400-CE1
CE7	ALFILFILM_20050226.1400-CE2
CE8	ALFILFILM_20050226.1400-CE3
CE9	ALFILFILM_20050226.1400-CE4
CE10	ALFILFILM_20050226.1400-CE5
CE11	ALFILFILM_20050226.1400-CE6
CE12	ALFILFILM_20050226.1400-CE7
CE13	ALFILFILM_20050226.1400-CE8
CE14	ALFILFILM_20050226.1400-CE9
CE15	ALFILFILM_20050226.1400-CE10
CE16	ALFILFILM_20050226.1400-CE11
CE17	ALFILFILM_20050226.1400-CE12
CE18	ALFILFILM_20050226.1400-CE13
CE19	ALFILFILM_20050226.1400-CE14
CE20	ALFILFILM_20050226.1400-CE15
CE21	ALFILFILM_20050226.1400-CE16
CE22	ALFILFILM_20050226.1400-CE17
CE1	ALFILFILM_20050226.1400-CE18
CE23	ALFILFILM_20050226.1400-CE19
CE24	ALFILFILM_20050226.1400-CE20
CE25	ALFILFILM_20050226.1400-CE21
CE26	ALFILFILM_20050226.1400-CE22
CE27	ALFILFILM_20050226.1400-CE23
CE39	ALFILFILM_20050226.1400-CE24
CE30	ALFILFILM_20050226.1400-CE25
CE31	ALFILFILM_20050226.1400-CE26
CE32	ALFILFILM_20050226.1400-CE27
CE33	ALFILFILM_20050226.1400-CE28
CE34	ALFILFILM_20050226.1400-CE29
CE35	ALFILFILM_20050226.1400-CE30
CE36	ALFILFILM_20050226.1400-CE31
CE37	ALFILFILM_20050226.1400-CE32
CE38	ALFILFILM_20050226.1400-CE33
CE2	ALFILFILM_20050226.1400-CE34
CE3	ALFILFILM_20050226.1400-CE35
CE4	ALFILFILM_20050226.1400-CE36
CE5	ALFILFILM_20050226.1400-CE37
E15	ALFILFILM_20050226.1400-E1
E16	ALFILFILM_20050226.1400-E2
E17	ALFILFILM_20050226.1400-E3
E18	ALFILFILM_20050226.1400-E4
E19	ALFILFILM_20050226.1400-E5
E20	ALFILFILM_20050226.1400-E6
E21	ALFILFILM_20050226.1400-E7
E22	ALFILFILM_20050226.1400-E8
E23	ALFILFILM_20050226.1400-E9
E24	ALFILFILM_20050226.1400-E10
E25	ALFILFILM_20050226.1400-E11
E26	ALFILFILM_20050226.1400-E12
E27	ALFILFILM_20050226.1400-E13
E28	ALFILFILM_20050226.1400-E14
E1	ALFILFILM_20050226.1400-E15
E29	ALFILFILM_20050226.1400-E16
E30	ALFILFILM_20050226.1400-E17
E31	ALFILFILM_20050226.1400-E18
E32	ALFILFILM_20050226.1400-E19
E33	ALFILFILM_20050226.1400-E20
E34	ALFILFILM_20050226.1400-E21
E35	ALFILFILM_20050226.1400-E22
E36	ALFILFILM_20050226.1400-E23
E37	ALFILFILM_20050226.1400-E24
E38	ALFILFILM_20050226.1400-E25
E56	ALFILFILM_20050226.1400-E26
E41	ALFILFILM_20050226.1400-E27
E42	ALFILFILM_20050226.1400-E28
E43	ALFILFILM_20050226.1400-E29
E44	ALFILFILM_20050226.1400-E30
E45	ALFILFILM_20050226.1400-E31
E46	ALFILFILM_20050226.1400-E32
E47	ALFILFILM_20050226.1400-E33
E48	ALFILFILM_20050226.1400-E34
E49	ALFILFILM_20050226.1400-E35
E50	ALFILFILM_20050226.1400-E36
E51	ALFILFILM_20050226.1400-E37
E53	ALFILFILM_20050226.1400-E38
E54	ALFILFILM_20050226.1400-E39
E55	ALFILFILM_20050226.1400-E40
E3	ALFILFILM_20050226.1400-E41
E4	ALFILFILM_20050226.1400-E42
E5	ALFILFILM_20050226.1400-E43
E6	ALFILFILM_20050226.1400-E44
E7	ALFILFILM_20050226.1400-E45
E8	ALFILFILM_20050226.1400-E46
E9	ALFILFILM_20050226.1400-E47
