CE10	ALFILFILM_20050203.1756-CE1
CE9	ALFILFILM_20050203.1756-CE2
CE1	ALFILFILM_20050203.1756-CE3
CE2	ALFILFILM_20050203.1756-CE4
CE3	ALFILFILM_20050203.1756-CE5
CE4	ALFILFILM_20050203.1756-CE6
CE5	ALFILFILM_20050203.1756-CE7
CE6	ALFILFILM_20050203.1756-CE8
CE7	ALFILFILM_20050203.1756-CE9
CE8	ALFILFILM_20050203.1756-CE10
E14	ALFILFILM_20050203.1756-E1
E13	ALFILFILM_20050203.1756-E2
E1	ALFILFILM_20050203.1756-E3
E2	ALFILFILM_20050203.1756-E4
E3	ALFILFILM_20050203.1756-E5
E4	ALFILFILM_20050203.1756-E6
E5	ALFILFILM_20050203.1756-E7
E6	ALFILFILM_20050203.1756-E8
E7	ALFILFILM_20050203.1756-E9
E8	ALFILFILM_20050203.1756-E10
E9	ALFILFILM_20050203.1756-E11
E10	ALFILFILM_20050203.1756-E12
E11	ALFILFILM_20050203.1756-E13
E12	ALFILFILM_20050203.1756-E14
EM1	ALFILFILM_20050203.1756-E4-1
EM21	ALFILFILM_20050203.1756-E13-2
EM22	ALFILFILM_20050203.1756-E13-3
EM47	ALFILFILM_20050203.1756-E1-4
EM24	ALFILFILM_20050203.1756-E11-5
EM25	ALFILFILM_20050203.1756-E13-6
EM28	ALFILFILM_20050203.1756-E13-7
EM29	ALFILFILM_20050203.1756-E11-8
EM30	ALFILFILM_20050203.1756-E13-9
EM31	ALFILFILM_20050203.1756-E13-10
EM32	ALFILFILM_20050203.1756-E11-11
EM34	ALFILFILM_20050203.1756-E11-12
EM36	ALFILFILM_20050203.1756-E2-13
EM37	ALFILFILM_20050203.1756-E11-14
EM38	ALFILFILM_20050203.1756-E11-15
EM42	ALFILFILM_20050203.1756-E13-16
EM43	ALFILFILM_20050203.1756-E13-17
EM44	ALFILFILM_20050203.1756-E11-18
EM45	ALFILFILM_20050203.1756-E11-19
EM2	ALFILFILM_20050203.1756-E3-20
EM3	ALFILFILM_20050203.1756-E3-21
EM4	ALFILFILM_20050203.1756-E3-22
EM5	ALFILFILM_20050203.1756-E3-23
EM6	ALFILFILM_20050203.1756-E3-24
EM7	ALFILFILM_20050203.1756-E5-25
EM8	ALFILFILM_20050203.1756-E6-26
EM46	ALFILFILM_20050203.1756-E13-27
EM10	ALFILFILM_20050203.1756-E3-28
EM11	ALFILFILM_20050203.1756-E3-29
EM12	ALFILFILM_20050203.1756-E8-30
EM13	ALFILFILM_20050203.1756-E9-31
EM14	ALFILFILM_20050203.1756-E7-32
EM15	ALFILFILM_20050203.1756-E10-33
EM16	ALFILFILM_20050203.1756-E12-34
EM17	ALFILFILM_20050203.1756-E11-35
EM18	ALFILFILM_20050203.1756-E14-36
EM19	ALFILFILM_20050203.1756-E13-37
EM20	ALFILFILM_20050203.1756-E13-38
R1	ALFILFILM_20050203.1756-R1
R2	ALFILFILM_20050203.1756-R2
R3	ALFILFILM_20050203.1756-R3
R4	ALFILFILM_20050203.1756-R4
R5	ALFILFILM_20050203.1756-R5
R6	ALFILFILM_20050203.1756-R6
RM1	ALFILFILM_20050203.1756-R1-1
RM2	ALFILFILM_20050203.1756-R2-1
RM4	ALFILFILM_20050203.1756-R3-1
RM5	ALFILFILM_20050203.1756-R4-1
RM6	ALFILFILM_20050203.1756-R5-1
RM7	ALFILFILM_20050203.1756-R4-2
V1	ALFILFILM_20050203.1756-EV1
V2	ALFILFILM_20050203.1756-EV2
VM1	ALFILFILM_20050203.1756-EV1-1
VM2	ALFILFILM_20050203.1756-EV2-1
Q1	ALFILFILM_20050203.1756-T1
Q2	ALFILFILM_20050203.1756-T2
Q3	ALFILFILM_20050203.1756-T3
