CE13	fsh_29195-CE1
CE14	fsh_29195-CE2
CE16	fsh_29195-CE3
CE15	fsh_29195-CE4
CE17	fsh_29195-CE5
CE18	fsh_29195-CE6
CE19	fsh_29195-CE7
CE20	fsh_29195-CE8
CE21	fsh_29195-CE9
CE22	fsh_29195-CE10
CE23	fsh_29195-CE11
CE5	fsh_29195-CE12
CE24	fsh_29195-CE13
CE25	fsh_29195-CE14
CE26	fsh_29195-CE15
CE27	fsh_29195-CE16
CE28	fsh_29195-CE17
CE29	fsh_29195-CE18
CE30	fsh_29195-CE19
CE31	fsh_29195-CE20
CE33	fsh_29195-CE21
CE34	fsh_29195-CE22
CE35	fsh_29195-CE23
CE36	fsh_29195-CE24
CE3	fsh_29195-CE25
CE37	fsh_29195-CE26
CE2	fsh_29195-CE27
CE38	fsh_29195-CE28
CE39	fsh_29195-CE29
CE42	fsh_29195-CE30
CE43	fsh_29195-CE31
CE44	fsh_29195-CE32
CE45	fsh_29195-CE33
CE41	fsh_29195-CE34
CE32	fsh_29195-CE35
CE40	fsh_29195-CE36
CE1	fsh_29195-CE37
CE6	fsh_29195-CE38
CE4	fsh_29195-CE39
CE7	fsh_29195-CE40
CE8	fsh_29195-CE41
CE9	fsh_29195-CE42
CE10	fsh_29195-CE43
CE11	fsh_29195-CE44
CE12	fsh_29195-CE45
E11	fsh_29195-E1
E13	fsh_29195-E2
E16	fsh_29195-E3
E17	fsh_29195-E4
E18	fsh_29195-E5
E19	fsh_29195-E6
E20	fsh_29195-E7
E21	fsh_29195-E8
E22	fsh_29195-E9
E23	fsh_29195-E10
E24	fsh_29195-E11
E1	fsh_29195-E12
E26	fsh_29195-E13
E28	fsh_29195-E14
E29	fsh_29195-E15
E30	fsh_29195-E16
E92	fsh_29195-E17
E32	fsh_29195-E18
E33	fsh_29195-E19
E34	fsh_29195-E20
E35	fsh_29195-E21
E37	fsh_29195-E22
E38	fsh_29195-E23
E39	fsh_29195-E24
E42	fsh_29195-E25
E43	fsh_29195-E26
E2	fsh_29195-E27
E48	fsh_29195-E28
E52	fsh_29195-E29
E64	fsh_29195-E30
E54	fsh_29195-E31
E55	fsh_29195-E32
E57	fsh_29195-E33
E58	fsh_29195-E34
E60	fsh_29195-E35
E61	fsh_29195-E36
E62	fsh_29195-E37
E63	fsh_29195-E38
E67	fsh_29195-E39
E68	fsh_29195-E40
E70	fsh_29195-E41
E71	fsh_29195-E42
E72	fsh_29195-E43
E81	fsh_29195-E44
E85	fsh_29195-E45
E86	fsh_29195-E46
E87	fsh_29195-E47
E88	fsh_29195-E48
E89	fsh_29195-E49
E91	fsh_29195-E50
E3	fsh_29195-E51
E4	fsh_29195-E52
E5	fsh_29195-E53
E6	fsh_29195-E54
E7	fsh_29195-E55
E8	fsh_29195-E56
E9	fsh_29195-E57
E10	fsh_29195-E58
EM3	fsh_29195-E12-1
EM23	fsh_29195-E57-2
EM26	fsh_29195-E57-3
EM24	fsh_29195-E1-4
EM27	fsh_29195-E56-5
EM30	fsh_29195-E56-6
EM28	fsh_29195-E2-7
EM29	fsh_29195-E2-8
EM1	fsh_29195-E52-9
EM196	fsh_29195-E52-10
EM33	fsh_29195-E3-11
EM34	fsh_29195-E4-12
EM35	fsh_29195-E4-13
EM37	fsh_29195-E4-14
EM38	fsh_29195-E4-15
EM39	fsh_29195-E3-16
EM40	fsh_29195-E5-17
EM42	fsh_29195-E3-18
EM43	fsh_29195-E6-19
EM44	fsh_29195-E3-20
EM45	fsh_29195-E7-21
EM41	fsh_29195-E4-22
EM46	fsh_29195-E2-23
EM47	fsh_29195-E2-24
EM48	fsh_29195-E8-25
EM49	fsh_29195-E2-26
EM51	fsh_29195-E2-27
EM52	fsh_29195-E2-28
EM56	fsh_29195-E2-29
EM54	fsh_29195-E2-30
EM53	fsh_29195-E2-31
EM50	fsh_29195-E4-32
EM55	fsh_29195-E3-33
EM57	fsh_29195-E3-34
EM58	fsh_29195-E2-35
EM59	fsh_29195-E4-36
EM60	fsh_29195-E3-37
EM61	fsh_29195-E9-38
EM173	fsh_29195-E57-39
EM63	fsh_29195-E10-40
EM64	fsh_29195-E11-41
