CE12	fsh_29520-CE1
CE13	fsh_29520-CE2
CE15	fsh_29520-CE3
CE16	fsh_29520-CE4
CE18	fsh_29520-CE5
CE19	fsh_29520-CE6
CE20	fsh_29520-CE7
CE21	fsh_29520-CE8
CE22	fsh_29520-CE9
CE23	fsh_29520-CE10
CE24	fsh_29520-CE11
CE25	fsh_29520-CE12
CE26	fsh_29520-CE13
CE27	fsh_29520-CE14
CE32	fsh_29520-CE15
CE28	fsh_29520-CE16
CE3	fsh_29520-CE17
CE29	fsh_29520-CE18
CE33	fsh_29520-CE19
CE30	fsh_29520-CE20
CE31	fsh_29520-CE21
CE36	fsh_29520-CE22
CE38	fsh_29520-CE23
CE39	fsh_29520-CE24
CE40	fsh_29520-CE25
CE41	fsh_29520-CE26
CE37	fsh_29520-CE27
CE4	fsh_29520-CE28
CE35	fsh_29520-CE29
CE34	fsh_29520-CE30
CE1	fsh_29520-CE31
CE17	fsh_29520-CE32
CE14	fsh_29520-CE33
CE8	fsh_29520-CE34
CE5	fsh_29520-CE35
CE6	fsh_29520-CE36
CE7	fsh_29520-CE37
CE2	fsh_29520-CE38
CE9	fsh_29520-CE39
CE10	fsh_29520-CE40
CE11	fsh_29520-CE41
E17	fsh_29520-E1
E18	fsh_29520-E2
E21	fsh_29520-E3
E22	fsh_29520-E4
E68	fsh_29520-E5
E26	fsh_29520-E6
E69	fsh_29520-E7
E29	fsh_29520-E8
E30	fsh_29520-E9
E71	fsh_29520-E10
E32	fsh_29520-E11
E1	fsh_29520-E12
E33	fsh_29520-E13
E34	fsh_29520-E14
E35	fsh_29520-E15
E54	fsh_29520-E16
E37	fsh_29520-E17
E55	fsh_29520-E18
E38	fsh_29520-E19
E41	fsh_29520-E20
E42	fsh_29520-E21
E43	fsh_29520-E22
E56	fsh_29520-E23
E49	fsh_29520-E24
E50	fsh_29520-E25
E58	fsh_29520-E26
E59	fsh_29520-E27
E60	fsh_29520-E28
E2	fsh_29520-E29
E61	fsh_29520-E30
E63	fsh_29520-E31
E74	fsh_29520-E32
E75	fsh_29520-E33
E77	fsh_29520-E34
E3	fsh_29520-E35
E80	fsh_29520-E36
E82	fsh_29520-E37
E83	fsh_29520-E38
E65	fsh_29520-E39
E6	fsh_29520-E40
E8	fsh_29520-E41
E9	fsh_29520-E42
