CE17	CNNHL_ENG_20030402_133449.22-CE1
CE18	CNNHL_ENG_20030402_133449.22-CE2
CE19	CNNHL_ENG_20030402_133449.22-CE3
CE20	CNNHL_ENG_20030402_133449.22-CE4
CE21	CNNHL_ENG_20030402_133449.22-CE5
CE23	CNNHL_ENG_20030402_133449.22-CE6
CE26	CNNHL_ENG_20030402_133449.22-CE7
CE22	CNNHL_ENG_20030402_133449.22-CE8
CE24	CNNHL_ENG_20030402_133449.22-CE9
CE25	CNNHL_ENG_20030402_133449.22-CE10
CE28	CNNHL_ENG_20030402_133449.22-CE11
CE29	CNNHL_ENG_20030402_133449.22-CE12
CE30	CNNHL_ENG_20030402_133449.22-CE13
CE31	CNNHL_ENG_20030402_133449.22-CE14
CE32	CNNHL_ENG_20030402_133449.22-CE15
CE33	CNNHL_ENG_20030402_133449.22-CE16
CE34	CNNHL_ENG_20030402_133449.22-CE17
CE35	CNNHL_ENG_20030402_133449.22-CE18
CE36	CNNHL_ENG_20030402_133449.22-CE19
CE37	CNNHL_ENG_20030402_133449.22-CE20
CE38	CNNHL_ENG_20030402_133449.22-CE21
CE39	CNNHL_ENG_20030402_133449.22-CE22
CE40	CNNHL_ENG_20030402_133449.22-CE23
CE41	CNNHL_ENG_20030402_133449.22-CE24
CE43	CNNHL_ENG_20030402_133449.22-CE25
CE44	CNNHL_ENG_20030402_133449.22-CE26
CE46	CNNHL_ENG_20030402_133449.22-CE27
CE5	CNNHL_ENG_20030402_133449.22-CE28
CE13	CNNHL_ENG_20030402_133449.22-CE29
CE27	CNNHL_ENG_20030402_133449.22-CE30
CE48	CNNHL_ENG_20030402_133449.22-CE31
CE4	CNNHL_ENG_20030402_133449.22-CE32
CE47	CNNHL_ENG_20030402_133449.22-CE33
CE49	CNNHL_ENG_20030402_133449.22-CE34
CE50	CNNHL_ENG_20030402_133449.22-CE35
CE51	CNNHL_ENG_20030402_133449.22-CE36
CE45	CNNHL_ENG_20030402_133449.22-CE37
CE7	CNNHL_ENG_20030402_133449.22-CE38
CE1	CNNHL_ENG_20030402_133449.22-CE39
CE2	CNNHL_ENG_20030402_133449.22-CE40
CE8	CNNHL_ENG_20030402_133449.22-CE41
CE9	CNNHL_ENG_20030402_133449.22-CE42
CE6	CNNHL_ENG_20030402_133449.22-CE43
CE10	CNNHL_ENG_20030402_133449.22-CE44
CE11	CNNHL_ENG_20030402_133449.22-CE45
CE12	CNNHL_ENG_20030402_133449.22-CE46
CE42	CNNHL_ENG_20030402_133449.22-CE47
CE14	CNNHL_ENG_20030402_133449.22-CE48
CE15	CNNHL_ENG_20030402_133449.22-CE49
CE3	CNNHL_ENG_20030402_133449.22-CE50
CE16	CNNHL_ENG_20030402_133449.22-CE51
E16	CNNHL_ENG_20030402_133449.22-E1
E17	CNNHL_ENG_20030402_133449.22-E2
E18	CNNHL_ENG_20030402_133449.22-E3
E19	CNNHL_ENG_20030402_133449.22-E4
E20	CNNHL_ENG_20030402_133449.22-E5
E21	CNNHL_ENG_20030402_133449.22-E6
E22	CNNHL_ENG_20030402_133449.22-E7
E23	CNNHL_ENG_20030402_133449.22-E8
E79	CNNHL_ENG_20030402_133449.22-E9
E25	CNNHL_ENG_20030402_133449.22-E10
E26	CNNHL_ENG_20030402_133449.22-E11
E27	CNNHL_ENG_20030402_133449.22-E12
E28	CNNHL_ENG_20030402_133449.22-E13
E29	CNNHL_ENG_20030402_133449.22-E14
E30	CNNHL_ENG_20030402_133449.22-E15
E31	CNNHL_ENG_20030402_133449.22-E16
E32	CNNHL_ENG_20030402_133449.22-E17
E33	CNNHL_ENG_20030402_133449.22-E18
E35	CNNHL_ENG_20030402_133449.22-E19
E36	CNNHL_ENG_20030402_133449.22-E20
E37	CNNHL_ENG_20030402_133449.22-E21
E38	CNNHL_ENG_20030402_133449.22-E22
E39	CNNHL_ENG_20030402_133449.22-E23
E43	CNNHL_ENG_20030402_133449.22-E24
E44	CNNHL_ENG_20030402_133449.22-E25
E45	CNNHL_ENG_20030402_133449.22-E26
E46	CNNHL_ENG_20030402_133449.22-E27
E47	CNNHL_ENG_20030402_133449.22-E28
E48	CNNHL_ENG_20030402_133449.22-E29
E83	CNNHL_ENG_20030402_133449.22-E30
E49	CNNHL_ENG_20030402_133449.22-E31
E50	CNNHL_ENG_20030402_133449.22-E32
E51	CNNHL_ENG_20030402_133449.22-E33
E54	CNNHL_ENG_20030402_133449.22-E34
E55	CNNHL_ENG_20030402_133449.22-E35
E57	CNNHL_ENG_20030402_133449.22-E36
E58	CNNHL_ENG_20030402_133449.22-E37
E60	CNNHL_ENG_20030402_133449.22-E38
E62	CNNHL_ENG_20030402_133449.22-E39
E64	CNNHL_ENG_20030402_133449.22-E40
E66	CNNHL_ENG_20030402_133449.22-E41
