CE14	CNNHL_ENG_20030415_193729.5-CE1
CE15	CNNHL_ENG_20030415_193729.5-CE2
CE5	CNNHL_ENG_20030415_193729.5-CE3
CE16	CNNHL_ENG_20030415_193729.5-CE4
CE4	CNNHL_ENG_20030415_193729.5-CE5
CE17	CNNHL_ENG_20030415_193729.5-CE6
CE18	CNNHL_ENG_20030415_193729.5-CE7
CE3	CNNHL_ENG_20030415_193729.5-CE8
CE1	CNNHL_ENG_20030415_193729.5-CE9
CE9	CNNHL_ENG_20030415_193729.5-CE10
CE7	CNNHL_ENG_20030415_193729.5-CE11
CE2	CNNHL_ENG_20030415_193729.5-CE12
CE12	CNNHL_ENG_20030415_193729.5-CE13
CE8	CNNHL_ENG_20030415_193729.5-CE14
CE10	CNNHL_ENG_20030415_193729.5-CE15
CE6	CNNHL_ENG_20030415_193729.5-CE16
CE11	CNNHL_ENG_20030415_193729.5-CE17
CE13	CNNHL_ENG_20030415_193729.5-CE18
E19	CNNHL_ENG_20030415_193729.5-E1
E20	CNNHL_ENG_20030415_193729.5-E2
E23	CNNHL_ENG_20030415_193729.5-E3
E24	CNNHL_ENG_20030415_193729.5-E4
E25	CNNHL_ENG_20030415_193729.5-E5
E29	CNNHL_ENG_20030415_193729.5-E6
E30	CNNHL_ENG_20030415_193729.5-E7
E31	CNNHL_ENG_20030415_193729.5-E8
E32	CNNHL_ENG_20030415_193729.5-E9
E33	CNNHL_ENG_20030415_193729.5-E10
E38	CNNHL_ENG_20030415_193729.5-E11
E39	CNNHL_ENG_20030415_193729.5-E12
E4	CNNHL_ENG_20030415_193729.5-E13
E34	CNNHL_ENG_20030415_193729.5-E14
E6	CNNHL_ENG_20030415_193729.5-E15
E7	CNNHL_ENG_20030415_193729.5-E16
E9	CNNHL_ENG_20030415_193729.5-E17
E35	CNNHL_ENG_20030415_193729.5-E18
E12	CNNHL_ENG_20030415_193729.5-E19
E13	CNNHL_ENG_20030415_193729.5-E20
E14	CNNHL_ENG_20030415_193729.5-E21
E15	CNNHL_ENG_20030415_193729.5-E22
E16	CNNHL_ENG_20030415_193729.5-E23
E17	CNNHL_ENG_20030415_193729.5-E24
E18	CNNHL_ENG_20030415_193729.5-E25
EM16	CNNHL_ENG_20030415_193729.5-E1-1
EM17	CNNHL_ENG_20030415_193729.5-E2-2
EM18	CNNHL_ENG_20030415_193729.5-E22-3
EM21	CNNHL_ENG_20030415_193729.5-E3-4
EM23	CNNHL_ENG_20030415_193729.5-E4-5
EM24	CNNHL_ENG_20030415_193729.5-E4-6
EM26	CNNHL_ENG_20030415_193729.5-E5-7
EM20	CNNHL_ENG_20030415_193729.5-E15-8
EM25	CNNHL_ENG_20030415_193729.5-E6-9
EM27	CNNHL_ENG_20030415_193729.5-E7-10
EM28	CNNHL_ENG_20030415_193729.5-E22-11
EM29	CNNHL_ENG_20030415_193729.5-E8-12
EM30	CNNHL_ENG_20030415_193729.5-E9-13
EM31	CNNHL_ENG_20030415_193729.5-E10-14
EM3	CNNHL_ENG_20030415_193729.5-E11-15
EM19	CNNHL_ENG_20030415_193729.5-E15-16
EM22	CNNHL_ENG_20030415_193729.5-E12-17
EM1	CNNHL_ENG_20030415_193729.5-E22-18
EM2	CNNHL_ENG_20030415_193729.5-E13-19
EM7	CNNHL_ENG_20030415_193729.5-E14-20
EM12	CNNHL_ENG_20030415_193729.5-E18-21
EM4	CNNHL_ENG_20030415_193729.5-E16-22
EM5	CNNHL_ENG_20030415_193729.5-E17-23
EM6	CNNHL_ENG_20030415_193729.5-E19-24
EM8	CNNHL_ENG_20030415_193729.5-E20-25
EM9	CNNHL_ENG_20030415_193729.5-E21-26
EM10	CNNHL_ENG_20030415_193729.5-E22-27
EM11	CNNHL_ENG_20030415_193729.5-E23-28
EM13	CNNHL_ENG_20030415_193729.5-E24-29
EM14	CNNHL_ENG_20030415_193729.5-E22-30
EM15	CNNHL_ENG_20030415_193729.5-E25-31
R1	CNNHL_ENG_20030415_193729.5-R1
R2	CNNHL_ENG_20030415_193729.5-R2
R3	CNNHL_ENG_20030415_193729.5-R3
R5	CNNHL_ENG_20030415_193729.5-R4
R7	CNNHL_ENG_20030415_193729.5-R5
R8	CNNHL_ENG_20030415_193729.5-R6
R9	CNNHL_ENG_20030415_193729.5-R7
R10	CNNHL_ENG_20030415_193729.5-R8
R4	CNNHL_ENG_20030415_193729.5-R9
R6	CNNHL_ENG_20030415_193729.5-R10
RM2	CNNHL_ENG_20030415_193729.5-R1-1
RM1	CNNHL_ENG_20030415_193729.5-R2-1
RM3	CNNHL_ENG_20030415_193729.5-R3-1
RM5	CNNHL_ENG_20030415_193729.5-R4-1
RM7	CNNHL_ENG_20030415_193729.5-R5-1
RM8	CNNHL_ENG_20030415_193729.5-R6-1
RM9	CNNHL_ENG_20030415_193729.5-R7-1
RM10	CNNHL_ENG_20030415_193729.5-R8-1
RM4	CNNHL_ENG_20030415_193729.5-R9-1
RM6	CNNHL_ENG_20030415_193729.5-R10-1
V1	CNNHL_ENG_20030415_193729.5-EV1
V2	CNNHL_ENG_20030415_193729.5-EV2
V3	CNNHL_ENG_20030415_193729.5-EV3
V4	CNNHL_ENG_20030415_193729.5-EV4
VM1	CNNHL_ENG_20030415_193729.5-EV1-1
VM2	CNNHL_ENG_20030415_193729.5-EV2-1
VM3	CNNHL_ENG_20030415_193729.5-EV3-1
VM4	CNNHL_ENG_20030415_193729.5-EV4-1
Q1	CNNHL_ENG_20030415_193729.5-T1
Q2	CNNHL_ENG_20030415_193729.5-T2
Q3	CNNHL_ENG_20030415_193729.5-T3
Q4	CNNHL_ENG_20030415_193729.5-V1
QM4	CNNHL_ENG_20030415_193729.5-V1-1
