CE9	CNNHL_ENG_20030424_123502.25-CE1
CE1	CNNHL_ENG_20030424_123502.25-CE2
CE2	CNNHL_ENG_20030424_123502.25-CE3
CE3	CNNHL_ENG_20030424_123502.25-CE4
CE4	CNNHL_ENG_20030424_123502.25-CE5
CE5	CNNHL_ENG_20030424_123502.25-CE6
CE6	CNNHL_ENG_20030424_123502.25-CE7
CE7	CNNHL_ENG_20030424_123502.25-CE8
CE8	CNNHL_ENG_20030424_123502.25-CE9
E16	CNNHL_ENG_20030424_123502.25-E1
E1	CNNHL_ENG_20030424_123502.25-E2
E2	CNNHL_ENG_20030424_123502.25-E3
E3	CNNHL_ENG_20030424_123502.25-E4
E4	CNNHL_ENG_20030424_123502.25-E5
E5	CNNHL_ENG_20030424_123502.25-E6
E6	CNNHL_ENG_20030424_123502.25-E7
E11	CNNHL_ENG_20030424_123502.25-E8
E12	CNNHL_ENG_20030424_123502.25-E9
EM1	CNNHL_ENG_20030424_123502.25-E2-1
EM10	CNNHL_ENG_20030424_123502.25-E1-2
EM2	CNNHL_ENG_20030424_123502.25-E3-3
EM3	CNNHL_ENG_20030424_123502.25-E4-4
EM4	CNNHL_ENG_20030424_123502.25-E5-5
EM5	CNNHL_ENG_20030424_123502.25-E4-6
EM6	CNNHL_ENG_20030424_123502.25-E6-7
EM7	CNNHL_ENG_20030424_123502.25-E7-8
EM8	CNNHL_ENG_20030424_123502.25-E8-9
EM9	CNNHL_ENG_20030424_123502.25-E9-10
R1	CNNHL_ENG_20030424_123502.25-R1
R2	CNNHL_ENG_20030424_123502.25-R2
R3	CNNHL_ENG_20030424_123502.25-R3
R4	CNNHL_ENG_20030424_123502.25-R4
RM1	CNNHL_ENG_20030424_123502.25-R1-1
RM2	CNNHL_ENG_20030424_123502.25-R2-1
RM3	CNNHL_ENG_20030424_123502.25-R3-1
RM4	CNNHL_ENG_20030424_123502.25-R4-1
V1	CNNHL_ENG_20030424_123502.25-EV1
V2	CNNHL_ENG_20030424_123502.25-EV2
V3	CNNHL_ENG_20030424_123502.25-EV3
VM2	CNNHL_ENG_20030424_123502.25-EV1-1
VM3	CNNHL_ENG_20030424_123502.25-EV2-1
VM4	CNNHL_ENG_20030424_123502.25-EV2-2
VM5	CNNHL_ENG_20030424_123502.25-EV3-1
VM1	CNNHL_ENG_20030424_123502.25-EV2-3
Q3	CNNHL_ENG_20030424_123502.25-T1
Q1	CNNHL_ENG_20030424_123502.25-T2
Q2	CNNHL_ENG_20030424_123502.25-T3
