CE1	CNNHL_ENG_20030625_193346.7-CE1
CE14	CNNHL_ENG_20030625_193346.7-CE2
CE3	CNNHL_ENG_20030625_193346.7-CE3
CE15	CNNHL_ENG_20030625_193346.7-CE4
CE16	CNNHL_ENG_20030625_193346.7-CE5
CE18	CNNHL_ENG_20030625_193346.7-CE6
CE17	CNNHL_ENG_20030625_193346.7-CE7
CE4	CNNHL_ENG_20030625_193346.7-CE8
CE5	CNNHL_ENG_20030625_193346.7-CE9
CE6	CNNHL_ENG_20030625_193346.7-CE10
CE7	CNNHL_ENG_20030625_193346.7-CE11
CE8	CNNHL_ENG_20030625_193346.7-CE12
CE2	CNNHL_ENG_20030625_193346.7-CE13
CE9	CNNHL_ENG_20030625_193346.7-CE14
CE10	CNNHL_ENG_20030625_193346.7-CE15
CE11	CNNHL_ENG_20030625_193346.7-CE16
CE12	CNNHL_ENG_20030625_193346.7-CE17
CE13	CNNHL_ENG_20030625_193346.7-CE18
E14	CNNHL_ENG_20030625_193346.7-E1
E16	CNNHL_ENG_20030625_193346.7-E2
E17	CNNHL_ENG_20030625_193346.7-E3
E19	CNNHL_ENG_20030625_193346.7-E4
E20	CNNHL_ENG_20030625_193346.7-E5
E21	CNNHL_ENG_20030625_193346.7-E6
E22	CNNHL_ENG_20030625_193346.7-E7
E23	CNNHL_ENG_20030625_193346.7-E8
E1	CNNHL_ENG_20030625_193346.7-E9
E26	CNNHL_ENG_20030625_193346.7-E10
E2	CNNHL_ENG_20030625_193346.7-E11
E3	CNNHL_ENG_20030625_193346.7-E12
E4	CNNHL_ENG_20030625_193346.7-E13
E5	CNNHL_ENG_20030625_193346.7-E14
E8	CNNHL_ENG_20030625_193346.7-E15
E9	CNNHL_ENG_20030625_193346.7-E16
E10	CNNHL_ENG_20030625_193346.7-E17
E11	CNNHL_ENG_20030625_193346.7-E18
E12	CNNHL_ENG_20030625_193346.7-E19
E13	CNNHL_ENG_20030625_193346.7-E20
EM1	CNNHL_ENG_20030625_193346.7-E9-1
EM20	CNNHL_ENG_20030625_193346.7-E2-2
EM18	CNNHL_ENG_20030625_193346.7-E3-3
EM21	CNNHL_ENG_20030625_193346.7-E20-4
EM22	CNNHL_ENG_20030625_193346.7-E11-5
EM23	CNNHL_ENG_20030625_193346.7-E4-6
EM24	CNNHL_ENG_20030625_193346.7-E5-7
EM25	CNNHL_ENG_20030625_193346.7-E6-8
EM27	CNNHL_ENG_20030625_193346.7-E7-9
EM26	CNNHL_ENG_20030625_193346.7-E8-10
EM9	CNNHL_ENG_20030625_193346.7-E10-11
EM6	CNNHL_ENG_20030625_193346.7-E13-12
EM2	CNNHL_ENG_20030625_193346.7-E11-13
EM3	CNNHL_ENG_20030625_193346.7-E12-14
EM4	CNNHL_ENG_20030625_193346.7-E11-15
EM5	CNNHL_ENG_20030625_193346.7-E12-16
EM7	CNNHL_ENG_20030625_193346.7-E14-17
EM8	CNNHL_ENG_20030625_193346.7-E13-18
EM11	CNNHL_ENG_20030625_193346.7-E15-19
EM10	CNNHL_ENG_20030625_193346.7-E16-20
EM12	CNNHL_ENG_20030625_193346.7-E11-21
EM13	CNNHL_ENG_20030625_193346.7-E11-22
EM14	CNNHL_ENG_20030625_193346.7-E17-23
EM15	CNNHL_ENG_20030625_193346.7-E18-24
EM16	CNNHL_ENG_20030625_193346.7-E19-25
EM17	CNNHL_ENG_20030625_193346.7-E20-26
EM19	CNNHL_ENG_20030625_193346.7-E1-27
R1	CNNHL_ENG_20030625_193346.7-R1
R2	CNNHL_ENG_20030625_193346.7-R2
R3	CNNHL_ENG_20030625_193346.7-R3
R4	CNNHL_ENG_20030625_193346.7-R4
R5	CNNHL_ENG_20030625_193346.7-R5
R6	CNNHL_ENG_20030625_193346.7-R6
R7	CNNHL_ENG_20030625_193346.7-R7
R8	CNNHL_ENG_20030625_193346.7-R8
R9	CNNHL_ENG_20030625_193346.7-R9
R10	CNNHL_ENG_20030625_193346.7-R10
R11	CNNHL_ENG_20030625_193346.7-R11
RM1	CNNHL_ENG_20030625_193346.7-R1-1
RM2	CNNHL_ENG_20030625_193346.7-R2-1
RM3	CNNHL_ENG_20030625_193346.7-R3-1
RM4	CNNHL_ENG_20030625_193346.7-R4-1
RM5	CNNHL_ENG_20030625_193346.7-R5-1
RM6	CNNHL_ENG_20030625_193346.7-R6-1
RM7	CNNHL_ENG_20030625_193346.7-R7-1
RM8	CNNHL_ENG_20030625_193346.7-R8-1
RM9	CNNHL_ENG_20030625_193346.7-R9-1
RM10	CNNHL_ENG_20030625_193346.7-R10-1
RM11	CNNHL_ENG_20030625_193346.7-R11-1
V1	CNNHL_ENG_20030625_193346.7-EV1
V2	CNNHL_ENG_20030625_193346.7-EV2
VM1	CNNHL_ENG_20030625_193346.7-EV1-1
VM2	CNNHL_ENG_20030625_193346.7-EV2-1
Q1	CNNHL_ENG_20030625_193346.7-T1
Q2	CNNHL_ENG_20030625_193346.7-T2
Q3	CNNHL_ENG_20030625_193346.7-T3
