CE12	CNN_ENG_20030624_153103.16-CE1
CE13	CNN_ENG_20030624_153103.16-CE2
CE14	CNN_ENG_20030624_153103.16-CE3
CE23	CNN_ENG_20030624_153103.16-CE4
CE24	CNN_ENG_20030624_153103.16-CE5
CE25	CNN_ENG_20030624_153103.16-CE6
CE15	CNN_ENG_20030624_153103.16-CE7
CE26	CNN_ENG_20030624_153103.16-CE8
CE16	CNN_ENG_20030624_153103.16-CE9
CE17	CNN_ENG_20030624_153103.16-CE10
CE18	CNN_ENG_20030624_153103.16-CE11
CE19	CNN_ENG_20030624_153103.16-CE12
CE21	CNN_ENG_20030624_153103.16-CE13
CE22	CNN_ENG_20030624_153103.16-CE14
CE20	CNN_ENG_20030624_153103.16-CE15
CE1	CNN_ENG_20030624_153103.16-CE16
CE3	CNN_ENG_20030624_153103.16-CE17
CE4	CNN_ENG_20030624_153103.16-CE18
CE2	CNN_ENG_20030624_153103.16-CE19
CE5	CNN_ENG_20030624_153103.16-CE20
CE6	CNN_ENG_20030624_153103.16-CE21
CE7	CNN_ENG_20030624_153103.16-CE22
CE8	CNN_ENG_20030624_153103.16-CE23
CE9	CNN_ENG_20030624_153103.16-CE24
CE10	CNN_ENG_20030624_153103.16-CE25
CE11	CNN_ENG_20030624_153103.16-CE26
E15	CNN_ENG_20030624_153103.16-E1
E16	CNN_ENG_20030624_153103.16-E2
E17	CNN_ENG_20030624_153103.16-E3
E35	CNN_ENG_20030624_153103.16-E4
E36	CNN_ENG_20030624_153103.16-E5
E20	CNN_ENG_20030624_153103.16-E6
E37	CNN_ENG_20030624_153103.16-E7
E22	CNN_ENG_20030624_153103.16-E8
E24	CNN_ENG_20030624_153103.16-E9
E25	CNN_ENG_20030624_153103.16-E10
E26	CNN_ENG_20030624_153103.16-E11
E28	CNN_ENG_20030624_153103.16-E12
E29	CNN_ENG_20030624_153103.16-E13
E31	CNN_ENG_20030624_153103.16-E14
E32	CNN_ENG_20030624_153103.16-E15
E33	CNN_ENG_20030624_153103.16-E16
E34	CNN_ENG_20030624_153103.16-E17
E1	CNN_ENG_20030624_153103.16-E18
E39	CNN_ENG_20030624_153103.16-E19
E44	CNN_ENG_20030624_153103.16-E20
E45	CNN_ENG_20030624_153103.16-E21
E2	CNN_ENG_20030624_153103.16-E22
E3	CNN_ENG_20030624_153103.16-E23
E5	CNN_ENG_20030624_153103.16-E24
E6	CNN_ENG_20030624_153103.16-E25
E7	CNN_ENG_20030624_153103.16-E26
E8	CNN_ENG_20030624_153103.16-E27
E9	CNN_ENG_20030624_153103.16-E28
E10	CNN_ENG_20030624_153103.16-E29
E11	CNN_ENG_20030624_153103.16-E30
E12	CNN_ENG_20030624_153103.16-E31
E13	CNN_ENG_20030624_153103.16-E32
E14	CNN_ENG_20030624_153103.16-E33
EM1	CNN_ENG_20030624_153103.16-E18-1
EM18	CNN_ENG_20030624_153103.16-E33-2
EM19	CNN_ENG_20030624_153103.16-E18-3
EM20	CNN_ENG_20030624_153103.16-E1-4
EM21	CNN_ENG_20030624_153103.16-E1-5
EM22	CNN_ENG_20030624_153103.16-E2-6
EM24	CNN_ENG_20030624_153103.16-E1-7
EM52	CNN_ENG_20030624_153103.16-E5-8
EM27	CNN_ENG_20030624_153103.16-E6-9
EM53	CNN_ENG_20030624_153103.16-E7-10
EM28	CNN_ENG_20030624_153103.16-E22-11
EM29	CNN_ENG_20030624_153103.16-E8-12
EM30	CNN_ENG_20030624_153103.16-E31-13
EM31	CNN_ENG_20030624_153103.16-E22-14
EM32	CNN_ENG_20030624_153103.16-E25-15
EM33	CNN_ENG_20030624_153103.16-E9-16
EM34	CNN_ENG_20030624_153103.16-E10-17
EM35	CNN_ENG_20030624_153103.16-E11-18
EM37	CNN_ENG_20030624_153103.16-E12-19
EM38	CNN_ENG_20030624_153103.16-E13-20
EM40	CNN_ENG_20030624_153103.16-E2-21
EM41	CNN_ENG_20030624_153103.16-E2-22
EM42	CNN_ENG_20030624_153103.16-E14-23
EM43	CNN_ENG_20030624_153103.16-E15-24
EM45	CNN_ENG_20030624_153103.16-E16-25
EM46	CNN_ENG_20030624_153103.16-E17-26
EM54	CNN_ENG_20030624_153103.16-E6-27
EM49	CNN_ENG_20030624_153103.16-E3-28
EM44	CNN_ENG_20030624_153103.16-E19-29
EM36	CNN_ENG_20030624_153103.16-E11-30
EM23	CNN_ENG_20030624_153103.16-E18-31
EM48	CNN_ENG_20030624_153103.16-E3-32
EM25	CNN_ENG_20030624_153103.16-E18-33
EM26	CNN_ENG_20030624_153103.16-E6-34
EM55	CNN_ENG_20030624_153103.16-E20-35
EM50	CNN_ENG_20030624_153103.16-E21-36
EM39	CNN_ENG_20030624_153103.16-E1-37
EM47	CNN_ENG_20030624_153103.16-E1-38
EM51	CNN_ENG_20030624_153103.16-E4-39
EM2	CNN_ENG_20030624_153103.16-E22-40
EM3	CNN_ENG_20030624_153103.16-E23-41
EM4	CNN_ENG_20030624_153103.16-E24-42
EM5	CNN_ENG_20030624_153103.16-E25-43
EM6	CNN_ENG_20030624_153103.16-E26-44
EM7	CNN_ENG_20030624_153103.16-E22-45
EM8	CNN_ENG_20030624_153103.16-E27-46
EM9	CNN_ENG_20030624_153103.16-E28-47
EM10	CNN_ENG_20030624_153103.16-E22-48
EM11	CNN_ENG_20030624_153103.16-E29-49
EM12	CNN_ENG_20030624_153103.16-E30-50
EM13	CNN_ENG_20030624_153103.16-E22-51
EM14	CNN_ENG_20030624_153103.16-E31-52
EM15	CNN_ENG_20030624_153103.16-E22-53
EM16	CNN_ENG_20030624_153103.16-E32-54
EM17	CNN_ENG_20030624_153103.16-E33-55
R3	CNN_ENG_20030624_153103.16-R1
R6	CNN_ENG_20030624_153103.16-R2
R3	CNN_ENG_20030624_153103.16-R3
R5	CNN_ENG_20030624_153103.16-R4
R3	CNN_ENG_20030624_153103.16-R5
R1	CNN_ENG_20030624_153103.16-R6
R4	CNN_ENG_20030624_153103.16-R7
R6	CNN_ENG_20030624_153103.16-R8
