CE2	CNNHL_ENG_20030513_220910.11-CE1
CE9	CNNHL_ENG_20030513_220910.11-CE2
CE1	CNNHL_ENG_20030513_220910.11-CE3
CE3	CNNHL_ENG_20030513_220910.11-CE4
CE4	CNNHL_ENG_20030513_220910.11-CE5
CE5	CNNHL_ENG_20030513_220910.11-CE6
CE6	CNNHL_ENG_20030513_220910.11-CE7
CE7	CNNHL_ENG_20030513_220910.11-CE8
CE8	CNNHL_ENG_20030513_220910.11-CE9
CE10	CNNHL_ENG_20030513_220910.11-CE10
E18	CNNHL_ENG_20030513_220910.11-E1
E23	CNNHL_ENG_20030513_220910.11-E2
E19	CNNHL_ENG_20030513_220910.11-E3
E5	CNNHL_ENG_20030513_220910.11-E4
E6	CNNHL_ENG_20030513_220910.11-E5
E8	CNNHL_ENG_20030513_220910.11-E6
E9	CNNHL_ENG_20030513_220910.11-E7
E10	CNNHL_ENG_20030513_220910.11-E8
E11	CNNHL_ENG_20030513_220910.11-E9
E12	CNNHL_ENG_20030513_220910.11-E10
E13	CNNHL_ENG_20030513_220910.11-E11
E15	CNNHL_ENG_20030513_220910.11-E12
EM16	CNNHL_ENG_20030513_220910.11-E3-1
EM4	CNNHL_ENG_20030513_220910.11-E2-2
EM2	CNNHL_ENG_20030513_220910.11-E1-3
EM15	CNNHL_ENG_20030513_220910.11-E3-4
EM3	CNNHL_ENG_20030513_220910.11-E4-5
EM1	CNNHL_ENG_20030513_220910.11-E5-6
EM5	CNNHL_ENG_20030513_220910.11-E5-7
EM6	CNNHL_ENG_20030513_220910.11-E5-8
EM7	CNNHL_ENG_20030513_220910.11-E6-9
EM9	CNNHL_ENG_20030513_220910.11-E7-10
EM8	CNNHL_ENG_20030513_220910.11-E8-11
EM10	CNNHL_ENG_20030513_220910.11-E9-12
EM11	CNNHL_ENG_20030513_220910.11-E5-13
EM12	CNNHL_ENG_20030513_220910.11-E10-14
EM13	CNNHL_ENG_20030513_220910.11-E9-15
EM14	CNNHL_ENG_20030513_220910.11-E11-16
EM17	CNNHL_ENG_20030513_220910.11-E12-17
R1	CNNHL_ENG_20030513_220910.11-R1
RM1	CNNHL_ENG_20030513_220910.11-R1-1
V1	CNNHL_ENG_20030513_220910.11-EV1
V2	CNNHL_ENG_20030513_220910.11-EV2
V3	CNNHL_ENG_20030513_220910.11-EV3
V4	CNNHL_ENG_20030513_220910.11-EV4
V5	CNNHL_ENG_20030513_220910.11-EV5
V6	CNNHL_ENG_20030513_220910.11-EV6
V7	CNNHL_ENG_20030513_220910.11-EV7
V8	CNNHL_ENG_20030513_220910.11-EV8
V9	CNNHL_ENG_20030513_220910.11-EV9
V10	CNNHL_ENG_20030513_220910.11-EV10
V11	CNNHL_ENG_20030513_220910.11-EV11
VM1	CNNHL_ENG_20030513_220910.11-EV1-1
VM2	CNNHL_ENG_20030513_220910.11-EV2-1
VM3	CNNHL_ENG_20030513_220910.11-EV3-1
VM4	CNNHL_ENG_20030513_220910.11-EV4-1
VM5	CNNHL_ENG_20030513_220910.11-EV5-1
VM6	CNNHL_ENG_20030513_220910.11-EV6-1
VM7	CNNHL_ENG_20030513_220910.11-EV7-1
VM8	CNNHL_ENG_20030513_220910.11-EV8-1
VM9	CNNHL_ENG_20030513_220910.11-EV9-1
VM10	CNNHL_ENG_20030513_220910.11-EV10-1
VM11	CNNHL_ENG_20030513_220910.11-EV11-1
Q6	CNNHL_ENG_20030513_220910.11-T1
Q10	CNNHL_ENG_20030513_220910.11-T2
Q3	CNNHL_ENG_20030513_220910.11-V1
Q8	CNNHL_ENG_20030513_220910.11-V2
Q2	CNNHL_ENG_20030513_220910.11-V3
Q4	CNNHL_ENG_20030513_220910.11-V4
Q5	CNNHL_ENG_20030513_220910.11-V5
Q1	CNNHL_ENG_20030513_220910.11-T3
Q7	CNNHL_ENG_20030513_220910.11-V6
Q9	CNNHL_ENG_20030513_220910.11-V7
QM3	CNNHL_ENG_20030513_220910.11-V1-1
QM8	CNNHL_ENG_20030513_220910.11-V2-1
QM2	CNNHL_ENG_20030513_220910.11-V3-1
QM4	CNNHL_ENG_20030513_220910.11-V4-1
QM5	CNNHL_ENG_20030513_220910.11-V5-1
QM7	CNNHL_ENG_20030513_220910.11-V6-1
QM9	CNNHL_ENG_20030513_220910.11-V7-1
