CE7	CNN_ENG_20030401_233449.5-CE1
CE5	CNN_ENG_20030401_233449.5-CE2
CE2	CNN_ENG_20030401_233449.5-CE3
CE3	CNN_ENG_20030401_233449.5-CE4
CE4	CNN_ENG_20030401_233449.5-CE5
CE6	CNN_ENG_20030401_233449.5-CE6
CE1	CNN_ENG_20030401_233449.5-CE7
CE8	CNN_ENG_20030401_233449.5-CE8
CE9	CNN_ENG_20030401_233449.5-CE9
CE10	CNN_ENG_20030401_233449.5-CE10
CE11	CNN_ENG_20030401_233449.5-CE11
E14	CNN_ENG_20030401_233449.5-E1
E15	CNN_ENG_20030401_233449.5-E2
E1	CNN_ENG_20030401_233449.5-E3
E2	CNN_ENG_20030401_233449.5-E4
E3	CNN_ENG_20030401_233449.5-E5
E5	CNN_ENG_20030401_233449.5-E6
E7	CNN_ENG_20030401_233449.5-E7
E8	CNN_ENG_20030401_233449.5-E8
E9	CNN_ENG_20030401_233449.5-E9
E10	CNN_ENG_20030401_233449.5-E10
E11	CNN_ENG_20030401_233449.5-E11
E12	CNN_ENG_20030401_233449.5-E12
EM1	CNN_ENG_20030401_233449.5-E3-1
EM9	CNN_ENG_20030401_233449.5-E1-2
EM4	CNN_ENG_20030401_233449.5-E2-3
EM8	CNN_ENG_20030401_233449.5-E3-4
EM2	CNN_ENG_20030401_233449.5-E4-5
EM3	CNN_ENG_20030401_233449.5-E5-6
EM5	CNN_ENG_20030401_233449.5-E6-7
EM6	CNN_ENG_20030401_233449.5-E7-8
EM7	CNN_ENG_20030401_233449.5-E6-9
EM10	CNN_ENG_20030401_233449.5-E6-10
EM11	CNN_ENG_20030401_233449.5-E8-11
EM12	CNN_ENG_20030401_233449.5-E9-12
EM13	CNN_ENG_20030401_233449.5-E10-13
EM14	CNN_ENG_20030401_233449.5-E11-14
EM15	CNN_ENG_20030401_233449.5-E5-15
EM16	CNN_ENG_20030401_233449.5-E6-16
EM17	CNN_ENG_20030401_233449.5-E8-17
EM18	CNN_ENG_20030401_233449.5-E12-18
EM19	CNN_ENG_20030401_233449.5-E6-19
R1	CNN_ENG_20030401_233449.5-R1
R3	CNN_ENG_20030401_233449.5-R2
R2	CNN_ENG_20030401_233449.5-R3
R6	CNN_ENG_20030401_233449.5-R4
R4	CNN_ENG_20030401_233449.5-R5
R5	CNN_ENG_20030401_233449.5-R6
RM1	CNN_ENG_20030401_233449.5-R1-1
RM3	CNN_ENG_20030401_233449.5-R2-1
RM2	CNN_ENG_20030401_233449.5-R3-1
RM6	CNN_ENG_20030401_233449.5-R4-1
RM4	CNN_ENG_20030401_233449.5-R5-1
RM5	CNN_ENG_20030401_233449.5-R3-2
V1	CNN_ENG_20030401_233449.5-EV1
V2	CNN_ENG_20030401_233449.5-EV2
V3	CNN_ENG_20030401_233449.5-EV3
VM1	CNN_ENG_20030401_233449.5-EV1-1
VM2	CNN_ENG_20030401_233449.5-EV2-1
VM3	CNN_ENG_20030401_233449.5-EV3-1
Q1	CNN_ENG_20030401_233449.5-T1
Q2	CNN_ENG_20030401_233449.5-T2
