CE2	CNNHL_ENG_20030416_230741.33-CE1
CE3	CNNHL_ENG_20030416_230741.33-CE2
CE5	CNNHL_ENG_20030416_230741.33-CE3
CE6	CNNHL_ENG_20030416_230741.33-CE4
CE7	CNNHL_ENG_20030416_230741.33-CE5
CE4	CNNHL_ENG_20030416_230741.33-CE6
CE1	CNNHL_ENG_20030416_230741.33-CE7
E14	CNNHL_ENG_20030416_230741.33-E1
E1	CNNHL_ENG_20030416_230741.33-E2
E2	CNNHL_ENG_20030416_230741.33-E3
E3	CNNHL_ENG_20030416_230741.33-E4
E4	CNNHL_ENG_20030416_230741.33-E5
E5	CNNHL_ENG_20030416_230741.33-E6
E6	CNNHL_ENG_20030416_230741.33-E7
E7	CNNHL_ENG_20030416_230741.33-E8
E8	CNNHL_ENG_20030416_230741.33-E9
E9	CNNHL_ENG_20030416_230741.33-E10
E11	CNNHL_ENG_20030416_230741.33-E11
EM1	CNNHL_ENG_20030416_230741.33-E2-1
EM15	CNNHL_ENG_20030416_230741.33-E1-2
EM2	CNNHL_ENG_20030416_230741.33-E3-3
EM3	CNNHL_ENG_20030416_230741.33-E4-4
EM4	CNNHL_ENG_20030416_230741.33-E2-5
EM5	CNNHL_ENG_20030416_230741.33-E2-6
EM7	CNNHL_ENG_20030416_230741.33-E5-7
EM8	CNNHL_ENG_20030416_230741.33-E6-8
EM9	CNNHL_ENG_20030416_230741.33-E4-9
EM10	CNNHL_ENG_20030416_230741.33-E7-10
EM11	CNNHL_ENG_20030416_230741.33-E4-11
EM12	CNNHL_ENG_20030416_230741.33-E8-12
EM13	CNNHL_ENG_20030416_230741.33-E9-13
EM14	CNNHL_ENG_20030416_230741.33-E9-14
EM16	CNNHL_ENG_20030416_230741.33-E10-15
EM6	CNNHL_ENG_20030416_230741.33-E10-16
EM17	CNNHL_ENG_20030416_230741.33-E10-17
EM18	CNNHL_ENG_20030416_230741.33-E11-18
R4	CNNHL_ENG_20030416_230741.33-R1
R1	CNNHL_ENG_20030416_230741.33-R2
R3	CNNHL_ENG_20030416_230741.33-R3
R2	CNNHL_ENG_20030416_230741.33-R4
RM3	CNNHL_ENG_20030416_230741.33-R3-1
RM4	CNNHL_ENG_20030416_230741.33-R1-1
RM1	CNNHL_ENG_20030416_230741.33-R2-1
RM2	CNNHL_ENG_20030416_230741.33-R4-1
Q1	CNNHL_ENG_20030416_230741.33-T1
Q2	CNNHL_ENG_20030416_230741.33-T2
