CE3	CNNHL_ENG_20030609_133335.37-CE1
CE15	CNNHL_ENG_20030609_133335.37-CE2
CE16	CNNHL_ENG_20030609_133335.37-CE3
CE17	CNNHL_ENG_20030609_133335.37-CE4
CE18	CNNHL_ENG_20030609_133335.37-CE5
CE19	CNNHL_ENG_20030609_133335.37-CE6
CE20	CNNHL_ENG_20030609_133335.37-CE7
CE21	CNNHL_ENG_20030609_133335.37-CE8
CE22	CNNHL_ENG_20030609_133335.37-CE9
CE14	CNNHL_ENG_20030609_133335.37-CE10
CE2	CNNHL_ENG_20030609_133335.37-CE11
CE1	CNNHL_ENG_20030609_133335.37-CE12
CE5	CNNHL_ENG_20030609_133335.37-CE13
CE4	CNNHL_ENG_20030609_133335.37-CE14
CE6	CNNHL_ENG_20030609_133335.37-CE15
CE7	CNNHL_ENG_20030609_133335.37-CE16
CE8	CNNHL_ENG_20030609_133335.37-CE17
CE10	CNNHL_ENG_20030609_133335.37-CE18
CE9	CNNHL_ENG_20030609_133335.37-CE19
CE11	CNNHL_ENG_20030609_133335.37-CE20
CE12	CNNHL_ENG_20030609_133335.37-CE21
CE13	CNNHL_ENG_20030609_133335.37-CE22
E16	CNNHL_ENG_20030609_133335.37-E1
E17	CNNHL_ENG_20030609_133335.37-E2
E18	CNNHL_ENG_20030609_133335.37-E3
E19	CNNHL_ENG_20030609_133335.37-E4
E20	CNNHL_ENG_20030609_133335.37-E5
E21	CNNHL_ENG_20030609_133335.37-E6
E22	CNNHL_ENG_20030609_133335.37-E7
E23	CNNHL_ENG_20030609_133335.37-E8
E24	CNNHL_ENG_20030609_133335.37-E9
E27	CNNHL_ENG_20030609_133335.37-E10
E1	CNNHL_ENG_20030609_133335.37-E11
E34	CNNHL_ENG_20030609_133335.37-E12
E35	CNNHL_ENG_20030609_133335.37-E13
E28	CNNHL_ENG_20030609_133335.37-E14
E36	CNNHL_ENG_20030609_133335.37-E15
E38	CNNHL_ENG_20030609_133335.37-E16
E40	CNNHL_ENG_20030609_133335.37-E17
E2	CNNHL_ENG_20030609_133335.37-E18
E3	CNNHL_ENG_20030609_133335.37-E19
E4	CNNHL_ENG_20030609_133335.37-E20
E5	CNNHL_ENG_20030609_133335.37-E21
E6	CNNHL_ENG_20030609_133335.37-E22
E8	CNNHL_ENG_20030609_133335.37-E23
E9	CNNHL_ENG_20030609_133335.37-E24
E10	CNNHL_ENG_20030609_133335.37-E25
E11	CNNHL_ENG_20030609_133335.37-E26
E12	CNNHL_ENG_20030609_133335.37-E27
E13	CNNHL_ENG_20030609_133335.37-E28
E14	CNNHL_ENG_20030609_133335.37-E29
E15	CNNHL_ENG_20030609_133335.37-E30
EM20	CNNHL_ENG_20030609_133335.37-E23-1
