CE11	CNN_ENG_20030611_102832.4-CE1
CE12	CNN_ENG_20030611_102832.4-CE2
CE13	CNN_ENG_20030611_102832.4-CE3
CE14	CNN_ENG_20030611_102832.4-CE4
CE15	CNN_ENG_20030611_102832.4-CE5
CE16	CNN_ENG_20030611_102832.4-CE6
CE17	CNN_ENG_20030611_102832.4-CE7
CE18	CNN_ENG_20030611_102832.4-CE8
CE19	CNN_ENG_20030611_102832.4-CE9
CE20	CNN_ENG_20030611_102832.4-CE10
CE21	CNN_ENG_20030611_102832.4-CE11
CE22	CNN_ENG_20030611_102832.4-CE12
CE4	CNN_ENG_20030611_102832.4-CE13
CE23	CNN_ENG_20030611_102832.4-CE14
CE1	CNN_ENG_20030611_102832.4-CE15
CE2	CNN_ENG_20030611_102832.4-CE16
CE3	CNN_ENG_20030611_102832.4-CE17
CE24	CNN_ENG_20030611_102832.4-CE18
CE25	CNN_ENG_20030611_102832.4-CE19
CE26	CNN_ENG_20030611_102832.4-CE20
CE27	CNN_ENG_20030611_102832.4-CE21
CE28	CNN_ENG_20030611_102832.4-CE22
CE29	CNN_ENG_20030611_102832.4-CE23
CE6	CNN_ENG_20030611_102832.4-CE24
CE31	CNN_ENG_20030611_102832.4-CE25
CE32	CNN_ENG_20030611_102832.4-CE26
CE33	CNN_ENG_20030611_102832.4-CE27
CE5	CNN_ENG_20030611_102832.4-CE28
CE30	CNN_ENG_20030611_102832.4-CE29
CE7	CNN_ENG_20030611_102832.4-CE30
CE8	CNN_ENG_20030611_102832.4-CE31
CE9	CNN_ENG_20030611_102832.4-CE32
CE10	CNN_ENG_20030611_102832.4-CE33
E10	CNN_ENG_20030611_102832.4-E1
E12	CNN_ENG_20030611_102832.4-E2
E13	CNN_ENG_20030611_102832.4-E3
E14	CNN_ENG_20030611_102832.4-E4
E15	CNN_ENG_20030611_102832.4-E5
E16	CNN_ENG_20030611_102832.4-E6
E17	CNN_ENG_20030611_102832.4-E7
E19	CNN_ENG_20030611_102832.4-E8
E20	CNN_ENG_20030611_102832.4-E9
E21	CNN_ENG_20030611_102832.4-E10
E22	CNN_ENG_20030611_102832.4-E11
E23	CNN_ENG_20030611_102832.4-E12
E24	CNN_ENG_20030611_102832.4-E13
E26	CNN_ENG_20030611_102832.4-E14
E27	CNN_ENG_20030611_102832.4-E15
E30	CNN_ENG_20030611_102832.4-E16
E32	CNN_ENG_20030611_102832.4-E17
E34	CNN_ENG_20030611_102832.4-E18
E55	CNN_ENG_20030611_102832.4-E19
E1	CNN_ENG_20030611_102832.4-E20
E37	CNN_ENG_20030611_102832.4-E21
E38	CNN_ENG_20030611_102832.4-E22
E39	CNN_ENG_20030611_102832.4-E23
E42	CNN_ENG_20030611_102832.4-E24
