CE9	CNN_ENG_20030614_173123.4-CE1
CE12	CNN_ENG_20030614_173123.4-CE2
CE11	CNN_ENG_20030614_173123.4-CE3
CE13	CNN_ENG_20030614_173123.4-CE4
CE14	CNN_ENG_20030614_173123.4-CE5
CE15	CNN_ENG_20030614_173123.4-CE6
CE16	CNN_ENG_20030614_173123.4-CE7
CE17	CNN_ENG_20030614_173123.4-CE8
CE2	CNN_ENG_20030614_173123.4-CE9
CE18	CNN_ENG_20030614_173123.4-CE10
CE19	CNN_ENG_20030614_173123.4-CE11
CE20	CNN_ENG_20030614_173123.4-CE12
CE37	CNN_ENG_20030614_173123.4-CE13
CE21	CNN_ENG_20030614_173123.4-CE14
CE22	CNN_ENG_20030614_173123.4-CE15
CE39	CNN_ENG_20030614_173123.4-CE16
CE23	CNN_ENG_20030614_173123.4-CE17
CE24	CNN_ENG_20030614_173123.4-CE18
CE26	CNN_ENG_20030614_173123.4-CE19
CE28	CNN_ENG_20030614_173123.4-CE20
CE29	CNN_ENG_20030614_173123.4-CE21
CE30	CNN_ENG_20030614_173123.4-CE22
CE31	CNN_ENG_20030614_173123.4-CE23
CE1	CNN_ENG_20030614_173123.4-CE24
CE32	CNN_ENG_20030614_173123.4-CE25
CE33	CNN_ENG_20030614_173123.4-CE26
CE40	CNN_ENG_20030614_173123.4-CE27
CE41	CNN_ENG_20030614_173123.4-CE28
CE42	CNN_ENG_20030614_173123.4-CE29
CE43	CNN_ENG_20030614_173123.4-CE30
CE44	CNN_ENG_20030614_173123.4-CE31
CE45	CNN_ENG_20030614_173123.4-CE32
CE4	CNN_ENG_20030614_173123.4-CE33
CE3	CNN_ENG_20030614_173123.4-CE34
CE10	CNN_ENG_20030614_173123.4-CE35
CE38	CNN_ENG_20030614_173123.4-CE36
CE25	CNN_ENG_20030614_173123.4-CE37
CE27	CNN_ENG_20030614_173123.4-CE38
CE5	CNN_ENG_20030614_173123.4-CE39
CE6	CNN_ENG_20030614_173123.4-CE40
CE34	CNN_ENG_20030614_173123.4-CE41
CE35	CNN_ENG_20030614_173123.4-CE42
CE7	CNN_ENG_20030614_173123.4-CE43
CE8	CNN_ENG_20030614_173123.4-CE44
CE36	CNN_ENG_20030614_173123.4-CE45
E18	CNN_ENG_20030614_173123.4-E1
E19	CNN_ENG_20030614_173123.4-E2
E22	CNN_ENG_20030614_173123.4-E3
E23	CNN_ENG_20030614_173123.4-E4
E25	CNN_ENG_20030614_173123.4-E5
E69	CNN_ENG_20030614_173123.4-E6
E27	CNN_ENG_20030614_173123.4-E7
E29	CNN_ENG_20030614_173123.4-E8
E30	CNN_ENG_20030614_173123.4-E9
E31	CNN_ENG_20030614_173123.4-E10
E32	CNN_ENG_20030614_173123.4-E11
E34	CNN_ENG_20030614_173123.4-E12
E35	CNN_ENG_20030614_173123.4-E13
E36	CNN_ENG_20030614_173123.4-E14
E37	CNN_ENG_20030614_173123.4-E15
E39	CNN_ENG_20030614_173123.4-E16
