CE1	CNN_ENG_20030620_170011.14-CE1
CE2	CNN_ENG_20030620_170011.14-CE2
CE3	CNN_ENG_20030620_170011.14-CE3
CE4	CNN_ENG_20030620_170011.14-CE4
CE5	CNN_ENG_20030620_170011.14-CE5
E1	CNN_ENG_20030620_170011.14-E1
E11	CNN_ENG_20030620_170011.14-E2
E5	CNN_ENG_20030620_170011.14-E3
E6	CNN_ENG_20030620_170011.14-E4
E7	CNN_ENG_20030620_170011.14-E5
E9	CNN_ENG_20030620_170011.14-E6
EM1	CNN_ENG_20030620_170011.14-E1-1
EM11	CNN_ENG_20030620_170011.14-E2-2
EM3	CNN_ENG_20030620_170011.14-E2-3
EM2	CNN_ENG_20030620_170011.14-E1-4
EM4	CNN_ENG_20030620_170011.14-E3-5
EM5	CNN_ENG_20030620_170011.14-E1-6
EM6	CNN_ENG_20030620_170011.14-E4-7
EM7	CNN_ENG_20030620_170011.14-E5-8
EM8	CNN_ENG_20030620_170011.14-E6-9
EM9	CNN_ENG_20030620_170011.14-E6-10
EM10	CNN_ENG_20030620_170011.14-E4-11
EM12	CNN_ENG_20030620_170011.14-E6-12
R3	CNN_ENG_20030620_170011.14-R1
R1	CNN_ENG_20030620_170011.14-R2
R2	CNN_ENG_20030620_170011.14-R3
RM3	CNN_ENG_20030620_170011.14-R1-1
RM1	CNN_ENG_20030620_170011.14-R2-1
RM2	CNN_ENG_20030620_170011.14-R3-1
Q1	CNN_ENG_20030620_170011.14-T1
