CE8	CNNHL_ENG_20030603_230307.3-CE1
CE2	CNNHL_ENG_20030603_230307.3-CE2
CE6	CNNHL_ENG_20030603_230307.3-CE3
CE7	CNNHL_ENG_20030603_230307.3-CE4
CE9	CNNHL_ENG_20030603_230307.3-CE5
CE10	CNNHL_ENG_20030603_230307.3-CE6
CE4	CNNHL_ENG_20030603_230307.3-CE7
CE3	CNNHL_ENG_20030603_230307.3-CE8
CE11	CNNHL_ENG_20030603_230307.3-CE9
CE1	CNNHL_ENG_20030603_230307.3-CE10
CE12	CNNHL_ENG_20030603_230307.3-CE11
CE5	CNNHL_ENG_20030603_230307.3-CE12
E15	CNNHL_ENG_20030603_230307.3-E1
E18	CNNHL_ENG_20030603_230307.3-E2
E1	CNNHL_ENG_20030603_230307.3-E3
E2	CNNHL_ENG_20030603_230307.3-E4
E3	CNNHL_ENG_20030603_230307.3-E5
E4	CNNHL_ENG_20030603_230307.3-E6
E6	CNNHL_ENG_20030603_230307.3-E7
E8	CNNHL_ENG_20030603_230307.3-E8
E9	CNNHL_ENG_20030603_230307.3-E9
E11	CNNHL_ENG_20030603_230307.3-E10
E12	CNNHL_ENG_20030603_230307.3-E11
E14	CNNHL_ENG_20030603_230307.3-E12
EM1	CNNHL_ENG_20030603_230307.3-E3-1
EM20	CNNHL_ENG_20030603_230307.3-E5-2
EM21	CNNHL_ENG_20030603_230307.3-E5-3
EM22	CNNHL_ENG_20030603_230307.3-E5-4
EM13	CNNHL_ENG_20030603_230307.3-E2-5
EM2	CNNHL_ENG_20030603_230307.3-E4-6
EM4	CNNHL_ENG_20030603_230307.3-E5-7
EM5	CNNHL_ENG_20030603_230307.3-E5-8
EM6	CNNHL_ENG_20030603_230307.3-E5-9
EM7	CNNHL_ENG_20030603_230307.3-E6-10
EM9	CNNHL_ENG_20030603_230307.3-E7-11
EM8	CNNHL_ENG_20030603_230307.3-E8-12
EM10	CNNHL_ENG_20030603_230307.3-E5-13
EM11	CNNHL_ENG_20030603_230307.3-E9-14
EM12	CNNHL_ENG_20030603_230307.3-E5-15
EM3	CNNHL_ENG_20030603_230307.3-E1-16
EM14	CNNHL_ENG_20030603_230307.3-E10-17
EM15	CNNHL_ENG_20030603_230307.3-E11-18
EM16	CNNHL_ENG_20030603_230307.3-E12-19
EM17	CNNHL_ENG_20030603_230307.3-E5-20
EM18	CNNHL_ENG_20030603_230307.3-E11-21
EM19	CNNHL_ENG_20030603_230307.3-E5-22
R1	CNNHL_ENG_20030603_230307.3-R1
R2	CNNHL_ENG_20030603_230307.3-R2
R3	CNNHL_ENG_20030603_230307.3-R3
RM1	CNNHL_ENG_20030603_230307.3-R1-1
RM2	CNNHL_ENG_20030603_230307.3-R2-1
RM3	CNNHL_ENG_20030603_230307.3-R3-1
V1	CNNHL_ENG_20030603_230307.3-EV1
V3	CNNHL_ENG_20030603_230307.3-EV2
VM1	CNNHL_ENG_20030603_230307.3-EV1-1
VM3	CNNHL_ENG_20030603_230307.3-EV2-1
Q1	CNNHL_ENG_20030603_230307.3-T1
Q2	CNNHL_ENG_20030603_230307.3-T2
Q3	CNNHL_ENG_20030603_230307.3-T3
Q5	CNNHL_ENG_20030603_230307.3-T4
Q6	CNNHL_ENG_20030603_230307.3-T5
Q7	CNNHL_ENG_20030603_230307.3-T6
Q4	CNNHL_ENG_20030603_230307.3-V1
Q8	CNNHL_ENG_20030603_230307.3-T7
QM4	CNNHL_ENG_20030603_230307.3-V1-1
