CE9	CNN_ENG_20030403_080032.9-CE1
CE10	CNN_ENG_20030403_080032.9-CE2
CE11	CNN_ENG_20030403_080032.9-CE3
CE12	CNN_ENG_20030403_080032.9-CE4
CE13	CNN_ENG_20030403_080032.9-CE5
CE14	CNN_ENG_20030403_080032.9-CE6
CE1	CNN_ENG_20030403_080032.9-CE7
CE15	CNN_ENG_20030403_080032.9-CE8
CE16	CNN_ENG_20030403_080032.9-CE9
CE17	CNN_ENG_20030403_080032.9-CE10
CE18	CNN_ENG_20030403_080032.9-CE11
CE2	CNN_ENG_20030403_080032.9-CE12
CE3	CNN_ENG_20030403_080032.9-CE13
CE4	CNN_ENG_20030403_080032.9-CE14
CE5	CNN_ENG_20030403_080032.9-CE15
CE6	CNN_ENG_20030403_080032.9-CE16
CE7	CNN_ENG_20030403_080032.9-CE17
CE8	CNN_ENG_20030403_080032.9-CE18
E12	CNN_ENG_20030403_080032.9-E1
E13	CNN_ENG_20030403_080032.9-E2
E14	CNN_ENG_20030403_080032.9-E3
E15	CNN_ENG_20030403_080032.9-E4
E16	CNN_ENG_20030403_080032.9-E5
E17	CNN_ENG_20030403_080032.9-E6
E19	CNN_ENG_20030403_080032.9-E7
E20	CNN_ENG_20030403_080032.9-E8
E21	CNN_ENG_20030403_080032.9-E9
E23	CNN_ENG_20030403_080032.9-E10
E24	CNN_ENG_20030403_080032.9-E11
E25	CNN_ENG_20030403_080032.9-E12
E26	CNN_ENG_20030403_080032.9-E13
E27	CNN_ENG_20030403_080032.9-E14
E1	CNN_ENG_20030403_080032.9-E15
E32	CNN_ENG_20030403_080032.9-E16
E33	CNN_ENG_20030403_080032.9-E17
E2	CNN_ENG_20030403_080032.9-E18
E3	CNN_ENG_20030403_080032.9-E19
E4	CNN_ENG_20030403_080032.9-E20
E5	CNN_ENG_20030403_080032.9-E21
E6	CNN_ENG_20030403_080032.9-E22
E8	CNN_ENG_20030403_080032.9-E23
E9	CNN_ENG_20030403_080032.9-E24
E10	CNN_ENG_20030403_080032.9-E25
E11	CNN_ENG_20030403_080032.9-E26
EM1	CNN_ENG_20030403_080032.9-E15-1
EM22	CNN_ENG_20030403_080032.9-E24-2
EM23	CNN_ENG_20030403_080032.9-E1-3
EM24	CNN_ENG_20030403_080032.9-E2-4
EM25	CNN_ENG_20030403_080032.9-E3-5
EM26	CNN_ENG_20030403_080032.9-E2-6
EM29	CNN_ENG_20030403_080032.9-E4-7
EM30	CNN_ENG_20030403_080032.9-E2-8
EM31	CNN_ENG_20030403_080032.9-E4-9
EM32	CNN_ENG_20030403_080032.9-E26-10
EM34	CNN_ENG_20030403_080032.9-E4-11
EM35	CNN_ENG_20030403_080032.9-E2-12
EM36	CNN_ENG_20030403_080032.9-E3-13
EM37	CNN_ENG_20030403_080032.9-E5-14
EM38	CNN_ENG_20030403_080032.9-E4-15
EM39	CNN_ENG_20030403_080032.9-E3-16
EM40	CNN_ENG_20030403_080032.9-E5-17
EM41	CNN_ENG_20030403_080032.9-E2-18
EM42	CNN_ENG_20030403_080032.9-E3-19
EM43	CNN_ENG_20030403_080032.9-E25-20
EM44	CNN_ENG_20030403_080032.9-E6-21
EM45	CNN_ENG_20030403_080032.9-E7-22
EM46	CNN_ENG_20030403_080032.9-E22-23
EM47	CNN_ENG_20030403_080032.9-E8-24
EM48	CNN_ENG_20030403_080032.9-E9-25
EM49	CNN_ENG_20030403_080032.9-E20-26
EM50	CNN_ENG_20030403_080032.9-E8-27
EM52	CNN_ENG_20030403_080032.9-E10-28
EM51	CNN_ENG_20030403_080032.9-E11-29
