CE10	CNNHL_ENG_20030610_230438.14-CE1
CE11	CNNHL_ENG_20030610_230438.14-CE2
CE2	CNNHL_ENG_20030610_230438.14-CE3
CE3	CNNHL_ENG_20030610_230438.14-CE4
CE4	CNNHL_ENG_20030610_230438.14-CE5
CE1	CNNHL_ENG_20030610_230438.14-CE6
CE5	CNNHL_ENG_20030610_230438.14-CE7
CE6	CNNHL_ENG_20030610_230438.14-CE8
CE7	CNNHL_ENG_20030610_230438.14-CE9
CE8	CNNHL_ENG_20030610_230438.14-CE10
CE9	CNNHL_ENG_20030610_230438.14-CE11
E12	CNNHL_ENG_20030610_230438.14-E1
E14	CNNHL_ENG_20030610_230438.14-E2
E1	CNNHL_ENG_20030610_230438.14-E3
E2	CNNHL_ENG_20030610_230438.14-E4
E3	CNNHL_ENG_20030610_230438.14-E5
E5	CNNHL_ENG_20030610_230438.14-E6
E7	CNNHL_ENG_20030610_230438.14-E7
E8	CNNHL_ENG_20030610_230438.14-E8
E9	CNNHL_ENG_20030610_230438.14-E9
E10	CNNHL_ENG_20030610_230438.14-E10
E11	CNNHL_ENG_20030610_230438.14-E11
E13	CNNHL_ENG_20030610_230438.14-E12
EM19	CNNHL_ENG_20030610_230438.14-E1-1
EM20	CNNHL_ENG_20030610_230438.14-E11-2
EM21	CNNHL_ENG_20030610_230438.14-E11-3
EM22	CNNHL_ENG_20030610_230438.14-E1-4
EM23	CNNHL_ENG_20030610_230438.14-E4-5
EM1	CNNHL_ENG_20030610_230438.14-E3-6
EM2	CNNHL_ENG_20030610_230438.14-E4-7
EM3	CNNHL_ENG_20030610_230438.14-E5-8
EM4	CNNHL_ENG_20030610_230438.14-E6-9
EM5	CNNHL_ENG_20030610_230438.14-E4-10
EM24	CNNHL_ENG_20030610_230438.14-E12-11
EM6	CNNHL_ENG_20030610_230438.14-E2-12
EM7	CNNHL_ENG_20030610_230438.14-E7-13
EM8	CNNHL_ENG_20030610_230438.14-E4-14
EM9	CNNHL_ENG_20030610_230438.14-E4-15
EM10	CNNHL_ENG_20030610_230438.14-E5-16
EM11	CNNHL_ENG_20030610_230438.14-E8-17
EM12	CNNHL_ENG_20030610_230438.14-E9-18
EM13	CNNHL_ENG_20030610_230438.14-E10-19
EM15	CNNHL_ENG_20030610_230438.14-E10-20
EM14	CNNHL_ENG_20030610_230438.14-E5-21
EM16	CNNHL_ENG_20030610_230438.14-E11-22
EM17	CNNHL_ENG_20030610_230438.14-E11-23
EM18	CNNHL_ENG_20030610_230438.14-E5-24
R1	CNNHL_ENG_20030610_230438.14-R1
R2	CNNHL_ENG_20030610_230438.14-R2
R3	CNNHL_ENG_20030610_230438.14-R3
R4	CNNHL_ENG_20030610_230438.14-R4
R5	CNNHL_ENG_20030610_230438.14-R5
R6	CNNHL_ENG_20030610_230438.14-R6
R7	CNNHL_ENG_20030610_230438.14-R7
RM1	CNNHL_ENG_20030610_230438.14-R1-1
RM2	CNNHL_ENG_20030610_230438.14-R2-1
RM3	CNNHL_ENG_20030610_230438.14-R3-1
RM4	CNNHL_ENG_20030610_230438.14-R4-1
RM5	CNNHL_ENG_20030610_230438.14-R5-1
RM7	CNNHL_ENG_20030610_230438.14-R6-1
RM6	CNNHL_ENG_20030610_230438.14-R7-1
V1	CNNHL_ENG_20030610_230438.14-EV1
V2	CNNHL_ENG_20030610_230438.14-EV2
V3	CNNHL_ENG_20030610_230438.14-EV3
VM1	CNNHL_ENG_20030610_230438.14-EV1-1
VM2	CNNHL_ENG_20030610_230438.14-EV2-1
VM3	CNNHL_ENG_20030610_230438.14-EV3-1
Q3	CNNHL_ENG_20030610_230438.14-T1
Q4	CNNHL_ENG_20030610_230438.14-T2
Q5	CNNHL_ENG_20030610_230438.14-T3
Q6	CNNHL_ENG_20030610_230438.14-T4
Q10	CNNHL_ENG_20030610_230438.14-T5
Q2	CNNHL_ENG_20030610_230438.14-V1
Q1	CNNHL_ENG_20030610_230438.14-T6
Q7	CNNHL_ENG_20030610_230438.14-V2
Q8	CNNHL_ENG_20030610_230438.14-V3
Q9	CNNHL_ENG_20030610_230438.14-V4
QM2	CNNHL_ENG_20030610_230438.14-V1-1
QM7	CNNHL_ENG_20030610_230438.14-V2-1
QM8	CNNHL_ENG_20030610_230438.14-V3-1
QM9	CNNHL_ENG_20030610_230438.14-V4-1
