CE10	CNNHL_ENG_20030410_193626.13-CE1
CE11	CNNHL_ENG_20030410_193626.13-CE2
CE1	CNNHL_ENG_20030410_193626.13-CE3
CE2	CNNHL_ENG_20030410_193626.13-CE4
CE3	CNNHL_ENG_20030410_193626.13-CE5
CE4	CNNHL_ENG_20030410_193626.13-CE6
CE5	CNNHL_ENG_20030410_193626.13-CE7
CE6	CNNHL_ENG_20030410_193626.13-CE8
CE7	CNNHL_ENG_20030410_193626.13-CE9
CE8	CNNHL_ENG_20030410_193626.13-CE10
CE9	CNNHL_ENG_20030410_193626.13-CE11
E25	CNNHL_ENG_20030410_193626.13-E1
E18	CNNHL_ENG_20030410_193626.13-E2
E20	CNNHL_ENG_20030410_193626.13-E3
E27	CNNHL_ENG_20030410_193626.13-E4
E1	CNNHL_ENG_20030410_193626.13-E5
E3	CNNHL_ENG_20030410_193626.13-E6
E4	CNNHL_ENG_20030410_193626.13-E7
E5	CNNHL_ENG_20030410_193626.13-E8
E6	CNNHL_ENG_20030410_193626.13-E9
E7	CNNHL_ENG_20030410_193626.13-E10
E9	CNNHL_ENG_20030410_193626.13-E11
E11	CNNHL_ENG_20030410_193626.13-E12
E13	CNNHL_ENG_20030410_193626.13-E13
E14	CNNHL_ENG_20030410_193626.13-E14
E15	CNNHL_ENG_20030410_193626.13-E15
EM1	CNNHL_ENG_20030410_193626.13-E5-1
EM18	CNNHL_ENG_20030410_193626.13-E7-2
EM24	CNNHL_ENG_20030410_193626.13-E7-3
EM19	CNNHL_ENG_20030410_193626.13-E8-4
EM20	CNNHL_ENG_20030410_193626.13-E2-5
EM21	CNNHL_ENG_20030410_193626.13-E3-6
EM22	CNNHL_ENG_20030410_193626.13-E7-7
EM23	CNNHL_ENG_20030410_193626.13-E7-8
EM25	CNNHL_ENG_20030410_193626.13-E7-9
EM2	CNNHL_ENG_20030410_193626.13-E4-10
EM27	CNNHL_ENG_20030410_193626.13-E8-11
EM3	CNNHL_ENG_20030410_193626.13-E6-12
EM4	CNNHL_ENG_20030410_193626.13-E6-13
EM5	CNNHL_ENG_20030410_193626.13-E7-14
EM6	CNNHL_ENG_20030410_193626.13-E9-15
EM7	CNNHL_ENG_20030410_193626.13-E10-16
EM8	CNNHL_ENG_20030410_193626.13-E11-17
EM9	CNNHL_ENG_20030410_193626.13-E11-18
EM10	CNNHL_ENG_20030410_193626.13-E10-19
EM26	CNNHL_ENG_20030410_193626.13-E1-20
EM11	CNNHL_ENG_20030410_193626.13-E12-21
EM12	CNNHL_ENG_20030410_193626.13-E7-22
EM13	CNNHL_ENG_20030410_193626.13-E7-23
EM14	CNNHL_ENG_20030410_193626.13-E13-24
EM15	CNNHL_ENG_20030410_193626.13-E14-25
EM16	CNNHL_ENG_20030410_193626.13-E15-26
R1	CNNHL_ENG_20030410_193626.13-R1
R2	CNNHL_ENG_20030410_193626.13-R2
R3	CNNHL_ENG_20030410_193626.13-R3
R4	CNNHL_ENG_20030410_193626.13-R4
R5	CNNHL_ENG_20030410_193626.13-R5
R9	CNNHL_ENG_20030410_193626.13-R6
R10	CNNHL_ENG_20030410_193626.13-R7
R7	CNNHL_ENG_20030410_193626.13-R8
R8	CNNHL_ENG_20030410_193626.13-R9
RM1	CNNHL_ENG_20030410_193626.13-R1-1
RM2	CNNHL_ENG_20030410_193626.13-R2-1
RM3	CNNHL_ENG_20030410_193626.13-R2-2
RM4	CNNHL_ENG_20030410_193626.13-R4-1
RM5	CNNHL_ENG_20030410_193626.13-R5-1
RM9	CNNHL_ENG_20030410_193626.13-R6-1
RM10	CNNHL_ENG_20030410_193626.13-R7-1
RM7	CNNHL_ENG_20030410_193626.13-R8-1
RM8	CNNHL_ENG_20030410_193626.13-R9-1
V1	CNNHL_ENG_20030410_193626.13-EV1
V3	CNNHL_ENG_20030410_193626.13-EV2
V4	CNNHL_ENG_20030410_193626.13-EV3
VM1	CNNHL_ENG_20030410_193626.13-EV1-1
VM4	CNNHL_ENG_20030410_193626.13-EV2-1
VM5	CNNHL_ENG_20030410_193626.13-EV3-1
VM2	CNNHL_ENG_20030410_193626.13-EV1-2
Q1	CNNHL_ENG_20030410_193626.13-T1
Q2	CNNHL_ENG_20030410_193626.13-T2
Q3	CNNHL_ENG_20030410_193626.13-T3
