CE7	CNN_ENG_20030425_133605.6-CE1
CE8	CNN_ENG_20030425_133605.6-CE2
CE9	CNN_ENG_20030425_133605.6-CE3
CE10	CNN_ENG_20030425_133605.6-CE4
CE11	CNN_ENG_20030425_133605.6-CE5
CE12	CNN_ENG_20030425_133605.6-CE6
CE13	CNN_ENG_20030425_133605.6-CE7
CE14	CNN_ENG_20030425_133605.6-CE8
CE15	CNN_ENG_20030425_133605.6-CE9
CE17	CNN_ENG_20030425_133605.6-CE10
CE18	CNN_ENG_20030425_133605.6-CE11
CE19	CNN_ENG_20030425_133605.6-CE12
CE20	CNN_ENG_20030425_133605.6-CE13
CE21	CNN_ENG_20030425_133605.6-CE14
CE22	CNN_ENG_20030425_133605.6-CE15
CE24	CNN_ENG_20030425_133605.6-CE16
CE25	CNN_ENG_20030425_133605.6-CE17
CE26	CNN_ENG_20030425_133605.6-CE18
CE28	CNN_ENG_20030425_133605.6-CE19
CE2	CNN_ENG_20030425_133605.6-CE20
CE29	CNN_ENG_20030425_133605.6-CE21
CE30	CNN_ENG_20030425_133605.6-CE22
CE6	CNN_ENG_20030425_133605.6-CE23
CE23	CNN_ENG_20030425_133605.6-CE24
CE31	CNN_ENG_20030425_133605.6-CE25
CE32	CNN_ENG_20030425_133605.6-CE26
CE27	CNN_ENG_20030425_133605.6-CE27
CE16	CNN_ENG_20030425_133605.6-CE28
CE1	CNN_ENG_20030425_133605.6-CE29
CE3	CNN_ENG_20030425_133605.6-CE30
CE5	CNN_ENG_20030425_133605.6-CE31
CE4	CNN_ENG_20030425_133605.6-CE32
E11	CNN_ENG_20030425_133605.6-E1
E12	CNN_ENG_20030425_133605.6-E2
E13	CNN_ENG_20030425_133605.6-E3
E14	CNN_ENG_20030425_133605.6-E4
E15	CNN_ENG_20030425_133605.6-E5
E16	CNN_ENG_20030425_133605.6-E6
E18	CNN_ENG_20030425_133605.6-E7
E19	CNN_ENG_20030425_133605.6-E8
E20	CNN_ENG_20030425_133605.6-E9
E21	CNN_ENG_20030425_133605.6-E10
E23	CNN_ENG_20030425_133605.6-E11
E24	CNN_ENG_20030425_133605.6-E12
E25	CNN_ENG_20030425_133605.6-E13
E26	CNN_ENG_20030425_133605.6-E14
E27	CNN_ENG_20030425_133605.6-E15
E28	CNN_ENG_20030425_133605.6-E16
E29	CNN_ENG_20030425_133605.6-E17
E1	CNN_ENG_20030425_133605.6-E18
E30	CNN_ENG_20030425_133605.6-E19
E31	CNN_ENG_20030425_133605.6-E20
E33	CNN_ENG_20030425_133605.6-E21
E34	CNN_ENG_20030425_133605.6-E22
E37	CNN_ENG_20030425_133605.6-E23
E38	CNN_ENG_20030425_133605.6-E24
E39	CNN_ENG_20030425_133605.6-E25
E40	CNN_ENG_20030425_133605.6-E26
E42	CNN_ENG_20030425_133605.6-E27
E52	CNN_ENG_20030425_133605.6-E28
E44	CNN_ENG_20030425_133605.6-E29
E45	CNN_ENG_20030425_133605.6-E30
E46	CNN_ENG_20030425_133605.6-E31
E47	CNN_ENG_20030425_133605.6-E32
E48	CNN_ENG_20030425_133605.6-E33
E49	CNN_ENG_20030425_133605.6-E34
E53	CNN_ENG_20030425_133605.6-E35
E54	CNN_ENG_20030425_133605.6-E36
E55	CNN_ENG_20030425_133605.6-E37
E56	CNN_ENG_20030425_133605.6-E38
E2	CNN_ENG_20030425_133605.6-E39
E3	CNN_ENG_20030425_133605.6-E40
E4	CNN_ENG_20030425_133605.6-E41
E57	CNN_ENG_20030425_133605.6-E42
E6	CNN_ENG_20030425_133605.6-E43
E9	CNN_ENG_20030425_133605.6-E44
EM1	CNN_ENG_20030425_133605.6-E18-1
EM23	CNN_ENG_20030425_133605.6-E1-2
EM24	CNN_ENG_20030425_133605.6-E2-3
EM25	CNN_ENG_20030425_133605.6-E41-4
EM26	CNN_ENG_20030425_133605.6-E3-5
EM27	CNN_ENG_20030425_133605.6-E2-6
EM28	CNN_ENG_20030425_133605.6-E40-7
EM29	CNN_ENG_20030425_133605.6-E4-8
EM30	CNN_ENG_20030425_133605.6-E2-9
EM31	CNN_ENG_20030425_133605.6-E5-10
EM32	CNN_ENG_20030425_133605.6-E6-11
EM33	CNN_ENG_20030425_133605.6-E7-12
EM37	CNN_ENG_20030425_133605.6-E40-13
EM38	CNN_ENG_20030425_133605.6-E8-14
EM39	CNN_ENG_20030425_133605.6-E2-15
EM40	CNN_ENG_20030425_133605.6-E9-16
EM41	CNN_ENG_20030425_133605.6-E10-17
EM107	CNN_ENG_20030425_133605.6-E42-18
EM42	CNN_ENG_20030425_133605.6-E43-19
EM43	CNN_ENG_20030425_133605.6-E40-20
EM44	CNN_ENG_20030425_133605.6-E11-21
EM45	CNN_ENG_20030425_133605.6-E12-22
EM46	CNN_ENG_20030425_133605.6-E9-23
EM47	CNN_ENG_20030425_133605.6-E13-24
EM49	CNN_ENG_20030425_133605.6-E40-25
EM50	CNN_ENG_20030425_133605.6-E13-26
EM51	CNN_ENG_20030425_133605.6-E40-27
EM53	CNN_ENG_20030425_133605.6-E14-28
EM55	CNN_ENG_20030425_133605.6-E14-29
EM54	CNN_ENG_20030425_133605.6-E40-30
EM56	CNN_ENG_20030425_133605.6-E40-31
EM57	CNN_ENG_20030425_133605.6-E14-32
EM58	CNN_ENG_20030425_133605.6-E15-33
EM59	CNN_ENG_20030425_133605.6-E40-34
EM60	CNN_ENG_20030425_133605.6-E16-35
EM61	CNN_ENG_20030425_133605.6-E14-36
EM62	CNN_ENG_20030425_133605.6-E17-37
EM63	CNN_ENG_20030425_133605.6-E19-38
EM65	CNN_ENG_20030425_133605.6-E20-39
EM66	CNN_ENG_20030425_133605.6-E43-40
EM67	CNN_ENG_20030425_133605.6-E19-41
EM69	CNN_ENG_20030425_133605.6-E21-42
EM70	CNN_ENG_20030425_133605.6-E40-43
EM71	CNN_ENG_20030425_133605.6-E22-44
EM72	CNN_ENG_20030425_133605.6-E22-45
EM74	CNN_ENG_20030425_133605.6-E41-46
EM76	CNN_ENG_20030425_133605.6-E23-47
EM77	CNN_ENG_20030425_133605.6-E43-48
EM78	CNN_ENG_20030425_133605.6-E16-49
EM79	CNN_ENG_20030425_133605.6-E23-50
EM80	CNN_ENG_20030425_133605.6-E16-51
