CE7	CNNHL_ENG_20030312_150218.13-CE1
CE1	CNNHL_ENG_20030312_150218.13-CE2
CE2	CNNHL_ENG_20030312_150218.13-CE3
CE6	CNNHL_ENG_20030312_150218.13-CE4
CE3	CNNHL_ENG_20030312_150218.13-CE5
CE4	CNNHL_ENG_20030312_150218.13-CE6
CE5	CNNHL_ENG_20030312_150218.13-CE7
CE8	CNNHL_ENG_20030312_150218.13-CE8
CE9	CNNHL_ENG_20030312_150218.13-CE9
CE10	CNNHL_ENG_20030312_150218.13-CE10
CE11	CNNHL_ENG_20030312_150218.13-CE11
E15	CNNHL_ENG_20030312_150218.13-E1
E17	CNNHL_ENG_20030312_150218.13-E2
E18	CNNHL_ENG_20030312_150218.13-E3
E20	CNNHL_ENG_20030312_150218.13-E4
E1	CNNHL_ENG_20030312_150218.13-E5
E9	CNNHL_ENG_20030312_150218.13-E6
E3	CNNHL_ENG_20030312_150218.13-E7
E4	CNNHL_ENG_20030312_150218.13-E8
E10	CNNHL_ENG_20030312_150218.13-E9
E8	CNNHL_ENG_20030312_150218.13-E10
E11	CNNHL_ENG_20030312_150218.13-E11
E12	CNNHL_ENG_20030312_150218.13-E12
E13	CNNHL_ENG_20030312_150218.13-E13
EM1	CNNHL_ENG_20030312_150218.13-E5-1
EM23	CNNHL_ENG_20030312_150218.13-E8-2
EM25	CNNHL_ENG_20030312_150218.13-E7-3
EM13	CNNHL_ENG_20030312_150218.13-E1-4
EM5	CNNHL_ENG_20030312_150218.13-E2-5
EM24	CNNHL_ENG_20030312_150218.13-E3-6
EM19	CNNHL_ENG_20030312_150218.13-E4-7
EM12	CNNHL_ENG_20030312_150218.13-E6-8
EM14	CNNHL_ENG_20030312_150218.13-E5-9
EM2	CNNHL_ENG_20030312_150218.13-E7-10
EM3	CNNHL_ENG_20030312_150218.13-E8-11
EM4	CNNHL_ENG_20030312_150218.13-E5-12
EM15	CNNHL_ENG_20030312_150218.13-E8-13
EM16	CNNHL_ENG_20030312_150218.13-E9-14
EM6	CNNHL_ENG_20030312_150218.13-E7-15
EM7	CNNHL_ENG_20030312_150218.13-E7-16
EM8	CNNHL_ENG_20030312_150218.13-E5-17
EM9	CNNHL_ENG_20030312_150218.13-E10-18
EM10	CNNHL_ENG_20030312_150218.13-E8-19
EM11	CNNHL_ENG_20030312_150218.13-E8-20
EM17	CNNHL_ENG_20030312_150218.13-E8-21
EM18	CNNHL_ENG_20030312_150218.13-E11-22
EM20	CNNHL_ENG_20030312_150218.13-E12-23
EM21	CNNHL_ENG_20030312_150218.13-E13-24
EM22	CNNHL_ENG_20030312_150218.13-E8-25
R1	CNNHL_ENG_20030312_150218.13-R1
R2	CNNHL_ENG_20030312_150218.13-R2
R3	CNNHL_ENG_20030312_150218.13-R3
R4	CNNHL_ENG_20030312_150218.13-R4
R5	CNNHL_ENG_20030312_150218.13-R5
R6	CNNHL_ENG_20030312_150218.13-R6
R3	CNNHL_ENG_20030312_150218.13-R7
R7	CNNHL_ENG_20030312_150218.13-R8
RM1	CNNHL_ENG_20030312_150218.13-R1-1
RM2	CNNHL_ENG_20030312_150218.13-R2-1
RM4	CNNHL_ENG_20030312_150218.13-R4-1
RM6	CNNHL_ENG_20030312_150218.13-R5-1
RM7	CNNHL_ENG_20030312_150218.13-R6-1
RM5	CNNHL_ENG_20030312_150218.13-R7-1
RM3	CNNHL_ENG_20030312_150218.13-R7-2
RM8	CNNHL_ENG_20030312_150218.13-R8-1
V2	CNNHL_ENG_20030312_150218.13-EV1
V3	CNNHL_ENG_20030312_150218.13-EV2
V6	CNNHL_ENG_20030312_150218.13-EV3
V1	CNNHL_ENG_20030312_150218.13-EV4
V4	CNNHL_ENG_20030312_150218.13-EV5
V5	CNNHL_ENG_20030312_150218.13-EV6
VM2	CNNHL_ENG_20030312_150218.13-EV1-1
VM3	CNNHL_ENG_20030312_150218.13-EV2-1
VM6	CNNHL_ENG_20030312_150218.13-EV3-1
VM1	CNNHL_ENG_20030312_150218.13-EV4-1
VM4	CNNHL_ENG_20030312_150218.13-EV5-1
VM5	CNNHL_ENG_20030312_150218.13-EV6-1
Q1	CNNHL_ENG_20030312_150218.13-T1
Q2	CNNHL_ENG_20030312_150218.13-T2
Q3	CNNHL_ENG_20030312_150218.13-T3
Q5	CNNHL_ENG_20030312_150218.13-T4
Q6	CNNHL_ENG_20030312_150218.13-T5
Q4	CNNHL_ENG_20030312_150218.13-V1
QM4	CNNHL_ENG_20030312_150218.13-V1-1
