CE11	CNN_ENG_20030528_125956.8-CE1
CE12	CNN_ENG_20030528_125956.8-CE2
CE14	CNN_ENG_20030528_125956.8-CE3
CE15	CNN_ENG_20030528_125956.8-CE4
CE16	CNN_ENG_20030528_125956.8-CE5
CE17	CNN_ENG_20030528_125956.8-CE6
CE18	CNN_ENG_20030528_125956.8-CE7
CE19	CNN_ENG_20030528_125956.8-CE8
CE20	CNN_ENG_20030528_125956.8-CE9
CE1	CNN_ENG_20030528_125956.8-CE10
CE2	CNN_ENG_20030528_125956.8-CE11
CE3	CNN_ENG_20030528_125956.8-CE12
CE4	CNN_ENG_20030528_125956.8-CE13
CE5	CNN_ENG_20030528_125956.8-CE14
CE6	CNN_ENG_20030528_125956.8-CE15
CE7	CNN_ENG_20030528_125956.8-CE16
CE13	CNN_ENG_20030528_125956.8-CE17
CE8	CNN_ENG_20030528_125956.8-CE18
CE9	CNN_ENG_20030528_125956.8-CE19
CE10	CNN_ENG_20030528_125956.8-CE20
CE21	CNN_ENG_20030528_125956.8-CE21
E17	CNN_ENG_20030528_125956.8-E1
E18	CNN_ENG_20030528_125956.8-E2
E19	CNN_ENG_20030528_125956.8-E3
E20	CNN_ENG_20030528_125956.8-E4
E21	CNN_ENG_20030528_125956.8-E5
E22	CNN_ENG_20030528_125956.8-E6
E23	CNN_ENG_20030528_125956.8-E7
E24	CNN_ENG_20030528_125956.8-E8
E25	CNN_ENG_20030528_125956.8-E9
E26	CNN_ENG_20030528_125956.8-E10
E31	CNN_ENG_20030528_125956.8-E11
E27	CNN_ENG_20030528_125956.8-E12
E1	CNN_ENG_20030528_125956.8-E13
E2	CNN_ENG_20030528_125956.8-E14
E3	CNN_ENG_20030528_125956.8-E15
E4	CNN_ENG_20030528_125956.8-E16
E5	CNN_ENG_20030528_125956.8-E17
E28	CNN_ENG_20030528_125956.8-E18
E7	CNN_ENG_20030528_125956.8-E19
E8	CNN_ENG_20030528_125956.8-E20
E9	CNN_ENG_20030528_125956.8-E21
E10	CNN_ENG_20030528_125956.8-E22
E12	CNN_ENG_20030528_125956.8-E23
E13	CNN_ENG_20030528_125956.8-E24
E14	CNN_ENG_20030528_125956.8-E25
E29	CNN_ENG_20030528_125956.8-E26
EM1	CNN_ENG_20030528_125956.8-E13-1
EM15	CNN_ENG_20030528_125956.8-E25-2
EM16	CNN_ENG_20030528_125956.8-E14-3
EM17	CNN_ENG_20030528_125956.8-E14-4
EM18	CNN_ENG_20030528_125956.8-E14-5
EM19	CNN_ENG_20030528_125956.8-E14-6
EM25	CNN_ENG_20030528_125956.8-E20-7
EM20	CNN_ENG_20030528_125956.8-E1-8
EM21	CNN_ENG_20030528_125956.8-E2-9
EM22	CNN_ENG_20030528_125956.8-E3-10
EM23	CNN_ENG_20030528_125956.8-E1-11
EM45	CNN_ENG_20030528_125956.8-E4-12
EM53	CNN_ENG_20030528_125956.8-E26-13
EM26	CNN_ENG_20030528_125956.8-E1-14
EM27	CNN_ENG_20030528_125956.8-E4-15
EM28	CNN_ENG_20030528_125956.8-E1-16
EM29	CNN_ENG_20030528_125956.8-E1-17
EM30	CNN_ENG_20030528_125956.8-E1-18
EM31	CNN_ENG_20030528_125956.8-E1-19
EM32	CNN_ENG_20030528_125956.8-E5-20
EM33	CNN_ENG_20030528_125956.8-E1-21
EM34	CNN_ENG_20030528_125956.8-E4-22
EM35	CNN_ENG_20030528_125956.8-E1-23
