CE3	CNN_ENG_20030407_080037.12-CE1
CE2	CNN_ENG_20030407_080037.12-CE2
CE4	CNN_ENG_20030407_080037.12-CE3
CE1	CNN_ENG_20030407_080037.12-CE4
CE5	CNN_ENG_20030407_080037.12-CE5
CE6	CNN_ENG_20030407_080037.12-CE6
CE7	CNN_ENG_20030407_080037.12-CE7
CE8	CNN_ENG_20030407_080037.12-CE8
CE9	CNN_ENG_20030407_080037.12-CE9
CE10	CNN_ENG_20030407_080037.12-CE10
CE11	CNN_ENG_20030407_080037.12-CE11
CE12	CNN_ENG_20030407_080037.12-CE12
CE13	CNN_ENG_20030407_080037.12-CE13
E16	CNN_ENG_20030407_080037.12-E1
E1	CNN_ENG_20030407_080037.12-E2
E3	CNN_ENG_20030407_080037.12-E3
E5	CNN_ENG_20030407_080037.12-E4
E6	CNN_ENG_20030407_080037.12-E5
E7	CNN_ENG_20030407_080037.12-E6
E8	CNN_ENG_20030407_080037.12-E7
E9	CNN_ENG_20030407_080037.12-E8
E10	CNN_ENG_20030407_080037.12-E9
E11	CNN_ENG_20030407_080037.12-E10
E12	CNN_ENG_20030407_080037.12-E11
E13	CNN_ENG_20030407_080037.12-E12
E14	CNN_ENG_20030407_080037.12-E13
EM15	CNN_ENG_20030407_080037.12-E2-1
EM16	CNN_ENG_20030407_080037.12-E7-2
EM2	CNN_ENG_20030407_080037.12-E1-3
EM1	CNN_ENG_20030407_080037.12-E2-4
EM3	CNN_ENG_20030407_080037.12-E3-5
EM4	CNN_ENG_20030407_080037.12-E4-6
EM5	CNN_ENG_20030407_080037.12-E5-7
EM6	CNN_ENG_20030407_080037.12-E6-8
EM7	CNN_ENG_20030407_080037.12-E7-9
EM8	CNN_ENG_20030407_080037.12-E8-10
EM9	CNN_ENG_20030407_080037.12-E9-11
EM10	CNN_ENG_20030407_080037.12-E10-12
EM11	CNN_ENG_20030407_080037.12-E11-13
EM12	CNN_ENG_20030407_080037.12-E12-14
EM13	CNN_ENG_20030407_080037.12-E13-15
EM14	CNN_ENG_20030407_080037.12-E12-16
R1	CNN_ENG_20030407_080037.12-R1
R2	CNN_ENG_20030407_080037.12-R2
RM1	CNN_ENG_20030407_080037.12-R1-1
RM2	CNN_ENG_20030407_080037.12-R2-1
V1	CNN_ENG_20030407_080037.12-EV1
V2	CNN_ENG_20030407_080037.12-EV2
V3	CNN_ENG_20030407_080037.12-EV3
V4	CNN_ENG_20030407_080037.12-EV4
VM1	CNN_ENG_20030407_080037.12-EV1-1
VM2	CNN_ENG_20030407_080037.12-EV2-1
VM3	CNN_ENG_20030407_080037.12-EV3-1
VM4	CNN_ENG_20030407_080037.12-EV4-1
Q1	CNN_ENG_20030407_080037.12-T1
Q2	CNN_ENG_20030407_080037.12-T2
