CE9	CNN_ENG_20030619_115954.4-CE1
CE10	CNN_ENG_20030619_115954.4-CE2
CE11	CNN_ENG_20030619_115954.4-CE3
CE12	CNN_ENG_20030619_115954.4-CE4
CE13	CNN_ENG_20030619_115954.4-CE5
CE14	CNN_ENG_20030619_115954.4-CE6
CE15	CNN_ENG_20030619_115954.4-CE7
CE16	CNN_ENG_20030619_115954.4-CE8
CE17	CNN_ENG_20030619_115954.4-CE9
CE18	CNN_ENG_20030619_115954.4-CE10
CE19	CNN_ENG_20030619_115954.4-CE11
CE2	CNN_ENG_20030619_115954.4-CE12
CE3	CNN_ENG_20030619_115954.4-CE13
CE4	CNN_ENG_20030619_115954.4-CE14
CE5	CNN_ENG_20030619_115954.4-CE15
CE6	CNN_ENG_20030619_115954.4-CE16
CE7	CNN_ENG_20030619_115954.4-CE17
CE8	CNN_ENG_20030619_115954.4-CE18
CE1	CNN_ENG_20030619_115954.4-CE19
E16	CNN_ENG_20030619_115954.4-E1
E19	CNN_ENG_20030619_115954.4-E2
E20	CNN_ENG_20030619_115954.4-E3
E21	CNN_ENG_20030619_115954.4-E4
E22	CNN_ENG_20030619_115954.4-E5
E23	CNN_ENG_20030619_115954.4-E6
E24	CNN_ENG_20030619_115954.4-E7
E25	CNN_ENG_20030619_115954.4-E8
E26	CNN_ENG_20030619_115954.4-E9
E27	CNN_ENG_20030619_115954.4-E10
E28	CNN_ENG_20030619_115954.4-E11
E29	CNN_ENG_20030619_115954.4-E12
E30	CNN_ENG_20030619_115954.4-E13
E31	CNN_ENG_20030619_115954.4-E14
E32	CNN_ENG_20030619_115954.4-E15
E33	CNN_ENG_20030619_115954.4-E16
E1	CNN_ENG_20030619_115954.4-E17
E2	CNN_ENG_20030619_115954.4-E18
E3	CNN_ENG_20030619_115954.4-E19
E4	CNN_ENG_20030619_115954.4-E20
E5	CNN_ENG_20030619_115954.4-E21
E6	CNN_ENG_20030619_115954.4-E22
E7	CNN_ENG_20030619_115954.4-E23
E8	CNN_ENG_20030619_115954.4-E24
E9	CNN_ENG_20030619_115954.4-E25
E11	CNN_ENG_20030619_115954.4-E26
E15	CNN_ENG_20030619_115954.4-E27
EM16	CNN_ENG_20030619_115954.4-E1-1
EM17	CNN_ENG_20030619_115954.4-E2-2
EM18	CNN_ENG_20030619_115954.4-E18-3
EM19	CNN_ENG_20030619_115954.4-E25-4
EM20	CNN_ENG_20030619_115954.4-E25-5
EM1	CNN_ENG_20030619_115954.4-E17-6
EM21	CNN_ENG_20030619_115954.4-E17-7
EM22	CNN_ENG_20030619_115954.4-E3-8
EM23	CNN_ENG_20030619_115954.4-E4-9
EM24	CNN_ENG_20030619_115954.4-E5-10
EM25	CNN_ENG_20030619_115954.4-E6-11
EM26	CNN_ENG_20030619_115954.4-E7-12
EM27	CNN_ENG_20030619_115954.4-E3-13
EM28	CNN_ENG_20030619_115954.4-E8-14
EM29	CNN_ENG_20030619_115954.4-E3-15
EM31	CNN_ENG_20030619_115954.4-E9-16
EM30	CNN_ENG_20030619_115954.4-E9-17
EM32	CNN_ENG_20030619_115954.4-E10-18
EM33	CNN_ENG_20030619_115954.4-E11-19
EM34	CNN_ENG_20030619_115954.4-E12-20
EM35	CNN_ENG_20030619_115954.4-E3-21
EM36	CNN_ENG_20030619_115954.4-E13-22
EM37	CNN_ENG_20030619_115954.4-E22-23
EM38	CNN_ENG_20030619_115954.4-E14-24
EM39	CNN_ENG_20030619_115954.4-E15-25
EM40	CNN_ENG_20030619_115954.4-E16-26
EM2	CNN_ENG_20030619_115954.4-E18-27
EM3	CNN_ENG_20030619_115954.4-E20-28
EM4	CNN_ENG_20030619_115954.4-E19-29
EM5	CNN_ENG_20030619_115954.4-E21-30
EM6	CNN_ENG_20030619_115954.4-E23-31
EM7	CNN_ENG_20030619_115954.4-E24-32
EM8	CNN_ENG_20030619_115954.4-E18-33
EM9	CNN_ENG_20030619_115954.4-E25-34
EM10	CNN_ENG_20030619_115954.4-E26-35
EM11	CNN_ENG_20030619_115954.4-E18-36
EM12	CNN_ENG_20030619_115954.4-E24-37
EM13	CNN_ENG_20030619_115954.4-E18-38
EM14	CNN_ENG_20030619_115954.4-E25-39
EM15	CNN_ENG_20030619_115954.4-E27-40
R1	CNN_ENG_20030619_115954.4-R1
R2	CNN_ENG_20030619_115954.4-R2
R3	CNN_ENG_20030619_115954.4-R3
R4	CNN_ENG_20030619_115954.4-R4
R5	CNN_ENG_20030619_115954.4-R5
R6	CNN_ENG_20030619_115954.4-R6
R7	CNN_ENG_20030619_115954.4-R7
R9	CNN_ENG_20030619_115954.4-R8
R10	CNN_ENG_20030619_115954.4-R9
R11	CNN_ENG_20030619_115954.4-R10
R12	CNN_ENG_20030619_115954.4-R11
R14	CNN_ENG_20030619_115954.4-R12
R13	CNN_ENG_20030619_115954.4-R13
R15	CNN_ENG_20030619_115954.4-R14
R6	CNN_ENG_20030619_115954.4-R15
R8	CNN_ENG_20030619_115954.4-R16
RM8	CNN_ENG_20030619_115954.4-R6-1
RM1	CNN_ENG_20030619_115954.4-R1-1
RM2	CNN_ENG_20030619_115954.4-R2-1
RM3	CNN_ENG_20030619_115954.4-R3-1
RM4	CNN_ENG_20030619_115954.4-R4-1
RM5	CNN_ENG_20030619_115954.4-R5-1
RM6	CNN_ENG_20030619_115954.4-R15-1
RM7	CNN_ENG_20030619_115954.4-R7-1
RM10	CNN_ENG_20030619_115954.4-R8-1
RM11	CNN_ENG_20030619_115954.4-R9-1
RM12	CNN_ENG_20030619_115954.4-R10-1
RM13	CNN_ENG_20030619_115954.4-R11-1
RM15	CNN_ENG_20030619_115954.4-R12-1
RM14	CNN_ENG_20030619_115954.4-R13-1
RM16	CNN_ENG_20030619_115954.4-R14-1
RM9	CNN_ENG_20030619_115954.4-R16-1
V1	CNN_ENG_20030619_115954.4-EV1
V2	CNN_ENG_20030619_115954.4-EV2
V3	CNN_ENG_20030619_115954.4-EV3
V4	CNN_ENG_20030619_115954.4-EV4
V6	CNN_ENG_20030619_115954.4-EV5
V7	CNN_ENG_20030619_115954.4-EV6
V9	CNN_ENG_20030619_115954.4-EV7
V10	CNN_ENG_20030619_115954.4-EV8
V8	CNN_ENG_20030619_115954.4-EV9
VM1	CNN_ENG_20030619_115954.4-EV1-1
VM2	CNN_ENG_20030619_115954.4-EV2-1
VM3	CNN_ENG_20030619_115954.4-EV3-1
VM4	CNN_ENG_20030619_115954.4-EV4-1
VM6	CNN_ENG_20030619_115954.4-EV5-1
VM7	CNN_ENG_20030619_115954.4-EV6-1
VM9	CNN_ENG_20030619_115954.4-EV7-1
VM8	CNN_ENG_20030619_115954.4-EV9-1
VM10	CNN_ENG_20030619_115954.4-EV8-1
Q2	CNN_ENG_20030619_115954.4-T1
Q3	CNN_ENG_20030619_115954.4-T2
Q4	CNN_ENG_20030619_115954.4-T3
Q1	CNN_ENG_20030619_115954.4-T4
