CE13	CNNHL_ENG_20030428_123600.14-CE1
CE1	CNNHL_ENG_20030428_123600.14-CE2
CE14	CNNHL_ENG_20030428_123600.14-CE3
CE15	CNNHL_ENG_20030428_123600.14-CE4
CE12	CNNHL_ENG_20030428_123600.14-CE5
CE4	CNNHL_ENG_20030428_123600.14-CE6
CE3	CNNHL_ENG_20030428_123600.14-CE7
CE5	CNNHL_ENG_20030428_123600.14-CE8
CE6	CNNHL_ENG_20030428_123600.14-CE9
CE7	CNNHL_ENG_20030428_123600.14-CE10
CE8	CNNHL_ENG_20030428_123600.14-CE11
CE9	CNNHL_ENG_20030428_123600.14-CE12
CE2	CNNHL_ENG_20030428_123600.14-CE13
CE10	CNNHL_ENG_20030428_123600.14-CE14
CE11	CNNHL_ENG_20030428_123600.14-CE15
E18	CNNHL_ENG_20030428_123600.14-E1
E19	CNNHL_ENG_20030428_123600.14-E2
E20	CNNHL_ENG_20030428_123600.14-E3
E21	CNNHL_ENG_20030428_123600.14-E4
E1	CNNHL_ENG_20030428_123600.14-E5
E25	CNNHL_ENG_20030428_123600.14-E6
E26	CNNHL_ENG_20030428_123600.14-E7
E27	CNNHL_ENG_20030428_123600.14-E8
E28	CNNHL_ENG_20030428_123600.14-E9
E3	CNNHL_ENG_20030428_123600.14-E10
E5	CNNHL_ENG_20030428_123600.14-E11
E6	CNNHL_ENG_20030428_123600.14-E12
E7	CNNHL_ENG_20030428_123600.14-E13
E8	CNNHL_ENG_20030428_123600.14-E14
E9	CNNHL_ENG_20030428_123600.14-E15
E10	CNNHL_ENG_20030428_123600.14-E16
E11	CNNHL_ENG_20030428_123600.14-E17
E13	CNNHL_ENG_20030428_123600.14-E18
E14	CNNHL_ENG_20030428_123600.14-E19
E15	CNNHL_ENG_20030428_123600.14-E20
E16	CNNHL_ENG_20030428_123600.14-E21
EM1	CNNHL_ENG_20030428_123600.14-E5-1
EM20	CNNHL_ENG_20030428_123600.14-E12-2
EM21	CNNHL_ENG_20030428_123600.14-E14-3
EM23	CNNHL_ENG_20030428_123600.14-E17-4
EM25	CNNHL_ENG_20030428_123600.14-E1-5
EM26	CNNHL_ENG_20030428_123600.14-E14-6
EM27	CNNHL_ENG_20030428_123600.14-E15-7
EM9	CNNHL_ENG_20030428_123600.14-E2-8
EM28	CNNHL_ENG_20030428_123600.14-E3-9
EM29	CNNHL_ENG_20030428_123600.14-E4-10
EM24	CNNHL_ENG_20030428_123600.14-E6-11
EM13	CNNHL_ENG_20030428_123600.14-E7-12
EM22	CNNHL_ENG_20030428_123600.14-E8-13
EM6	CNNHL_ENG_20030428_123600.14-E9-14
EM2	CNNHL_ENG_20030428_123600.14-E10-15
EM3	CNNHL_ENG_20030428_123600.14-E11-16
EM4	CNNHL_ENG_20030428_123600.14-E13-17
EM5	CNNHL_ENG_20030428_123600.14-E14-18
EM7	CNNHL_ENG_20030428_123600.14-E15-19
EM8	CNNHL_ENG_20030428_123600.14-E16-20
EM10	CNNHL_ENG_20030428_123600.14-E17-21
EM11	CNNHL_ENG_20030428_123600.14-E14-22
EM12	CNNHL_ENG_20030428_123600.14-E14-23
EM14	CNNHL_ENG_20030428_123600.14-E18-24
EM15	CNNHL_ENG_20030428_123600.14-E19-25
EM16	CNNHL_ENG_20030428_123600.14-E20-26
EM17	CNNHL_ENG_20030428_123600.14-E21-27
EM18	CNNHL_ENG_20030428_123600.14-E5-28
EM19	CNNHL_ENG_20030428_123600.14-E11-29
R15	CNNHL_ENG_20030428_123600.14-R1
R1	CNNHL_ENG_20030428_123600.14-R2
R4	CNNHL_ENG_20030428_123600.14-R3
R2	CNNHL_ENG_20030428_123600.14-R4
R3	CNNHL_ENG_20030428_123600.14-R5
R5	CNNHL_ENG_20030428_123600.14-R6
R7	CNNHL_ENG_20030428_123600.14-R7
R16	CNNHL_ENG_20030428_123600.14-R8
R11	CNNHL_ENG_20030428_123600.14-R9
R12	CNNHL_ENG_20030428_123600.14-R10
R13	CNNHL_ENG_20030428_123600.14-R11
R14	CNNHL_ENG_20030428_123600.14-R12
R6	CNNHL_ENG_20030428_123600.14-R13
R8	CNNHL_ENG_20030428_123600.14-R14
RM15	CNNHL_ENG_20030428_123600.14-R1-1
RM1	CNNHL_ENG_20030428_123600.14-R2-1
RM4	CNNHL_ENG_20030428_123600.14-R3-1
RM2	CNNHL_ENG_20030428_123600.14-R4-1
RM3	CNNHL_ENG_20030428_123600.14-R1-2
RM5	CNNHL_ENG_20030428_123600.14-R6-1
RM7	CNNHL_ENG_20030428_123600.14-R7-1
RM10	CNNHL_ENG_20030428_123600.14-R8-1
RM11	CNNHL_ENG_20030428_123600.14-R9-1
RM12	CNNHL_ENG_20030428_123600.14-R10-1
RM13	CNNHL_ENG_20030428_123600.14-R11-1
RM14	CNNHL_ENG_20030428_123600.14-R12-1
RM6	CNNHL_ENG_20030428_123600.14-R13-1
RM8	CNNHL_ENG_20030428_123600.14-R4-2
V1	CNNHL_ENG_20030428_123600.14-EV1
V3	CNNHL_ENG_20030428_123600.14-EV2
V2	CNNHL_ENG_20030428_123600.14-EV3
VM1	CNNHL_ENG_20030428_123600.14-EV1-1
VM3	CNNHL_ENG_20030428_123600.14-EV2-1
VM2	CNNHL_ENG_20030428_123600.14-EV3-1
Q1	CNNHL_ENG_20030428_123600.14-T1
Q2	CNNHL_ENG_20030428_123600.14-T2
Q3	CNNHL_ENG_20030428_123600.14-T3
Q4	CNNHL_ENG_20030428_123600.14-T4
Q5	CNNHL_ENG_20030428_123600.14-T5
Q6	CNNHL_ENG_20030428_123600.14-T6
Q7	CNNHL_ENG_20030428_123600.14-T7
