CE12	LIUYIFENG_20050129.0954-CE1
CE13	LIUYIFENG_20050129.0954-CE2
CE14	LIUYIFENG_20050129.0954-CE3
CE15	LIUYIFENG_20050129.0954-CE4
CE16	LIUYIFENG_20050129.0954-CE5
CE17	LIUYIFENG_20050129.0954-CE6
CE18	LIUYIFENG_20050129.0954-CE7
CE19	LIUYIFENG_20050129.0954-CE8
CE20	LIUYIFENG_20050129.0954-CE9
CE21	LIUYIFENG_20050129.0954-CE10
CE22	LIUYIFENG_20050129.0954-CE11
CE23	LIUYIFENG_20050129.0954-CE12
CE24	LIUYIFENG_20050129.0954-CE13
CE25	LIUYIFENG_20050129.0954-CE14
CE26	LIUYIFENG_20050129.0954-CE15
CE27	LIUYIFENG_20050129.0954-CE16
CE28	LIUYIFENG_20050129.0954-CE17
CE29	LIUYIFENG_20050129.0954-CE18
CE30	LIUYIFENG_20050129.0954-CE19
CE1	LIUYIFENG_20050129.0954-CE20
CE2	LIUYIFENG_20050129.0954-CE21
CE4	LIUYIFENG_20050129.0954-CE22
CE5	LIUYIFENG_20050129.0954-CE23
CE6	LIUYIFENG_20050129.0954-CE24
CE7	LIUYIFENG_20050129.0954-CE25
CE8	LIUYIFENG_20050129.0954-CE26
CE31	LIUYIFENG_20050129.0954-CE27
CE10	LIUYIFENG_20050129.0954-CE28
CE11	LIUYIFENG_20050129.0954-CE29
E14	LIUYIFENG_20050129.0954-E1
E15	LIUYIFENG_20050129.0954-E2
E16	LIUYIFENG_20050129.0954-E3
E17	LIUYIFENG_20050129.0954-E4
E18	LIUYIFENG_20050129.0954-E5
E19	LIUYIFENG_20050129.0954-E6
E20	LIUYIFENG_20050129.0954-E7
E21	LIUYIFENG_20050129.0954-E8
E22	LIUYIFENG_20050129.0954-E9
E23	LIUYIFENG_20050129.0954-E10
E24	LIUYIFENG_20050129.0954-E11
E25	LIUYIFENG_20050129.0954-E12
E26	LIUYIFENG_20050129.0954-E13
E27	LIUYIFENG_20050129.0954-E14
E28	LIUYIFENG_20050129.0954-E15
E29	LIUYIFENG_20050129.0954-E16
E30	LIUYIFENG_20050129.0954-E17
E1	LIUYIFENG_20050129.0954-E18
E31	LIUYIFENG_20050129.0954-E19
E32	LIUYIFENG_20050129.0954-E20
E33	LIUYIFENG_20050129.0954-E21
E2	LIUYIFENG_20050129.0954-E22
E3	LIUYIFENG_20050129.0954-E23
E5	LIUYIFENG_20050129.0954-E24
E6	LIUYIFENG_20050129.0954-E25
E7	LIUYIFENG_20050129.0954-E26
E8	LIUYIFENG_20050129.0954-E27
E9	LIUYIFENG_20050129.0954-E28
E10	LIUYIFENG_20050129.0954-E29
E34	LIUYIFENG_20050129.0954-E30
E12	LIUYIFENG_20050129.0954-E31
E13	LIUYIFENG_20050129.0954-E32
EM1	LIUYIFENG_20050129.0954-E18-1
EM19	LIUYIFENG_20050129.0954-E26-2
EM20	LIUYIFENG_20050129.0954-E26-3
EM21	LIUYIFENG_20050129.0954-E2-4
EM22	LIUYIFENG_20050129.0954-E3-5
EM23	LIUYIFENG_20050129.0954-E4-6
EM24	LIUYIFENG_20050129.0954-E29-7
EM25	LIUYIFENG_20050129.0954-E1-8
EM26	LIUYIFENG_20050129.0954-E26-9
EM27	LIUYIFENG_20050129.0954-E29-10
EM28	LIUYIFENG_20050129.0954-E24-11
EM29	LIUYIFENG_20050129.0954-E25-12
EM30	LIUYIFENG_20050129.0954-E18-13
EM31	LIUYIFENG_20050129.0954-E5-14
EM32	LIUYIFENG_20050129.0954-E24-15
EM33	LIUYIFENG_20050129.0954-E25-16
EM34	LIUYIFENG_20050129.0954-E6-17
EM35	LIUYIFENG_20050129.0954-E27-18
EM36	LIUYIFENG_20050129.0954-E7-19
EM37	LIUYIFENG_20050129.0954-E27-20
EM38	LIUYIFENG_20050129.0954-E24-21
EM39	LIUYIFENG_20050129.0954-E26-22
EM40	LIUYIFENG_20050129.0954-E8-23
EM41	LIUYIFENG_20050129.0954-E8-24
EM42	LIUYIFENG_20050129.0954-E18-25
EM43	LIUYIFENG_20050129.0954-E8-26
EM44	LIUYIFENG_20050129.0954-E24-27
EM45	LIUYIFENG_20050129.0954-E8-28
EM46	LIUYIFENG_20050129.0954-E27-29
EM47	LIUYIFENG_20050129.0954-E31-30
EM48	LIUYIFENG_20050129.0954-E31-31
EM49	LIUYIFENG_20050129.0954-E27-32
EM50	LIUYIFENG_20050129.0954-E9-33
EM52	LIUYIFENG_20050129.0954-E27-34
EM53	LIUYIFENG_20050129.0954-E26-35
EM54	LIUYIFENG_20050129.0954-E10-36
