CE14	DAVYZW_20050114.1634-CE1
CE15	DAVYZW_20050114.1634-CE2
CE16	DAVYZW_20050114.1634-CE3
CE17	DAVYZW_20050114.1634-CE4
CE18	DAVYZW_20050114.1634-CE5
CE19	DAVYZW_20050114.1634-CE6
CE20	DAVYZW_20050114.1634-CE7
CE21	DAVYZW_20050114.1634-CE8
CE22	DAVYZW_20050114.1634-CE9
CE1	DAVYZW_20050114.1634-CE10
CE2	DAVYZW_20050114.1634-CE11
CE5	DAVYZW_20050114.1634-CE12
CE6	DAVYZW_20050114.1634-CE13
CE7	DAVYZW_20050114.1634-CE14
CE8	DAVYZW_20050114.1634-CE15
CE10	DAVYZW_20050114.1634-CE16
CE11	DAVYZW_20050114.1634-CE17
CE12	DAVYZW_20050114.1634-CE18
E16	DAVYZW_20050114.1634-E1
E17	DAVYZW_20050114.1634-E2
E18	DAVYZW_20050114.1634-E3
E19	DAVYZW_20050114.1634-E4
E20	DAVYZW_20050114.1634-E5
E21	DAVYZW_20050114.1634-E6
E22	DAVYZW_20050114.1634-E7
E23	DAVYZW_20050114.1634-E8
E24	DAVYZW_20050114.1634-E9
E25	DAVYZW_20050114.1634-E10
E1	DAVYZW_20050114.1634-E11
E2	DAVYZW_20050114.1634-E12
E11	DAVYZW_20050114.1634-E13
E6	DAVYZW_20050114.1634-E14
E7	DAVYZW_20050114.1634-E15
E8	DAVYZW_20050114.1634-E16
E9	DAVYZW_20050114.1634-E17
E12	DAVYZW_20050114.1634-E18
E13	DAVYZW_20050114.1634-E19
E14	DAVYZW_20050114.1634-E20
EM1	DAVYZW_20050114.1634-E11-1
EM25	DAVYZW_20050114.1634-E1-2
EM26	DAVYZW_20050114.1634-E2-3
EM27	DAVYZW_20050114.1634-E12-4
EM28	DAVYZW_20050114.1634-E20-5
EM29	DAVYZW_20050114.1634-E12-6
EM30	DAVYZW_20050114.1634-E20-7
EM32	DAVYZW_20050114.1634-E3-8
EM33	DAVYZW_20050114.1634-E4-9
EM34	DAVYZW_20050114.1634-E5-10
EM35	DAVYZW_20050114.1634-E6-11
EM36	DAVYZW_20050114.1634-E12-12
EM37	DAVYZW_20050114.1634-E4-13
EM39	DAVYZW_20050114.1634-E7-14
EM40	DAVYZW_20050114.1634-E8-15
EM41	DAVYZW_20050114.1634-E9-16
EM42	DAVYZW_20050114.1634-E9-17
EM43	DAVYZW_20050114.1634-E10-18
EM44	DAVYZW_20050114.1634-E9-19
EM45	DAVYZW_20050114.1634-E12-20
EM46	DAVYZW_20050114.1634-E1-21
EM48	DAVYZW_20050114.1634-E1-22
EM13	DAVYZW_20050114.1634-E12-23
EM15	DAVYZW_20050114.1634-E12-24
EM16	DAVYZW_20050114.1634-E12-25
EM17	DAVYZW_20050114.1634-E13-26
EM18	DAVYZW_20050114.1634-E18-27
EM7	DAVYZW_20050114.1634-E14-28
EM8	DAVYZW_20050114.1634-E15-29
EM9	DAVYZW_20050114.1634-E16-30
EM10	DAVYZW_20050114.1634-E17-31
EM19	DAVYZW_20050114.1634-E19-32
EM22	DAVYZW_20050114.1634-E20-33
R1	DAVYZW_20050114.1634-R1
R3	DAVYZW_20050114.1634-R2
R4	DAVYZW_20050114.1634-R3
R5	DAVYZW_20050114.1634-R4
R6	DAVYZW_20050114.1634-R5
R12	DAVYZW_20050114.1634-R6
R13	DAVYZW_20050114.1634-R7
R14	DAVYZW_20050114.1634-R8
R15	DAVYZW_20050114.1634-R9
RM1	DAVYZW_20050114.1634-R1-1
RM4	DAVYZW_20050114.1634-R2-1
RM5	DAVYZW_20050114.1634-R3-1
RM6	DAVYZW_20050114.1634-R4-1
RM7	DAVYZW_20050114.1634-R5-1
RM14	DAVYZW_20050114.1634-R6-1
RM15	DAVYZW_20050114.1634-R5-2
RM16	DAVYZW_20050114.1634-R8-1
RM17	DAVYZW_20050114.1634-R5-3
V1	DAVYZW_20050114.1634-EV1
V2	DAVYZW_20050114.1634-EV2
V3	DAVYZW_20050114.1634-EV3
V4	DAVYZW_20050114.1634-EV4
V5	DAVYZW_20050114.1634-EV5
VM1	DAVYZW_20050114.1634-EV1-1
VM2	DAVYZW_20050114.1634-EV2-1
VM3	DAVYZW_20050114.1634-EV2-2
VM4	DAVYZW_20050114.1634-EV3-1
VM5	DAVYZW_20050114.1634-EV4-1
VM6	DAVYZW_20050114.1634-EV5-1
Q1	DAVYZW_20050114.1634-T1
Q2	DAVYZW_20050114.1634-T2
Q3	DAVYZW_20050114.1634-T3
Q4	DAVYZW_20050114.1634-T4
Q5	DAVYZW_20050114.1634-T5
