CE11	DAVYZW_20050125.1321-CE1
CE12	DAVYZW_20050125.1321-CE2
CE13	DAVYZW_20050125.1321-CE3
CE14	DAVYZW_20050125.1321-CE4
CE15	DAVYZW_20050125.1321-CE5
CE16	DAVYZW_20050125.1321-CE6
CE17	DAVYZW_20050125.1321-CE7
CE18	DAVYZW_20050125.1321-CE8
CE19	DAVYZW_20050125.1321-CE9
CE20	DAVYZW_20050125.1321-CE10
CE1	DAVYZW_20050125.1321-CE11
CE2	DAVYZW_20050125.1321-CE12
CE3	DAVYZW_20050125.1321-CE13
CE4	DAVYZW_20050125.1321-CE14
CE5	DAVYZW_20050125.1321-CE15
CE6	DAVYZW_20050125.1321-CE16
CE7	DAVYZW_20050125.1321-CE17
CE8	DAVYZW_20050125.1321-CE18
CE9	DAVYZW_20050125.1321-CE19
E11	DAVYZW_20050125.1321-E1
E12	DAVYZW_20050125.1321-E2
E13	DAVYZW_20050125.1321-E3
E14	DAVYZW_20050125.1321-E4
E15	DAVYZW_20050125.1321-E5
E16	DAVYZW_20050125.1321-E6
E17	DAVYZW_20050125.1321-E7
E18	DAVYZW_20050125.1321-E8
E19	DAVYZW_20050125.1321-E9
E20	DAVYZW_20050125.1321-E10
E1	DAVYZW_20050125.1321-E11
E2	DAVYZW_20050125.1321-E12
E3	DAVYZW_20050125.1321-E13
E4	DAVYZW_20050125.1321-E14
E5	DAVYZW_20050125.1321-E15
E6	DAVYZW_20050125.1321-E16
E7	DAVYZW_20050125.1321-E17
E8	DAVYZW_20050125.1321-E18
E9	DAVYZW_20050125.1321-E19
EM1	DAVYZW_20050125.1321-E11-1
EM22	DAVYZW_20050125.1321-E1-2
EM23	DAVYZW_20050125.1321-E2-3
EM24	DAVYZW_20050125.1321-E3-4
EM25	DAVYZW_20050125.1321-E12-5
EM26	DAVYZW_20050125.1321-E13-6
EM27	DAVYZW_20050125.1321-E13-7
EM28	DAVYZW_20050125.1321-E1-8
EM29	DAVYZW_20050125.1321-E13-9
EM30	DAVYZW_20050125.1321-E4-10
EM31	DAVYZW_20050125.1321-E5-11
EM32	DAVYZW_20050125.1321-E1-12
EM33	DAVYZW_20050125.1321-E4-13
EM34	DAVYZW_20050125.1321-E13-14
EM35	DAVYZW_20050125.1321-E6-15
EM36	DAVYZW_20050125.1321-E13-16
EM37	DAVYZW_20050125.1321-E13-17
EM38	DAVYZW_20050125.1321-E7-18
EM39	DAVYZW_20050125.1321-E14-19
EM40	DAVYZW_20050125.1321-E13-20
EM41	DAVYZW_20050125.1321-E8-21
EM42	DAVYZW_20050125.1321-E15-22
EM43	DAVYZW_20050125.1321-E9-23
EM44	DAVYZW_20050125.1321-E14-24
EM45	DAVYZW_20050125.1321-E10-25
EM46	DAVYZW_20050125.1321-E13-26
EM47	DAVYZW_20050125.1321-E18-27
EM48	DAVYZW_20050125.1321-E17-28
EM2	DAVYZW_20050125.1321-E12-29
EM3	DAVYZW_20050125.1321-E13-30
EM4	DAVYZW_20050125.1321-E12-31
EM5	DAVYZW_20050125.1321-E13-32
EM6	DAVYZW_20050125.1321-E14-33
EM7	DAVYZW_20050125.1321-E15-34
EM8	DAVYZW_20050125.1321-E13-35
EM9	DAVYZW_20050125.1321-E16-36
EM10	DAVYZW_20050125.1321-E13-37
EM11	DAVYZW_20050125.1321-E17-38
EM12	DAVYZW_20050125.1321-E18-39
EM13	DAVYZW_20050125.1321-E19-40
EM15	DAVYZW_20050125.1321-E12-41
EM16	DAVYZW_20050125.1321-E12-42
EM17	DAVYZW_20050125.1321-E13-43
EM18	DAVYZW_20050125.1321-E14-44
EM19	DAVYZW_20050125.1321-E13-45
EM21	DAVYZW_20050125.1321-E1-46
R1	DAVYZW_20050125.1321-R1
R2	DAVYZW_20050125.1321-R2
R4	DAVYZW_20050125.1321-R3
R5	DAVYZW_20050125.1321-R4
R6	DAVYZW_20050125.1321-R5
R8	DAVYZW_20050125.1321-R6
R10	DAVYZW_20050125.1321-R7
R11	DAVYZW_20050125.1321-R8
R3	DAVYZW_20050125.1321-R9
RM1	DAVYZW_20050125.1321-R1-1
RM2	DAVYZW_20050125.1321-R2-1
RM4	DAVYZW_20050125.1321-R3-1
RM5	DAVYZW_20050125.1321-R4-1
RM6	DAVYZW_20050125.1321-R5-1
RM8	DAVYZW_20050125.1321-R6-1
RM10	DAVYZW_20050125.1321-R7-1
RM11	DAVYZW_20050125.1321-R8-1
RM3	DAVYZW_20050125.1321-R8-2
V1	DAVYZW_20050125.1321-EV1
V2	DAVYZW_20050125.1321-EV2
V3	DAVYZW_20050125.1321-EV3
V5	DAVYZW_20050125.1321-EV4
VM1	DAVYZW_20050125.1321-EV1-1
VM2	DAVYZW_20050125.1321-EV2-1
VM4	DAVYZW_20050125.1321-EV3-1
VM6	DAVYZW_20050125.1321-EV4-1
VM7	DAVYZW_20050125.1321-EV4-2
Q1	DAVYZW_20050125.1321-T1
Q2	DAVYZW_20050125.1321-T2
Q3	DAVYZW_20050125.1321-T3
Q4	DAVYZW_20050125.1321-T4
Q5	DAVYZW_20050125.1321-T5
Q6	DAVYZW_20050125.1321-V1
Q7	DAVYZW_20050125.1321-T6
Q8	DAVYZW_20050125.1321-T7
Q9	DAVYZW_20050125.1321-T8
Q10	DAVYZW_20050125.1321-V2
Q11	DAVYZW_20050125.1321-T9
Q12	DAVYZW_20050125.1321-V3
QM6	DAVYZW_20050125.1321-V1-1
QM10	DAVYZW_20050125.1321-V2-1
QM12	DAVYZW_20050125.1321-V3-1
