CE11	NJWSL_20041223.0945-CE1
CE1	NJWSL_20041223.0945-CE2
CE2	NJWSL_20041223.0945-CE3
CE3	NJWSL_20041223.0945-CE4
CE4	NJWSL_20041223.0945-CE5
CE5	NJWSL_20041223.0945-CE6
CE6	NJWSL_20041223.0945-CE7
CE7	NJWSL_20041223.0945-CE8
CE8	NJWSL_20041223.0945-CE9
CE9	NJWSL_20041223.0945-CE10
CE10	NJWSL_20041223.0945-CE11
E12	NJWSL_20041223.0945-E1
E1	NJWSL_20041223.0945-E2
E2	NJWSL_20041223.0945-E3
E3	NJWSL_20041223.0945-E4
E4	NJWSL_20041223.0945-E5
E5	NJWSL_20041223.0945-E6
E7	NJWSL_20041223.0945-E7
E8	NJWSL_20041223.0945-E8
E9	NJWSL_20041223.0945-E9
E10	NJWSL_20041223.0945-E10
E11	NJWSL_20041223.0945-E11
EM1	NJWSL_20041223.0945-E2-1
EM23	NJWSL_20041223.0945-E8-2
EM24	NJWSL_20041223.0945-E8-3
EM2	NJWSL_20041223.0945-E3-4
EM3	NJWSL_20041223.0945-E4-5
EM5	NJWSL_20041223.0945-E5-6
EM6	NJWSL_20041223.0945-E6-7
EM8	NJWSL_20041223.0945-E6-8
EM9	NJWSL_20041223.0945-E3-9
EM10	NJWSL_20041223.0945-E7-10
EM11	NJWSL_20041223.0945-E8-11
EM12	NJWSL_20041223.0945-E8-12
EM13	NJWSL_20041223.0945-E3-13
EM14	NJWSL_20041223.0945-E9-14
EM15	NJWSL_20041223.0945-E3-15
EM16	NJWSL_20041223.0945-E10-16
EM19	NJWSL_20041223.0945-E11-17
EM21	NJWSL_20041223.0945-E1-18
R9	NJWSL_20041223.0945-R1
R12	NJWSL_20041223.0945-R2
R10	NJWSL_20041223.0945-R3
R3	NJWSL_20041223.0945-R4
R4	NJWSL_20041223.0945-R5
R13	NJWSL_20041223.0945-R6
R11	NJWSL_20041223.0945-R7
R7	NJWSL_20041223.0945-R8
RM9	NJWSL_20041223.0945-R1-1
RM10	NJWSL_20041223.0945-R3-1
RM3	NJWSL_20041223.0945-R4-1
RM4	NJWSL_20041223.0945-R5-1
RM13	NJWSL_20041223.0945-R6-1
RM11	NJWSL_20041223.0945-R7-1
RM7	NJWSL_20041223.0945-R8-1
RM12	NJWSL_20041223.0945-R2-1
V1	NJWSL_20041223.0945-EV1
V2	NJWSL_20041223.0945-EV2
VM1	NJWSL_20041223.0945-EV1-1
VM2	NJWSL_20041223.0945-EV2-1
Q1	NJWSL_20041223.0945-T1
Q2	NJWSL_20041223.0945-T2
Q3	NJWSL_20041223.0945-T3
Q4	NJWSL_20041223.0945-V1
QM4	NJWSL_20041223.0945-V1-1
