CE8	LIUYIFENG_20050128.1017-CE1
CE9	LIUYIFENG_20050128.1017-CE2
CE10	LIUYIFENG_20050128.1017-CE3
CE11	LIUYIFENG_20050128.1017-CE4
CE12	LIUYIFENG_20050128.1017-CE5
CE13	LIUYIFENG_20050128.1017-CE6
CE14	LIUYIFENG_20050128.1017-CE7
CE15	LIUYIFENG_20050128.1017-CE8
CE25	LIUYIFENG_20050128.1017-CE9
CE18	LIUYIFENG_20050128.1017-CE10
CE19	LIUYIFENG_20050128.1017-CE11
CE20	LIUYIFENG_20050128.1017-CE12
CE21	LIUYIFENG_20050128.1017-CE13
CE22	LIUYIFENG_20050128.1017-CE14
CE26	LIUYIFENG_20050128.1017-CE15
CE27	LIUYIFENG_20050128.1017-CE16
CE29	LIUYIFENG_20050128.1017-CE17
CE32	LIUYIFENG_20050128.1017-CE18
CE33	LIUYIFENG_20050128.1017-CE19
CE34	LIUYIFENG_20050128.1017-CE20
CE35	LIUYIFENG_20050128.1017-CE21
CE36	LIUYIFENG_20050128.1017-CE22
CE37	LIUYIFENG_20050128.1017-CE23
CE1	LIUYIFENG_20050128.1017-CE24
CE38	LIUYIFENG_20050128.1017-CE25
CE2	LIUYIFENG_20050128.1017-CE26
CE3	LIUYIFENG_20050128.1017-CE27
CE23	LIUYIFENG_20050128.1017-CE28
CE5	LIUYIFENG_20050128.1017-CE29
CE6	LIUYIFENG_20050128.1017-CE30
CE7	LIUYIFENG_20050128.1017-CE31
E11	LIUYIFENG_20050128.1017-E1
E12	LIUYIFENG_20050128.1017-E2
E13	LIUYIFENG_20050128.1017-E3
E14	LIUYIFENG_20050128.1017-E4
E15	LIUYIFENG_20050128.1017-E5
E16	LIUYIFENG_20050128.1017-E6
E17	LIUYIFENG_20050128.1017-E7
E18	LIUYIFENG_20050128.1017-E8
E19	LIUYIFENG_20050128.1017-E9
E20	LIUYIFENG_20050128.1017-E10
E21	LIUYIFENG_20050128.1017-E11
E22	LIUYIFENG_20050128.1017-E12
E23	LIUYIFENG_20050128.1017-E13
E33	LIUYIFENG_20050128.1017-E14
E26	LIUYIFENG_20050128.1017-E15
E27	LIUYIFENG_20050128.1017-E16
E28	LIUYIFENG_20050128.1017-E17
E29	LIUYIFENG_20050128.1017-E18
E30	LIUYIFENG_20050128.1017-E19
E34	LIUYIFENG_20050128.1017-E20
E1	LIUYIFENG_20050128.1017-E21
E35	LIUYIFENG_20050128.1017-E22
E38	LIUYIFENG_20050128.1017-E23
E43	LIUYIFENG_20050128.1017-E24
E44	LIUYIFENG_20050128.1017-E25
E45	LIUYIFENG_20050128.1017-E26
