CE13	GLOVEBX_20041105.0620-CE1
CE14	GLOVEBX_20041105.0620-CE2
CE15	GLOVEBX_20041105.0620-CE3
CE16	GLOVEBX_20041105.0620-CE4
CE18	GLOVEBX_20041105.0620-CE5
CE19	GLOVEBX_20041105.0620-CE6
CE20	GLOVEBX_20041105.0620-CE7
CE21	GLOVEBX_20041105.0620-CE8
CE23	GLOVEBX_20041105.0620-CE9
CE24	GLOVEBX_20041105.0620-CE10
CE25	GLOVEBX_20041105.0620-CE11
CE26	GLOVEBX_20041105.0620-CE12
CE27	GLOVEBX_20041105.0620-CE13
CE28	GLOVEBX_20041105.0620-CE14
CE29	GLOVEBX_20041105.0620-CE15
CE30	GLOVEBX_20041105.0620-CE16
CE31	GLOVEBX_20041105.0620-CE17
CE1	GLOVEBX_20041105.0620-CE18
CE2	GLOVEBX_20041105.0620-CE19
CE3	GLOVEBX_20041105.0620-CE20
CE4	GLOVEBX_20041105.0620-CE21
CE5	GLOVEBX_20041105.0620-CE22
CE6	GLOVEBX_20041105.0620-CE23
CE7	GLOVEBX_20041105.0620-CE24
CE8	GLOVEBX_20041105.0620-CE25
CE9	GLOVEBX_20041105.0620-CE26
CE10	GLOVEBX_20041105.0620-CE27
CE11	GLOVEBX_20041105.0620-CE28
CE12	GLOVEBX_20041105.0620-CE29
E14	GLOVEBX_20041105.0620-E1
E15	GLOVEBX_20041105.0620-E2
E16	GLOVEBX_20041105.0620-E3
E17	GLOVEBX_20041105.0620-E4
E19	GLOVEBX_20041105.0620-E5
E20	GLOVEBX_20041105.0620-E6
E21	GLOVEBX_20041105.0620-E7
E22	GLOVEBX_20041105.0620-E8
E23	GLOVEBX_20041105.0620-E9
E25	GLOVEBX_20041105.0620-E10
E26	GLOVEBX_20041105.0620-E11
E27	GLOVEBX_20041105.0620-E12
E28	GLOVEBX_20041105.0620-E13
E29	GLOVEBX_20041105.0620-E14
E30	GLOVEBX_20041105.0620-E15
E1	GLOVEBX_20041105.0620-E16
E31	GLOVEBX_20041105.0620-E17
E32	GLOVEBX_20041105.0620-E18
E33	GLOVEBX_20041105.0620-E19
E34	GLOVEBX_20041105.0620-E20
E2	GLOVEBX_20041105.0620-E21
E3	GLOVEBX_20041105.0620-E22
E4	GLOVEBX_20041105.0620-E23
E5	GLOVEBX_20041105.0620-E24
E6	GLOVEBX_20041105.0620-E25
E7	GLOVEBX_20041105.0620-E26
E8	GLOVEBX_20041105.0620-E27
E9	GLOVEBX_20041105.0620-E28
E10	GLOVEBX_20041105.0620-E29
E11	GLOVEBX_20041105.0620-E30
E12	GLOVEBX_20041105.0620-E31
E13	GLOVEBX_20041105.0620-E32
EM1	GLOVEBX_20041105.0620-E16-1
EM16	GLOVEBX_20041105.0620-E1-2
EM17	GLOVEBX_20041105.0620-E2-3
EM18	GLOVEBX_20041105.0620-E3-4
EM19	GLOVEBX_20041105.0620-E4-5
EM21	GLOVEBX_20041105.0620-E5-6
EM22	GLOVEBX_20041105.0620-E5-7
EM23	GLOVEBX_20041105.0620-E4-8
EM24	GLOVEBX_20041105.0620-E3-9
EM25	GLOVEBX_20041105.0620-E6-10
EM26	GLOVEBX_20041105.0620-E1-11
EM27	GLOVEBX_20041105.0620-E1-12
EM28	GLOVEBX_20041105.0620-E3-13
EM29	GLOVEBX_20041105.0620-E3-14
EM30	GLOVEBX_20041105.0620-E7-15
EM31	GLOVEBX_20041105.0620-E3-16
EM33	GLOVEBX_20041105.0620-E26-17
EM34	GLOVEBX_20041105.0620-E1-18
EM35	GLOVEBX_20041105.0620-E3-19
EM36	GLOVEBX_20041105.0620-E23-20
EM37	GLOVEBX_20041105.0620-E8-21
EM38	GLOVEBX_20041105.0620-E23-22
EM39	GLOVEBX_20041105.0620-E9-23
EM40	GLOVEBX_20041105.0620-E6-24
EM41	GLOVEBX_20041105.0620-E26-25
EM42	GLOVEBX_20041105.0620-E25-26
EM43	GLOVEBX_20041105.0620-E1-27
EM44	GLOVEBX_20041105.0620-E24-28
EM45	GLOVEBX_20041105.0620-E10-29
EM46	GLOVEBX_20041105.0620-E11-30
EM47	GLOVEBX_20041105.0620-E10-31
EM48	GLOVEBX_20041105.0620-E10-32
EM49	GLOVEBX_20041105.0620-E12-33
EM50	GLOVEBX_20041105.0620-E11-34
EM51	GLOVEBX_20041105.0620-E13-35
EM52	GLOVEBX_20041105.0620-E11-36
EM53	GLOVEBX_20041105.0620-E11-37
EM54	GLOVEBX_20041105.0620-E13-38
EM55	GLOVEBX_20041105.0620-E14-39
EM56	GLOVEBX_20041105.0620-E23-40
EM57	GLOVEBX_20041105.0620-E23-41
EM58	GLOVEBX_20041105.0620-E15-42
EM59	GLOVEBX_20041105.0620-E3-43
EM60	GLOVEBX_20041105.0620-E17-44
EM61	GLOVEBX_20041105.0620-E6-45
EM62	GLOVEBX_20041105.0620-E1-46
EM63	GLOVEBX_20041105.0620-E18-47
EM64	GLOVEBX_20041105.0620-E11-48
EM65	GLOVEBX_20041105.0620-E19-49
EM67	GLOVEBX_20041105.0620-E20-50
EM68	GLOVEBX_20041105.0620-E13-51
EM69	GLOVEBX_20041105.0620-E13-52
EM70	GLOVEBX_20041105.0620-E11-53
EM71	GLOVEBX_20041105.0620-E7-54
EM2	GLOVEBX_20041105.0620-E21-55
EM3	GLOVEBX_20041105.0620-E22-56
EM4	GLOVEBX_20041105.0620-E23-57
EM5	GLOVEBX_20041105.0620-E24-58
EM6	GLOVEBX_20041105.0620-E24-59
EM7	GLOVEBX_20041105.0620-E25-60
EM8	GLOVEBX_20041105.0620-E26-61
EM9	GLOVEBX_20041105.0620-E27-62
EM10	GLOVEBX_20041105.0620-E28-63
EM11	GLOVEBX_20041105.0620-E23-64
EM12	GLOVEBX_20041105.0620-E29-65
EM13	GLOVEBX_20041105.0620-E30-66
EM14	GLOVEBX_20041105.0620-E31-67
EM15	GLOVEBX_20041105.0620-E32-68
R1	GLOVEBX_20041105.0620-R1
R2	GLOVEBX_20041105.0620-R2
R3	GLOVEBX_20041105.0620-R3
RM1	GLOVEBX_20041105.0620-R1-1
RM2	GLOVEBX_20041105.0620-R2-1
RM3	GLOVEBX_20041105.0620-R3-1
V1	GLOVEBX_20041105.0620-EV1
V2	GLOVEBX_20041105.0620-EV2
V3	GLOVEBX_20041105.0620-EV3
VM1	GLOVEBX_20041105.0620-EV1-1
VM2	GLOVEBX_20041105.0620-EV2-1
VM3	GLOVEBX_20041105.0620-EV3-1
Q3	GLOVEBX_20041105.0620-T1
Q4	GLOVEBX_20041105.0620-T2
Q5	GLOVEBX_20041105.0620-T3
Q6	GLOVEBX_20041105.0620-T4
Q7	GLOVEBX_20041105.0620-T5
Q1	GLOVEBX_20041105.0620-T6
Q2	GLOVEBX_20041105.0620-T7
