CE12	NJWSL_20041211.1642-CE1
CE13	NJWSL_20041211.1642-CE2
CE14	NJWSL_20041211.1642-CE3
CE15	NJWSL_20041211.1642-CE4
CE16	NJWSL_20041211.1642-CE5
CE17	NJWSL_20041211.1642-CE6
CE18	NJWSL_20041211.1642-CE7
CE19	NJWSL_20041211.1642-CE8
CE20	NJWSL_20041211.1642-CE9
CE21	NJWSL_20041211.1642-CE10
CE22	NJWSL_20041211.1642-CE11
CE23	NJWSL_20041211.1642-CE12
CE24	NJWSL_20041211.1642-CE13
CE1	NJWSL_20041211.1642-CE14
CE2	NJWSL_20041211.1642-CE15
CE3	NJWSL_20041211.1642-CE16
CE4	NJWSL_20041211.1642-CE17
CE5	NJWSL_20041211.1642-CE18
CE7	NJWSL_20041211.1642-CE19
CE8	NJWSL_20041211.1642-CE20
CE9	NJWSL_20041211.1642-CE21
CE10	NJWSL_20041211.1642-CE22
CE11	NJWSL_20041211.1642-CE23
E13	NJWSL_20041211.1642-E1
E14	NJWSL_20041211.1642-E2
E15	NJWSL_20041211.1642-E3
E16	NJWSL_20041211.1642-E4
E17	NJWSL_20041211.1642-E5
E18	NJWSL_20041211.1642-E6
E19	NJWSL_20041211.1642-E7
E20	NJWSL_20041211.1642-E8
E21	NJWSL_20041211.1642-E9
E22	NJWSL_20041211.1642-E10
E23	NJWSL_20041211.1642-E11
E24	NJWSL_20041211.1642-E12
E25	NJWSL_20041211.1642-E13
E1	NJWSL_20041211.1642-E14
E2	NJWSL_20041211.1642-E15
E3	NJWSL_20041211.1642-E16
E4	NJWSL_20041211.1642-E17
E5	NJWSL_20041211.1642-E18
E6	NJWSL_20041211.1642-E19
E8	NJWSL_20041211.1642-E20
E9	NJWSL_20041211.1642-E21
E10	NJWSL_20041211.1642-E22
E11	NJWSL_20041211.1642-E23
E12	NJWSL_20041211.1642-E24
EM1	NJWSL_20041211.1642-E14-1
EM20	NJWSL_20041211.1642-E17-2
EM21	NJWSL_20041211.1642-E2-3
EM22	NJWSL_20041211.1642-E3-4
EM23	NJWSL_20041211.1642-E4-5
EM24	NJWSL_20041211.1642-E18-6
EM25	NJWSL_20041211.1642-E16-7
EM26	NJWSL_20041211.1642-E17-8
EM27	NJWSL_20041211.1642-E17-9
EM28	NJWSL_20041211.1642-E5-10
EM29	NJWSL_20041211.1642-E17-11
EM30	NJWSL_20041211.1642-E17-12
EM31	NJWSL_20041211.1642-E6-13
EM32	NJWSL_20041211.1642-E15-14
EM33	NJWSL_20041211.1642-E7-15
EM34	NJWSL_20041211.1642-E17-16
EM35	NJWSL_20041211.1642-E17-17
EM36	NJWSL_20041211.1642-E8-18
EM37	NJWSL_20041211.1642-E17-19
EM38	NJWSL_20041211.1642-E17-20
EM39	NJWSL_20041211.1642-E9-21
EM40	NJWSL_20041211.1642-E17-22
EM41	NJWSL_20041211.1642-E10-23
EM42	NJWSL_20041211.1642-E11-24
EM43	NJWSL_20041211.1642-E12-25
EM44	NJWSL_20041211.1642-E13-26
EM45	NJWSL_20041211.1642-E15-27
EM46	NJWSL_20041211.1642-E14-28
EM2	NJWSL_20041211.1642-E15-29
EM3	NJWSL_20041211.1642-E16-30
EM4	NJWSL_20041211.1642-E17-31
EM5	NJWSL_20041211.1642-E18-32
EM6	NJWSL_20041211.1642-E18-33
EM7	NJWSL_20041211.1642-E19-34
EM9	NJWSL_20041211.1642-E20-35
EM10	NJWSL_20041211.1642-E17-36
EM11	NJWSL_20041211.1642-E17-37
EM12	NJWSL_20041211.1642-E21-38
EM13	NJWSL_20041211.1642-E15-39
EM14	NJWSL_20041211.1642-E22-40
EM15	NJWSL_20041211.1642-E17-41
EM16	NJWSL_20041211.1642-E17-42
EM17	NJWSL_20041211.1642-E23-43
EM18	NJWSL_20041211.1642-E24-44
EM19	NJWSL_20041211.1642-E1-45
R1	NJWSL_20041211.1642-R1
R2	NJWSL_20041211.1642-R2
R3	NJWSL_20041211.1642-R3
R4	NJWSL_20041211.1642-R4
R5	NJWSL_20041211.1642-R5
R6	NJWSL_20041211.1642-R6
R7	NJWSL_20041211.1642-R7
R8	NJWSL_20041211.1642-R8
R9	NJWSL_20041211.1642-R9
R10	NJWSL_20041211.1642-R10
R11	NJWSL_20041211.1642-R11
R12	NJWSL_20041211.1642-R12
R13	NJWSL_20041211.1642-R13
R14	NJWSL_20041211.1642-R14
RM1	NJWSL_20041211.1642-R1-1
RM2	NJWSL_20041211.1642-R2-1
RM3	NJWSL_20041211.1642-R3-1
RM4	NJWSL_20041211.1642-R1-2
RM5	NJWSL_20041211.1642-R5-1
RM6	NJWSL_20041211.1642-R6-1
RM7	NJWSL_20041211.1642-R7-1
RM8	NJWSL_20041211.1642-R8-1
RM9	NJWSL_20041211.1642-R9-1
RM10	NJWSL_20041211.1642-R10-1
RM11	NJWSL_20041211.1642-R11-1
RM12	NJWSL_20041211.1642-R12-1
RM13	NJWSL_20041211.1642-R13-1
RM14	NJWSL_20041211.1642-R14-1
V1	NJWSL_20041211.1642-EV1
V2	NJWSL_20041211.1642-EV2
V3	NJWSL_20041211.1642-EV3
VM1	NJWSL_20041211.1642-EV1-1
VM2	NJWSL_20041211.1642-EV2-1
VM3	NJWSL_20041211.1642-EV1-2
VM4	NJWSL_20041211.1642-EV2-2
VM5	NJWSL_20041211.1642-EV3-1
Q1	NJWSL_20041211.1642-T1
Q2	NJWSL_20041211.1642-T2
Q3	NJWSL_20041211.1642-T3
Q4	NJWSL_20041211.1642-T4
Q5	NJWSL_20041211.1642-T5
Q6	NJWSL_20041211.1642-T6
Q7	NJWSL_20041211.1642-T7
Q8	NJWSL_20041211.1642-T8
Q9	NJWSL_20041211.1642-T9
