CE10	DAVYZW_20041223.1020-CE1
CE11	DAVYZW_20041223.1020-CE2
CE12	DAVYZW_20041223.1020-CE3
CE13	DAVYZW_20041223.1020-CE4
CE29	DAVYZW_20041223.1020-CE5
CE16	DAVYZW_20041223.1020-CE6
CE17	DAVYZW_20041223.1020-CE7
CE18	DAVYZW_20041223.1020-CE8
CE19	DAVYZW_20041223.1020-CE9
CE20	DAVYZW_20041223.1020-CE10
CE21	DAVYZW_20041223.1020-CE11
CE22	DAVYZW_20041223.1020-CE12
CE23	DAVYZW_20041223.1020-CE13
CE24	DAVYZW_20041223.1020-CE14
CE25	DAVYZW_20041223.1020-CE15
CE26	DAVYZW_20041223.1020-CE16
CE1	DAVYZW_20041223.1020-CE17
CE27	DAVYZW_20041223.1020-CE18
CE31	DAVYZW_20041223.1020-CE19
CE32	DAVYZW_20041223.1020-CE20
CE33	DAVYZW_20041223.1020-CE21
CE36	DAVYZW_20041223.1020-CE22
CE37	DAVYZW_20041223.1020-CE23
CE38	DAVYZW_20041223.1020-CE24
CE39	DAVYZW_20041223.1020-CE25
CE40	DAVYZW_20041223.1020-CE26
CE41	DAVYZW_20041223.1020-CE27
CE42	DAVYZW_20041223.1020-CE28
CE43	DAVYZW_20041223.1020-CE29
CE2	DAVYZW_20041223.1020-CE30
CE3	DAVYZW_20041223.1020-CE31
CE4	DAVYZW_20041223.1020-CE32
CE5	DAVYZW_20041223.1020-CE33
CE6	DAVYZW_20041223.1020-CE34
CE15	DAVYZW_20041223.1020-CE35
CE8	DAVYZW_20041223.1020-CE36
CE9	DAVYZW_20041223.1020-CE37
E12	DAVYZW_20041223.1020-E1
E13	DAVYZW_20041223.1020-E2
E14	DAVYZW_20041223.1020-E3
E15	DAVYZW_20041223.1020-E4
E16	DAVYZW_20041223.1020-E5
E36	DAVYZW_20041223.1020-E6
E19	DAVYZW_20041223.1020-E7
E20	DAVYZW_20041223.1020-E8
E21	DAVYZW_20041223.1020-E9
E22	DAVYZW_20041223.1020-E10
E23	DAVYZW_20041223.1020-E11
E24	DAVYZW_20041223.1020-E12
E25	DAVYZW_20041223.1020-E13
E1	DAVYZW_20041223.1020-E14
E26	DAVYZW_20041223.1020-E15
E27	DAVYZW_20041223.1020-E16
E28	DAVYZW_20041223.1020-E17
E29	DAVYZW_20041223.1020-E18
E30	DAVYZW_20041223.1020-E19
E31	DAVYZW_20041223.1020-E20
E32	DAVYZW_20041223.1020-E21
E33	DAVYZW_20041223.1020-E22
E34	DAVYZW_20041223.1020-E23
E38	DAVYZW_20041223.1020-E24
E39	DAVYZW_20041223.1020-E25
E40	DAVYZW_20041223.1020-E26
E41	DAVYZW_20041223.1020-E27
E44	DAVYZW_20041223.1020-E28
E45	DAVYZW_20041223.1020-E29
E46	DAVYZW_20041223.1020-E30
E47	DAVYZW_20041223.1020-E31
E48	DAVYZW_20041223.1020-E32
E49	DAVYZW_20041223.1020-E33
E50	DAVYZW_20041223.1020-E34
E51	DAVYZW_20041223.1020-E35
E52	DAVYZW_20041223.1020-E36
E53	DAVYZW_20041223.1020-E37
E2	DAVYZW_20041223.1020-E38
E3	DAVYZW_20041223.1020-E39
E4	DAVYZW_20041223.1020-E40
E5	DAVYZW_20041223.1020-E41
E6	DAVYZW_20041223.1020-E42
E7	DAVYZW_20041223.1020-E43
E18	DAVYZW_20041223.1020-E44
E9	DAVYZW_20041223.1020-E45
E10	DAVYZW_20041223.1020-E46
