CE9	DAVYZW_20050119.1019-CE1
CE10	DAVYZW_20050119.1019-CE2
CE11	DAVYZW_20050119.1019-CE3
CE12	DAVYZW_20050119.1019-CE4
CE13	DAVYZW_20050119.1019-CE5
CE14	DAVYZW_20050119.1019-CE6
CE15	DAVYZW_20050119.1019-CE7
CE16	DAVYZW_20050119.1019-CE8
CE17	DAVYZW_20050119.1019-CE9
CE18	DAVYZW_20050119.1019-CE10
CE19	DAVYZW_20050119.1019-CE11
CE20	DAVYZW_20050119.1019-CE12
CE21	DAVYZW_20050119.1019-CE13
CE22	DAVYZW_20050119.1019-CE14
CE23	DAVYZW_20050119.1019-CE15
CE25	DAVYZW_20050119.1019-CE16
CE26	DAVYZW_20050119.1019-CE17
CE27	DAVYZW_20050119.1019-CE18
CE28	DAVYZW_20050119.1019-CE19
CE29	DAVYZW_20050119.1019-CE20
CE30	DAVYZW_20050119.1019-CE21
CE31	DAVYZW_20050119.1019-CE22
CE1	DAVYZW_20050119.1019-CE23
CE32	DAVYZW_20050119.1019-CE24
CE33	DAVYZW_20050119.1019-CE25
CE2	DAVYZW_20050119.1019-CE26
CE3	DAVYZW_20050119.1019-CE27
CE4	DAVYZW_20050119.1019-CE28
CE5	DAVYZW_20050119.1019-CE29
CE6	DAVYZW_20050119.1019-CE30
CE7	DAVYZW_20050119.1019-CE31
CE8	DAVYZW_20050119.1019-CE32
E11	DAVYZW_20050119.1019-E1
E12	DAVYZW_20050119.1019-E2
E13	DAVYZW_20050119.1019-E3
E14	DAVYZW_20050119.1019-E4
E15	DAVYZW_20050119.1019-E5
E17	DAVYZW_20050119.1019-E6
E18	DAVYZW_20050119.1019-E7
E19	DAVYZW_20050119.1019-E8
E20	DAVYZW_20050119.1019-E9
E21	DAVYZW_20050119.1019-E10
E22	DAVYZW_20050119.1019-E11
E23	DAVYZW_20050119.1019-E12
E24	DAVYZW_20050119.1019-E13
E25	DAVYZW_20050119.1019-E14
E26	DAVYZW_20050119.1019-E15
E27	DAVYZW_20050119.1019-E16
E28	DAVYZW_20050119.1019-E17
E1	DAVYZW_20050119.1019-E18
E29	DAVYZW_20050119.1019-E19
E30	DAVYZW_20050119.1019-E20
E32	DAVYZW_20050119.1019-E21
E33	DAVYZW_20050119.1019-E22
E34	DAVYZW_20050119.1019-E23
E35	DAVYZW_20050119.1019-E24
E36	DAVYZW_20050119.1019-E25
E37	DAVYZW_20050119.1019-E26
E38	DAVYZW_20050119.1019-E27
E39	DAVYZW_20050119.1019-E28
E40	DAVYZW_20050119.1019-E29
